gene_ID	hgnc_symbol	chr	strand	start	end	TP63_PTC_log2FoldChange	TP63_PTC_pvalue	TP63_PTC_padj
ENSG00000259070	LINC00639	chr14	-	38738155	38948273	-0.178	0.848	1
ENSG00000129514	FOXA1	chr14	-	37589552	37596059	-0.0965	0.688	1
ENSG00000016864	GLT8D1	chr3	-	52694486	52706032	0.204	0.0511	1
ENSG00000101773	RBBP8	chr18	+	22798261	23026488	-0.141	0.282	1
ENSG00000230002	ALMS1-IT1	chr2	+	73456764	73459482	0.241	0.595	1
ENSG00000198912	C1orf174	chr1	-	3889125	3900293	-0.0233	0.838	1
ENSG00000155966	AFF2	chrX	+	148500617	149000663	-0.0776	0.854	1
ENSG00000101198	NKAIN4	chr20	-	63240784	63272694	-0.308	0.374	1
ENSG00000267128	RNF157-AS1	chr17	+	76138432	76154650	-0.468	0.77	1
ENSG00000111058	ACSS3	chr12	+	80936414	81261210	0.07	0.496	1
ENSG00000197889	MEIG1	chr10	+	14959388	14988050	-1.84	0.597	
ENSG00000135917	SLC19A3	chr2	-	227683763	227718028	0.219	0.0561	1
ENSG00000260350		chr16	-	8847650	8848724	-0.985	0.532	1
ENSG00000196756	SNHG17	chr20	-	38419638	38435409	-0.0783	0.477	1
ENSG00000100916	BRMS1L	chr14	+	35826338	35932325	0.021	0.895	1
ENSG00000258938		chr14	-	35819224	35826765	0.618	0.457	1
ENSG00000152078	TLCD4	chr1	+	95117355	95197607	-0.0304	0.817	1
ENSG00000100883	SRP54	chr14	+	34981957	35029686	-0.00892	0.91	1
ENSG00000198604	BAZ1A	chr14	-	34752731	34875647	0.0694	0.375	1
ENSG00000259135		chr14	+	34556774	34561298	16	8.37e-09	
ENSG00000150433	TMEM218	chr11	-	125094389	125111763	0.0148	0.967	1
ENSG00000159131	GART	chr21	-	33503931	33543491	0.0226	0.802	1
ENSG00000165389	SPTSSA	chr14	-	34432788	34462240	-0.315	0.00896	0.414
ENSG00000110169	HPX	chr11	-	6431049	6442617	-0.765	0.386	1
ENSG00000129521	EGLN3	chr14	-	33924227	34462774	0.0773	0.293	1
ENSG00000286527		chr14	-	32200433	32201736	2.44	0.437	
ENSG00000004766	VPS50	chr7	+	93232340	93361123	0.16	0.138	1
ENSG00000272148		chr2	-	27062428	27062907	0.3	0.584	1
ENSG00000233351		chr6	-	129479615	129481410	-0.199	0.839	1
ENSG00000173214	MFSD4B	chr6	+	111259327	111445354	0.13	0.243	1
ENSG00000187699	C2orf88	chr2	+	189879609	190203484	0.226	0.22	1
ENSG00000170471	RALGAPB	chr20	+	38472816	38578859	0.0949	0.15	1
ENSG00000111875	ASF1A	chr6	+	118894152	118909171	0.11	0.34	1
ENSG00000277200	CCDC92B	chr17	-	2720801	2749652	0.349	0.771	1
ENSG00000151413	NUBPL	chr14	+	31489956	31861224	-0.013	0.937	1
ENSG00000100129	EIF3L	chr22	+	37848868	37889407	-0.0543	0.537	1
ENSG00000129480	DTD2	chr14	-	31446036	31457506	-0.198	0.383	1
ENSG00000205238	SPDYE2	chr7	+	102551226	102563538	0.483	0.864	
ENSG00000196792	STRN3	chr14	-	30893799	31026401	-0.124	0.16	1
ENSG00000126903	SLC10A3	chrX	-	154487306	154490690	-0.0165	0.89	1
ENSG00000213888	LINC01521	chr22	+	31346777	31348719	0.923	0.252	1
ENSG00000184304	PRKD1	chr14	-	29576479	30191898	0.0407	0.815	1
ENSG00000152527	PLEKHH2	chr2	+	43637260	43767987	-0.275	0.4	1
ENSG00000272189	MAP7-AS1	chr6	+	136550661	136552554	-1.74	0.141	1
ENSG00000105929	ATP6V0A4	chr7	-	138706294	138799560	-0.128	0.339	1
ENSG00000152404	CWF19L2	chr11	-	107326360	107457825	0.119	0.207	1
ENSG00000126804	ZBTB1	chr14	+	64503712	64533690	0.089	0.276	1
ENSG00000068383	INPP5A	chr10	+	132537787	132783480	-0.155	0.169	1
ENSG00000101945	SUV39H1	chrX	+	48695554	48709016	0.0541	0.72	1
ENSG00000100445	SDR39U1	chr14	-	24439766	24442905	-0.0645	0.617	1
ENSG00000154114	TBCEL	chr11	+	121024072	121090776	0.0681	0.532	1
ENSG00000136305	CIDEB	chr14	-	24305187	24311430	-0.265	0.775	1
ENSG00000288025		chr4	+	173397770	173409559	-0.671	0.22	1
ENSG00000100744	GSKIP	chr14	+	96363452	96387288	-0.0456	0.624	1
ENSG00000136783	NIPSNAP3A	chr9	+	104747683	104760120	0.0699	0.727	1
ENSG00000109111	SUPT6H	chr17	+	28662198	28702679	-0.0239	0.715	1
ENSG00000157379	DHRS1	chr14	-	24290598	24299780	-0.0246	0.863	1
ENSG00000148985	PGAP2	chr11	+	3797724	3826371	0.158	0.159	1
ENSG00000231177	LINC00852	chr3	+	10284419	10285746	-0.182	0.639	1
ENSG00000100938	GMPR2	chr14	+	24232422	24239242	-0.158	0.112	1
ENSG00000142619	PADI3	chr1	+	17249098	17284233	1.63	0.604	
ENSG00000196497	IPO4	chr14	-	24180219	24188869	-0.176	0.127	1
ENSG00000272656		chr3	-	139349024	139349371	-3.32	0.222	1
ENSG00000092098	RNF31	chr14	+	24146683	24160660	-0.187	0.0834	1
ENSG00000255378	PRR23D2	chr8	-	7778591	7781413	0	1	
ENSG00000197885	NKIRAS1	chr3	-	23889951	23946591	0.166	0.229	1
ENSG00000269482		chr16	+	90631	91102	0.297	0.788	1
ENSG00000107262	BAG1	chr9	-	33247820	33264720	0.118	0.123	1
ENSG00000100908	EMC9	chr14	-	24138959	24141591	-0.0151	0.952	1
ENSG00000214736	TOMM6	chr6	+	41787662	41789898	-0.028	0.79	1
ENSG00000102195	GPR50	chrX	+	151176584	151181465	-1.2	0.438	1
ENSG00000131966	ACTR10	chr14	+	58200080	58235636	-0.0249	0.817	1
ENSG00000114251	WNT5A	chr3	-	55465715	55490539	0.136	0.162	1
ENSG00000174106	LEMD3	chr12	+	65169583	65248355	-0.119	0.169	1
ENSG00000100897	DCAF11	chr14	+	24114195	24125242	-0.127	0.15	1
ENSG00000100889	PCK2	chr14	+	24094053	24110598	0.0104	0.958	1
ENSG00000106615	RHEB	chr7	-	151466012	151520120	0.00139	0.987	1
ENSG00000068137	PLEKHH3	chr17	-	42667914	42676994	-0.027	0.86	1
ENSG00000165269	AQP7	chr9	-	33383179	33402682	0.978	0.348	1
ENSG00000250509		chr5	+	180416949	180443240	-0.246	0.592	1
ENSG00000258727	AP1G2-AS1	chr14	+	23561097	23568073	-0.619	0.146	1
ENSG00000224592	MIR3659HG	chr1	+	38047314	38119025	-0.609	0.797	1
ENSG00000273618		chr14	+	23530682	23532367	-0.165	0.796	1
ENSG00000101247	NDUFAF5	chr20	+	13785007	13821580	0.372	0.132	1
ENSG00000136367	ZFHX2	chr14	-	23520857	23556192	-0.0289	0.928	1
ENSG00000206073	SERPINB4	chr18	-	63637259	63644256	0.989	0.522	1
ENSG00000197616	MYH6	chr14	-	23381982	23408273	0.815	0.355	1
ENSG00000267454	ZNF582-DT	chr19	+	56393656	56399172	-0.321	0.746	1
ENSG00000178307	TMEM11	chr17	-	21197954	21214176	-0.00427	0.97	1
ENSG00000118513	MYB	chr6	+	135181308	135219173	1.4	0.0536	1
ENSG00000092096	SLC22A17	chr14	-	23346314	23352912	-0.315	0.0391	0.918
ENSG00000176165	FOXG1	chr14	+	28764329	28770277	-1.58	0.383	1
ENSG00000107949	BCCIP	chr10	+	125823546	125853695	-0.0641	0.531	1
ENSG00000250174	MYLK-AS2	chr3	+	123689644	123692407	-0.846	0.59	1
ENSG00000227195	MIR663AHG	chr20	-	26167817	26251546	-1.08	0.00243	0.151
ENSG00000259240	MIR4713HG	chr15	+	51037488	51293912	1.28	0.547	1
ENSG00000100439	ABHD4	chr14	+	22598290	22612963	-0.0857	0.361	1
ENSG00000284977		chr9	+	117759390	118306252	0.507	0.255	1
ENSG00000203801	LINC00222	chr6	+	108751654	108769942	0.198	0.602	1
ENSG00000260920		chr1	+	40464319	40466767	0.365	0.602	1
ENSG00000117419	ERI3	chr1	-	44221070	44355260	-0.075	0.565	1
ENSG00000135821	GLUL	chr1	-	182378098	182392206	0.0622	0.453	1
ENSG00000180329	CCDC43	chr17	-	44673069	44689779	-0.0383	0.727	1
ENSG00000204421	LY6G6C	chr6	-	31718648	31721746	0.127	0.332	1
ENSG00000205730	ITPRIPL2	chr16	+	19113932	19121629	0.0928	0.492	1
ENSG00000130204	TOMM40	chr19	+	44890569	44903689	-0.0682	0.557	1
ENSG00000287077		chr10	+	87203717	87206615	0.384	0.689	1
ENSG00000149091	DGKZ	chr11	+	46332905	46380554	-0.049	0.539	1
ENSG00000104946	TBC1D17	chr19	+	49877666	49888750	-0.131	0.102	1
ENSG00000184012	TMPRSS2	chr21	-	41464300	41531116	-0.173	0.161	1
ENSG00000092020	PPP2R3C	chr14	-	35085467	35122517	0.252	0.12	1
ENSG00000274898		chr13	+	77027944	77028482	17.4	7.69e-22	3.04e-19
ENSG00000117408	IPO13	chr1	+	43946950	43968022	-0.193	0.343	1
ENSG00000205423	CNEP1R1	chr16	+	50024410	50037088	-0.123	0.387	1
ENSG00000167740	CYB5D2	chr17	+	4143168	4187310	0.146	0.405	1
ENSG00000169139	UBE2V2	chr8	+	48008415	48064708	-0.119	0.185	1
ENSG00000259124		chr14	-	76495363	76726712	1.03	0.739	
ENSG00000133488	SEC14L4	chr22	-	30488902	30505711	1.43	0.0306	0.826
ENSG00000083544	TDRD3	chr13	+	60396457	60573878	0.041	0.715	1
ENSG00000136169	SETDB2	chr13	+	49444274	49495003	0.16	0.417	1
ENSG00000164877	MICALL2	chr7	-	1428465	1459470	0.045	0.665	1
ENSG00000101203	COL20A1	chr20	+	63293186	63334851	-0.145	0.702	1
ENSG00000163743	RCHY1	chr4	-	75479033	75514764	-0.0348	0.771	1
ENSG00000174684	B4GAT1	chr11	-	66345374	66347629	-0.0658	0.557	1
ENSG00000111110	PPM1H	chr12	-	62643994	62935150	-0.0681	0.517	1
ENSG00000267440	LINC02594	chr17	+	43679341	43706709	-1.37	0.0505	1
ENSG00000166562	SEC11C	chr18	+	59139866	59158832	0.0641	0.591	1
ENSG00000175324	LSM1	chr8	-	38163335	38176730	-0.12	0.322	1
ENSG00000247934		chr12	-	28163298	28190738	0.407	0.671	1
ENSG00000141026	MED9	chr17	+	17476994	17493221	0.0956	0.506	1
ENSG00000143365	RORC	chr1	-	151806071	151831845	-0.735	0.519	1
ENSG00000134779	TPGS2	chr18	-	36777647	36829216	0.0468	0.6	1
ENSG00000103966	EHD4	chr15	-	41895933	41972557	0.103	0.254	1
ENSG00000104447	TRPS1	chr8	-	115408496	115809673	0.118	0.58	1
ENSG00000129472	RAB2B	chr14	-	21459020	21476960	0.107	0.382	1
ENSG00000227244	LINC00845	chr10	+	61001088	61194727	-15.7	5.02e-05	
ENSG00000150625	GPM6A	chr4	-	175632934	176002664	-1.07	0.433	1
ENSG00000169064	ZBBX	chr3	-	167239843	167407874	-2.45	0.134	1
ENSG00000225611	CCDC13-AS2	chr3	+	42770600	42773785	0.0141	0.995	1
ENSG00000143502	SUSD4	chr1	-	223220819	223364233	0.73	0.648	1
ENSG00000172171	TEFM	chr17	-	30897336	30906238	-0.0675	0.733	1
ENSG00000232070	TMEM253	chr14	+	21098811	21103724	0.778	0.423	1
ENSG00000136688	IL36G	chr2	+	112973203	112985658	-0.445	0.744	1
ENSG00000206150	RNASE13	chr14	-	21032818	21034807	-0.951	0.681	
ENSG00000165795	NDRG2	chr14	-	21016763	21070872	-0.235	0.103	1
ENSG00000258471		chr14	-	20995837	21014822	1.23	0.176	1
ENSG00000156959	LHFPL4	chr3	-	9498361	9553822	-2.16	0.0656	1
ENSG00000108622	ICAM2	chr17	-	64002594	64020634	0.382	0.505	1
ENSG00000129538	RNASE1	chr14	-	20801228	20802855	-2.43	0.241	
ENSG00000170381	SEMA3E	chr7	-	83363238	83649139	-0.717	0.154	1
ENSG00000169413	RNASE6	chr14	+	20781268	20782467	0	1	
ENSG00000213625	LEPROT	chr1	+	65420587	65436007	0.081	0.311	1
ENSG00000112186	CAP2	chr6	+	17393595	17557780	-0.0511	0.609	1
ENSG00000278492		chr19	+	43978376	43978663	-15.5	3.17e-09	
ENSG00000258818	RNASE4	chr14	+	20684560	20701216	0.543	0.0373	0.903
ENSG00000259774		chr15	+	84422618	84425882	-1.03	0.742	
ENSG00000129534	MIS18BP1	chr14	-	45203190	45253540	0.221	0.0184	0.657
ENSG00000136950	ARPC5L	chr9	+	124862130	124877733	-0.0407	0.68	1
ENSG00000137500	CCDC90B	chr11	-	83259081	83286390	0.000157	0.999	1
ENSG00000182545	RNASE10	chr14	+	20505537	20513884	0.824	0.536	1
ENSG00000183246	RIMBP3C	chr22	-	21545666	21551461	1.13	0.295	1
ENSG00000165782	PIP4P1	chr14	-	20457681	20461465	-0.036	0.788	1
ENSG00000136732	GYPC	chr2	+	126656133	126696667	-1.02	0.147	1
ENSG00000100823	APEX1	chr14	+	20455191	20457772	-0.0224	0.809	1
ENSG00000261118		chr16	-	89492017	89504460	-2.45	0.322	
ENSG00000287190		chr1	-	146050441	146052244	0.464	0.352	1
ENSG00000091317	CMTM6	chr3	-	32481312	32502852	0.0192	0.844	1
ENSG00000206142	FAM230H	chr22	-	21300990	21325042	0.107	0.917	1
ENSG00000129566	TEP1	chr14	-	20365667	20413501	0.105	0.399	1
ENSG00000197461	PDGFA	chr7	-	497258	520296	-0.00164	0.99	1
ENSG00000196834	POTEI	chr2	-	130459455	130509707	0.922	0.505	1
ENSG00000205758	CRYZL1	chr21	-	33589341	33643926	0.00986	0.939	1
ENSG00000129484	PARP2	chr14	+	20343615	20357904	-0.0622	0.594	1
ENSG00000282386		chr1	+	153964361	153965070	-0.122	0.965	
ENSG00000100814	CCNB1IP1	chr14	-	20311368	20333312	-0.105	0.244	1
ENSG00000258768		chr14	-	20260480	20264308	0.595	0.367	1
ENSG00000107951	MTPAP	chr10	-	30309801	30374448	-0.00827	0.936	1
ENSG00000176076	KCNE5	chrX	-	109623700	109625172	0.368	0.453	1
ENSG00000167632	TRAPPC9	chr8	-	139727725	140458579	-0.0592	0.61	1
ENSG00000131781	FMO5	chr1	-	147175351	147243050	-0.396	0.324	1
ENSG00000223865	HLA-DPB1	chr6	+	33075990	33089696	0.0119	0.977	1
ENSG00000236975	LINC02814	chr1	-	229087114	229205428	0.984	0.127	1
ENSG00000166126	AMN	chr14	+	102922663	102933596	-0.16	0.653	1
ENSG00000173674	EIF1AX	chrX	-	20124525	20141838	-0.03	0.702	1
ENSG00000233723	LINC01122	chr2	+	58427738	59063766	1.49	0.379	1
ENSG00000115604	IL18R1	chr2	+	102311529	102398777	-2.48	0.138	1
ENSG00000058063	ATP11B	chr3	+	182793503	182921629	0.0848	0.358	1
ENSG00000188818	ZDHHC11	chr5	-	795605	858973	0.0845	0.69	1
ENSG00000227542	MYO1B-AS1	chr2	-	191229165	191246172	0	1	
ENSG00000105298	CACTIN	chr19	-	3610645	3626815	-0.191	0.14	1
ENSG00000143294	PRCC	chr1	+	156750610	156800815	-0.039	0.604	1
ENSG00000283199	C13orf46	chr13	-	113953705	113974076	-0.136	0.902	1
ENSG00000229373	LINC00452	chr13	+	113888306	113923512	16.5	3.23e-06	
ENSG00000039123	MTREX	chr5	+	55307989	55425579	-0.000853	0.99	1
ENSG00000162517	PEF1	chr1	-	31629866	31644896	0.0621	0.458	1
ENSG00000260274		chr15	+	75368057	75370262	0.588	0.595	1
ENSG00000104903	LYL1	chr19	-	13099033	13103161	0.713	0.598	1
ENSG00000248712	CCDC153	chr11	-	119190250	119196769	-0.00562	0.991	1
ENSG00000269125		chr13	-	113165002	113165183	-1.67	0.489	
ENSG00000235280	MCF2L-AS1	chr13	-	112967484	112968824	-0.0206	0.988	1
ENSG00000006607	FARP2	chr2	+	241356285	241494841	0.0555	0.544	1
ENSG00000277545		chr13	+	112811566	112812158	-0.163	0.771	1
ENSG00000246582	TNFRSF10A-DT	chr8	+	23224471	23230926	-0.212	0.821	1
ENSG00000112033	PPARD	chr6	+	35342558	35428191	-0.0359	0.628	1
ENSG00000189409	MMP23B	chr1	+	1632163	1635263	0.102	0.773	1
ENSG00000163634	THOC7	chr3	-	63833870	63863868	-0.0431	0.647	1
ENSG00000268603		chr2	-	219497611	219498706	-0.591	0.485	1
ENSG00000277159		chr13	-	112602828	112606417	0.615	0.587	1
ENSG00000205060	SLC35B4	chr7	-	134289332	134316930	-0.277	0.0655	1
ENSG00000119574	ZBTB45	chr19	-	58513530	58538911	0.026	0.903	1
ENSG00000126216	TUBGCP3	chr13	-	112485011	112588205	-0.256	0.0145	0.566
ENSG00000249790	LINC02972	chr12	+	8788253	8795789	0.0313	0.733	1
ENSG00000152894	PTPRK	chr6	-	127968785	128520616	0.113	0.161	1
ENSG00000259049		chr14	+	52775237	52777740	-0.268	0.689	1
ENSG00000171817	ZNF540	chr19	+	37551406	37614179	0.00504	0.995	1
ENSG00000182968	SOX1	chr13	+	112067149	112071706	-0.119	0.779	1
ENSG00000028528	SNX1	chr15	+	64094123	64146090	0.0318	0.763	1
ENSG00000285856		chr13	-	111148196	111153171	-1.05	0.567	1
ENSG00000235875	ARHGEF7-AS2	chr13	-	111113812	111115678	0.897	0.78	1
ENSG00000105186	ANKRD27	chr19	-	32597006	32676597	-0.0315	0.708	1
ENSG00000255874	PRECSIT	chr13	-	110863987	110870330	0.135	0.696	1
ENSG00000108861	DUSP3	chr17	-	43766125	43778977	-0.078	0.267	1
ENSG00000213995	NAXD	chr13	+	110615545	110639996	-0.0242	0.814	1
ENSG00000021355	SERPINB1	chr6	-	2832332	2841959	-0.0431	0.666	1
ENSG00000134871	COL4A2	chr13	+	110305812	110513209	0.0909	0.133	1
ENSG00000116161	CACYBP	chr1	+	174999163	175012027	0.0164	0.851	1
ENSG00000133392	MYH11	chr16	-	15703135	15857028	-0.274	0.604	1
ENSG00000224613	RNPC3-DT	chr1	-	103415980	103525511	-0.912	0.757	
ENSG00000158220	ESYT3	chr3	+	138434586	138481686	-0.0163	0.922	1
ENSG00000277246		chr13	+	108267320	108267734	0.982	0.265	1
ENSG00000197045	GMFB	chr14	-	54474484	54489025	0.181	0.0597	1
ENSG00000276740		chr13	-	107465984	107466674	-2.13	0.259	1
ENSG00000134884	ARGLU1	chr13	-	106541673	106568137	0.0867	0.199	1
ENSG00000147601	TERF1	chr8	+	73008856	73048123	-0.224	0.0544	1
ENSG00000134897	BIVM	chr13	+	102799119	102841533	0.667	0.000673	0.049
ENSG00000164163	ABCE1	chr4	+	145098288	145129524	-0.0363	0.634	1
ENSG00000272143	FGF14-AS2	chr13	+	102394612	102395707	0.149	0.911	1
ENSG00000173918	C1QTNF1	chr17	+	79022814	79049788	-0.187	0.146	1
ENSG00000214717	ZBED1	chrX	-	2486414	2500976	0.164	0.15	1
ENSG00000102466	FGF14	chr13	-	101710804	102402457	0.00969	0.997	
ENSG00000126003	PLAGL2	chr20	-	32192504	32207743	-0.0111	0.912	1
ENSG00000262678	CAMTA2-AS1	chr17	+	4986466	4987324	-0.823	0.554	1
ENSG00000102452	NALCN	chr13	-	101053776	101416508	0.191	0.83	1
ENSG00000168778	TCTN2	chr12	+	123671110	123708399	-0.0108	0.952	1
ENSG00000125247	TMTC4	chr13	-	100603625	100675093	0.048	0.699	1
ENSG00000259357		chr1	+	150965245	150966256	-0.524	0.805	1
ENSG00000125246	CLYBL	chr13	+	99606669	99909459	-0.116	0.715	1
ENSG00000029534	ANK1	chr8	-	41653220	41896741	-0.0151	0.909	1
ENSG00000203441	LINC00449	chr13	-	99499727	99501052	1.5	0.279	1
ENSG00000101940	WDR13	chrX	+	48590042	48608869	0.0648	0.574	1
ENSG00000165714	BORCS5	chr12	+	12357078	12471233	-0.132	0.619	1
ENSG00000161860	SYCE2	chr19	-	12898786	12919293	-0.993	0.221	1
ENSG00000181982	CCDC149	chr4	-	24803514	24980204	-0.0944	0.485	1
ENSG00000280734	LINC01232	chr13	-	99486962	99499306	0.229	0.848	1
ENSG00000134882	UBAC2	chr13	+	99200774	99386504	-0.125	0.0971	1
ENSG00000088386	SLC15A1	chr13	-	98683801	98752672	0.19	0.257	1
ENSG00000102572	STK24	chr13	-	98445185	98577940	-0.0605	0.411	1
ENSG00000231194	FARP1-AS1	chr13	-	98435405	98435840	-0.564	0.611	1
ENSG00000152767	FARP1	chr13	+	98142562	98455176	0.0544	0.695	1
ENSG00000215883	CYB5RL	chr1	-	54169651	54200036	0.109	0.716	1
ENSG00000276573		chr13	+	97435946	97436168	-1.23	0.191	1
ENSG00000129680	MAP7D3	chrX	-	136213220	136256482	-0.00477	0.97	1
ENSG00000102580	DNAJC3	chr13	+	95677139	95794988	-0.0759	0.395	1
ENSG00000134873	CLDN10	chr13	+	95433604	95579759	-0.29	0.158	1
ENSG00000131446	MGAT1	chr5	-	180784780	180815652	-0.178	0.0708	1
ENSG00000152749	GPR180	chr13	+	94601857	94634661	-0.056	0.669	1
ENSG00000236854		chr2	+	32927085	32946149	-0.0218	0.994	
ENSG00000088451	TGDS	chr13	-	94574054	94596242	-0.0125	0.937	1
ENSG00000170860	LSM3	chr3	+	14178817	14201122	-0.0147	0.885	1
ENSG00000080166	DCT	chr13	-	94436811	94479682	-0.538	0.619	1
ENSG00000278177		chr13	-	93226612	93227317	0	1	
ENSG00000279932		chr8	+	17510613	17511300	0.197	0.495	1
ENSG00000244137		chr1	-	230710698	230795492	0.0584	0.986	
ENSG00000106018	VIPR2	chr7	-	159028175	159144867	0.000981	0.999	1
ENSG00000236240	GPC5-IT1	chr13	+	92484606	92510094	-2.55	0.206	
ENSG00000237149	ZNF503-AS2	chr10	+	75401519	75408982	0.524	0.165	1
ENSG00000229334	TMEM44-AS2	chr3	+	194632904	194645407	-0.49	0.714	1
ENSG00000103241	FOXF1	chr16	+	86510527	86515422	-0.061	0.987	
ENSG00000273391		chr7	-	139359032	139359566	0.47	0.406	1
ENSG00000161847	RAVER1	chr19	-	10316212	10333529	0.057	0.594	1
ENSG00000153885	KCTD15	chr19	+	33795933	33815763	0.271	0.197	1
ENSG00000179399	GPC5	chr13	+	91398621	92873682	-0.205	0.479	1
ENSG00000253695	PINX1-DT	chr8	+	10839964	10847594	-0.893	0.805	
ENSG00000181924	COA4	chr11	-	73872667	73876901	-0.0238	0.833	1
ENSG00000196628	TCF4	chr18	-	55222185	55664787	0.075	0.642	1
ENSG00000239779	WBP1	chr2	+	74458400	74460891	-0.106	0.345	1
ENSG00000204264	PSMB8	chr6	-	32840717	32844679	-0.369	0.485	1
ENSG00000226386	PARD3-DT	chr10	+	34815767	34816386	0	1	
ENSG00000231170	PDK4-AS1	chr7	+	95545191	95615132	0.302	0.791	1
ENSG00000108846	ABCC3	chr17	+	50634777	50692253	-2.51	0.0347	0.869
ENSG00000141480	ARRB2	chr17	+	4710596	4721499	-0.0141	0.934	1
ENSG00000184564	SLITRK6	chr13	-	85792790	85806683	0.0909	0.783	1
ENSG00000125447	GGA3	chr17	-	75236599	75262363	-0.0349	0.661	1
ENSG00000274204		chr13	-	106506046	106506713	-0.0501	0.903	1
ENSG00000236364		chr1	-	165889725	165900995	0.894	0.809	
ENSG00000227676	LINC01068	chr13	+	79566678	79571445	0.237	0.657	1
ENSG00000158467	AHCYL2	chr7	+	129225030	129430211	-0.312	0.00428	0.237
ENSG00000014919	COX15	chr10	-	99710868	99732127	-0.08	0.447	1
ENSG00000078747	ITCH	chr20	+	34363235	34511773	0.108	0.202	1
ENSG00000254460		chr11	-	75506937	75508391	-0.45	0.739	1
ENSG00000166133	RPUSD2	chr15	+	40569299	40574949	0.108	0.71	1
ENSG00000275236		chr16	-	74289593	74291052	-0.0378	0.974	1
ENSG00000225579	EDNRB-AS1	chr13	+	77779723	77844145	1.31	0.399	1
ENSG00000169083	AR	chrX	+	67544021	67730619	0.124	0.674	1
ENSG00000249167	SEMA6A-AS2	chr5	+	116574482	116611200	-0.122	0.73	1
ENSG00000136155	SCEL	chr13	+	77535674	77645263	0.0452	0.963	1
ENSG00000260619		chr15	-	80990804	80993258	-0.0425	0.988	
ENSG00000172292	CERS6	chr2	+	168456249	168775134	0.0673	0.479	1
ENSG00000229521	MYCBP2-AS2	chr13	-	77080511	77081190	-0.0013	0.999	1
ENSG00000127993	RBM48	chr7	+	92528773	92540481	0.115	0.266	1
ENSG00000168329	CX3CR1	chr3	-	39263495	39281735	1.39	0.477	
ENSG00000005810	MYCBP2	chr13	-	77042474	77327094	0.117	0.0668	1
ENSG00000172046	USP19	chr3	-	49108046	49120938	-0.0379	0.624	1
ENSG00000236051	MYCBP2-AS1	chr13	+	77026767	77129717	1.95	0.116	1
ENSG00000005812	FBXL3	chr13	-	76992598	77027195	-0.111	0.207	1
ENSG00000172137	CALB2	chr16	+	71358713	71390436	0.408	0.00147	0.0982
ENSG00000268333		chr20	-	58833809	58836529	-0.161	0.712	1
ENSG00000248774		chr4	-	173322206	173329694	1.43	0.512	
ENSG00000105171	POP4	chr19	+	29606283	29617237	0.0297	0.785	1
ENSG00000231134	TCF7L1-IT1	chr2	+	85186409	85187253	-0.509	0.737	1
ENSG00000230928		chr10	+	98252023	98256575	0.489	0.613	1
ENSG00000136504	KAT7	chr17	+	49788624	49835026	0.0365	0.61	1
ENSG00000221988	PPT2	chr6	+	32153441	32163678	-0.0264	0.773	1
ENSG00000261105	LMO7-AS1	chr13	-	75604700	75635994	0.022	0.991	
ENSG00000148344	PTGES	chr9	-	129738331	129753042	0.104	0.322	1
ENSG00000283674		chr8	-	12467693	12665588	0.309	0.169	1
ENSG00000108582	CPD	chr17	+	30378927	30469989	0.0191	0.756	1
ENSG00000102901	CENPT	chr16	-	67828157	67847811	-0.0975	0.319	1
ENSG00000180712	LINC02363	chr4	-	184334292	184353977	-0.593	0.647	1
ENSG00000183128	CALHM3	chr10	-	103472804	103479240	0.218	0.849	1
ENSG00000221821	C6orf226	chr6	-	42890265	42890821	-0.221	0.665	1
ENSG00000150977	RILPL2	chr12	-	123415039	123436684	-0.26	0.48	1
ENSG00000188582	PAQR9	chr3	-	142949164	142963674	0.113	0.742	1
ENSG00000182704	TSKU	chr11	+	76782251	76798153	0.281	0.0792	1
ENSG00000260570		chr16	-	28830612	28837200	1.16	0.411	1
ENSG00000184730	APOBR	chr16	+	28494643	28498964	-0.156	0.383	1
ENSG00000155252	PI4K2A	chr10	+	97640671	97676434	-0.358	0.00055	0.0417
ENSG00000138079	SLC3A1	chr2	+	44275458	44321494	0.139	0.648	1
ENSG00000064933	PMS1	chr2	+	189784085	189877629	0.123	0.422	1
ENSG00000136827	TOR1A	chr9	-	129812942	129824244	-0.156	0.177	1
ENSG00000115841	RMDN2	chr2	+	37923187	38067142	-0.356	0.318	1
ENSG00000102837	OLFM4	chr13	+	53028813	53052057	0.457	0.647	1
ENSG00000136110	CNMD	chr13	-	52703264	52739820	-0.174	0.82	1
ENSG00000278238	CKAP2-DT	chr13	-	52454774	52455392	0.42	0.629	1
ENSG00000163781	TOPBP1	chr3	-	133598175	133662380	0.0277	0.695	1
ENSG00000275993		chr21	+	6111131	6123778	-0.00956	0.935	1
ENSG00000273523		chr13	+	52128891	52132723	-0.0807	0.972	1
ENSG00000228727	SAPCD1	chr6	+	31762656	31764850	-0.0134	0.975	1
ENSG00000186281	GPAT2	chr2	-	96021946	96039451	1.11	0.302	1
ENSG00000106009	BRAT1	chr7	-	2537810	2555694	-0.0454	0.727	1
ENSG00000279317		chr2	+	210171499	210233976	-0.302	0.696	1
ENSG00000197168	NEK5	chr13	-	52033611	52129092	0.118	0.672	1
ENSG00000123171	CCDC70	chr13	+	51861969	51866232	0.578	0.732	1
ENSG00000139668	WDFY2	chr13	+	51584455	51767709	0.069	0.46	1
