gene_ID	hgnc_symbol	chr	strand	start	end	SIX3_PTC_log2FoldChange	SIX3_PTC_pvalue	SIX3_PTC_padj
ENSG00000286965		chr2	-	212932894	212937520	-0.474	0.497	
ENSG00000280837	CPS1-IT1	chr2	+	210617571	210619876	0.243	0.59	0.838
ENSG00000048405	ZNF800	chr7	-	127346790	127431924	0.19	0.0372	0.198
ENSG00000229127	KANSL1L-AS1	chr2	+	210030572	210064356	-0.0331	0.906	0.973
ENSG00000144445	KANSL1L	chr2	-	210021421	210171409	-0.061	0.399	0.719
ENSG00000197713	RPE	chr2	+	210002565	210022260	0.0141	0.813	0.937
ENSG00000115020	PIKFYVE	chr2	+	208266255	208358746	0.00352	0.939	0.983
ENSG00000291154	PMS2P4	chr7	-	67139961	67302503	0.13	0.384	0.707
ENSG00000138413	IDH1	chr2	-	208236229	208266074	-0.283	2.14e-06	6.63e-05
ENSG00000182187	CRYGB	chr2	-	208142573	208146158	0.469	0.778	
ENSG00000118231	CRYGD	chr2	-	208121607	208124524	-0.338	0.506	0.793
ENSG00000290929		chr2	-	208108154	208112652	0.918	0.299	
ENSG00000129824	RPS4Y1	chrY	+	2841602	2932000	-0.0997	0.0874	0.333
ENSG00000273014		chr7	+	32758882	32759353	0.391	0.338	0.671
ENSG00000225111		chr2	-	207868578	207869934	0.0268	0.987	
ENSG00000163251	FZD5	chr2	-	207762598	207769906	-0.39	1.83e-18	2.8e-16
ENSG00000197157	SND1	chr7	+	127652194	128092609	0.188	0.000933	0.0132
ENSG00000272851		chr2	-	207753872	207754435	-0.182	0.439	0.748
ENSG00000163249	CCNYL1	chr2	+	207711540	207761839	-0.0703	0.27	0.605
ENSG00000279110		chr22	-	25052122	25065241	-1.15	0.444	
ENSG00000234902		chr2	-	207186717	207236066	0.0218	0.992	
ENSG00000118263	KLF7	chr2	-	207074137	207173856	-0.129	0.139	0.43
ENSG00000118246	FASTKD2	chr2	+	206765357	206796189	0.045	0.408	0.726
ENSG00000138400	MDH1B	chr2	-	206737763	206765328	0.0142	0.948	0.985
ENSG00000114948	ADAM23	chr2	+	206443532	206621127	0.0801	0.137	0.427
ENSG00000204186	ZDBF2	chr2	+	206274663	206314427	0.143	0.00149	0.0192
ENSG00000273473		chr9	+	134168769	134169340	1.06	0.168	
ENSG00000114942	EEF1B2	chr2	+	206159585	206162928	-0.129	0.0142	0.105
ENSG00000227946	INO80D-AS1	chr2	+	206084605	206086863	-0.222	0.386	0.708
ENSG00000114933	INO80D	chr2	-	205993721	206086303	0.0822	0.138	0.429
ENSG00000118257	NRP2	chr2	+	205681990	205798133	-0.135	0.0145	0.106
ENSG00000238141	BRWD1-AS1	chr21	+	39315707	39323218	-0.925	0.361	
ENSG00000138443	ABI2	chr2	+	203328280	203447728	0.00024	0.996	1
ENSG00000289294		chr2	-	203237261	203239295	0.0433	0.849	0.951
ENSG00000138380	CARF	chr2	+	202912214	202988263	-0.0438	0.636	0.862
ENSG00000163596	ICA1L	chr2	-	202773150	202871766	-0.000121	0.999	1
ENSG00000273456		chr2	-	202374769	202376142	0.345	0.488	0.779
ENSG00000055044	NOP58	chr2	+	202265736	202303661	-0.0251	0.64	0.863
ENSG00000116030	SUMO1	chr2	-	202206182	202238599	-0.129	0.009	0.0762
ENSG00000106086	PLEKHA8	chr7	+	30027404	30130483	-0.0198	0.677	0.884
ENSG00000287041		chr2	-	202137570	202149627	0.362	0.672	
ENSG00000104327	CALB1	chr8	-	90058608	90095475	1.58	1.06e-09	5.87e-08
ENSG00000222035	KIAA2012-AS1	chr2	-	202075410	202117062	-0.28	0.757	
ENSG00000155760	FZD7	chr2	+	202033855	202038441	0.584	7.37e-51	8.52e-48
ENSG00000280870		chrX	-	76656866	77014532	-0.352	0.0969	0.353
ENSG00000273209		chr2	-	202032770	202033537	0.174	0.606	0.846
ENSG00000289026		chr2	+	202032072	202032838	1.15	1.11e-12	9.59e-11
ENSG00000138395	CDK15	chr2	+	201790461	201895550	0.625	0.469	
ENSG00000003393	ALS2	chr2	-	201700267	201782112	0.0878	0.075	0.307
ENSG00000287133		chr2	+	201643398	201645990	0.348	0.547	
ENSG00000155754	C2CD6	chr2	-	201487421	201619178	0.0977	0.952	
ENSG00000115993	TRAK2	chr2	-	201377207	201451500	0.0708	0.315	0.65
ENSG00000138821	SLC39A8	chr4	-	102251080	102431258	-0.266	0.0168	0.118
ENSG00000064012	CASP8	chr2	+	201233443	201361836	0.269	0.43	0.742
ENSG00000119013	NDUFB3	chr2	+	201071433	201085750	-0.15	0.0395	0.206
ENSG00000155744	HYCC2	chr2	-	200973718	201071671	0.106	0.156	0.458
ENSG00000115942	ORC2	chr2	-	200908977	200963680	-0.101	0.121	0.399
ENSG00000196290	NIF3L1	chr2	+	200889327	200903938	-0.15	0.0192	0.129
ENSG00000287561		chr20	-	2206683	2207397	1.09	0.485	
ENSG00000240344	PPIL3	chr2	-	200870907	200889303	-0.00932	0.885	0.965
ENSG00000013441	CLK1	chr2	-	200853009	200864691	-0.091	0.347	0.679
ENSG00000203618	GP1BB	chr22	+	19723539	19724771	0.0647	0.962	
ENSG00000082153	BZW1	chr2	+	200810594	200827338	-0.0957	0.0342	0.188
ENSG00000289537		chr20	-	62181600	62182980	-0.0589	0.946	
ENSG00000138356	AOX1	chr2	+	200586014	200677064	-0.125	0.249	0.581
ENSG00000269961	ERBIN-DT	chr5	-	65924629	65925135	-0.156	0.828	
ENSG00000163535	SGO2	chr2	+	200510008	200584096	-0.33	2.04e-08	9.24e-07
ENSG00000155729	KCTD18	chr2	-	200488958	200519784	0.00573	0.963	0.989
ENSG00000287299		chr2	-	200390666	200478018	-1.83	0.385	
ENSG00000286860		chr4	+	181590255	181591969	0.277	0.667	
ENSG00000196141	SPATS2L	chr2	+	200305881	200482264	0.282	0.00259	0.0295
ENSG00000162972	MAIP1	chr2	+	199955317	200008540	-0.121	0.289	0.626
ENSG00000232732		chr2	-	199867396	199911159	0.00201	0.996	1
ENSG00000104549	SQLE	chr8	+	124998497	125022283	-0.0352	0.58	0.834
ENSG00000250608	NUDT16-DT	chr3	-	131325092	131381656	0.258	0.13	0.414
ENSG00000225953	SATB2-AS1	chr2	+	199457689	199476935	-0.708	0.305	
ENSG00000231074	HCG18	chr6	-	30286690	30327382	0.137	0.0109	0.0873
ENSG00000119042	SATB2	chr2	-	199269505	199471266	0.0245	0.795	0.932
ENSG00000087274	ADD1	chr4	+	2843844	2930076	-0.116	0.0155	0.112
ENSG00000115896	PLCL1	chr2	+	197804593	198572581	-0.499	0.196	0.518
ENSG00000287858		chr2	+	197640441	197641574	0.359	0.248	0.581
ENSG00000144381	HSPD1	chr2	-	197486584	197516737	0.0256	0.527	0.803
ENSG00000115520	COQ10B	chr2	+	197453493	197475310	0.131	0.203	0.526
ENSG00000151466	SCLT1	chr4	-	128864921	129093600	-0.108	0.15	0.449
ENSG00000115524	SF3B1	chr2	-	197388515	197435079	-0.0925	0.0283	0.166
ENSG00000128059	PPAT	chr4	-	56393362	56435615	0.0469	0.356	0.687
ENSG00000119041	GTF3C3	chr2	-	196763035	196799725	-0.0482	0.354	0.685
ENSG00000138411	HECW2	chr2	-	196189099	196593684	0.145	0.0515	0.244
ENSG00000286592	LINC02885	chr22	-	34756676	35002862	2.28	0.243	
ENSG00000081320	STK17B	chr2	-	196133583	196176503	-0.354	3.78e-06	0.000111
ENSG00000102385	DRP2	chrX	+	101219769	101264502	-0.639	0.000923	0.0132
ENSG00000118997	DNAH7	chr2	-	195737703	196068837	0.179	0.319	0.654
ENSG00000225539	LINC01821	chr2	+	194344190	194576578	-0.51	0.804	
ENSG00000260142		chr2	+	193898367	193899394	0.597	0.251	
ENSG00000198498	TMA16	chr4	+	163494442	163520539	0.112	0.0921	0.343
ENSG00000144339	TMEFF2	chr2	-	191949043	192194933	1.01	0.0114	0.0901
ENSG00000271978		chr6	-	5031756	5054423	0.266	0.501	0.789
ENSG00000288900		chr2	-	191677213	191677863	0.782	0.628	
ENSG00000196090	PTPRT	chr20	-	42072752	43189970	-0.228	0.0212	0.137
ENSG00000128641	MYO1B	chr2	+	191245185	191425389	-0.0227	0.598	0.843
ENSG00000188818	ZDHHC11	chr5	-	795605	858973	0.395	0.00754	0.0668
ENSG00000227542	MYO1B-AS1	chr2	-	191229165	191246172	0.451	0.317	0.652
ENSG00000138378	STAT4	chr2	-	191029576	191151596	-0.0859	0.801	0.934
ENSG00000115415	STAT1	chr2	-	190908460	191020960	-0.0445	0.379	0.703
ENSG00000284052		chr2	-	190607660	190649840	0.455	0.393	
ENSG00000233654	NEMP2-DT	chr2	+	190534855	190569776	-0.639	0.149	0.447
ENSG00000189362	NEMP2	chr2	-	190504338	190534722	0.165	0.104	0.367
ENSG00000290089		chr2	-	190457656	190460052	0.424	0.588	
ENSG00000176868		chr9	-	131497479	131500191	0.688	0.316	
ENSG00000272979		chr2	-	190454092	190454521	-0.457	0.675	
ENSG00000154124	OTULIN	chr5	+	14664664	14699850	-0.000332	0.995	0.999
ENSG00000151690	MFSD6	chr2	+	190408355	190509205	0.0085	0.964	0.989
ENSG00000151689	INPP1	chr2	+	190343570	190371665	0.314	0.398	0.718
ENSG00000198130	HIBCH	chr2	-	190189735	190344193	-0.057	0.403	0.722
ENSG00000173214	MFSD4B	chr6	+	111259327	111445354	0.0416	0.551	0.817
ENSG00000187699	C2orf88	chr2	+	189879609	190203484	1.32	0.00128	0.0169
ENSG00000064933	PMS1	chr2	+	189784085	189877629	0.0753	0.18	0.495
ENSG00000273240		chr2	-	189763859	189764456	0.03	0.979	
ENSG00000253559	OSGEPL1-AS1	chr2	+	189762704	189765556	-1.59	0.102	
ENSG00000128694	OSGEPL1	chr2	-	189746660	189763227	-0.0954	0.24	0.572
ENSG00000115368	WDR75	chr2	+	189441446	189475552	0.0185	0.726	0.906
ENSG00000288866		chr2	-	189439780	189441126	-0.184	0.76	
ENSG00000228793		chr6	-	3585101	3720081	0.323	0.748	
ENSG00000204262	COL5A2	chr2	-	189031898	189225312	-0.433	9.69e-09	4.62e-07
ENSG00000177468	OLIG3	chr6	-	137492199	137494394	-1.74	0.13	
ENSG00000289205		chr2	+	188033794	188040601	0.177	0.514	0.796
ENSG00000131174	COX7B	chrX	+	77899440	77907376	-0.0204	0.735	0.91
ENSG00000289145		chr8	+	17226029	17228085	0.0558	0.859	0.954
ENSG00000150753	CCT5	chr5	+	10249929	10266389	-0.106	0.0264	0.159
ENSG00000231689	LINC01090	chr2	-	187712816	188384365	-0.675	0.66	0.874
ENSG00000003436	TFPI	chr2	-	187464230	187565760	-0.0988	0.311	0.647
ENSG00000224063	CALCRL-AS1	chr2	+	187003220	187556288	0.128	0.946	
ENSG00000288074		chr3	+	115418862	115438550	0.058	0.906	0.973
ENSG00000163012	ZSWIM2	chr2	-	186827475	186849208	-0.483	0.746	
ENSG00000065548	ZC3H15	chr2	+	186486253	186509361	-0.112	0.0424	0.215
ENSG00000259915		chr2	-	186354570	186356773	0.486	0.0901	0.338
ENSG00000287129		chr2	-	185950469	185953171	-0.989	0.17	
ENSG00000188738	FSIP2	chr2	+	185738804	185833290	0.542	0.0251	0.154
ENSG00000234432	LINC02983	chr7	-	5426277	5428927	-0.331	0.556	
ENSG00000168228	ZCCHC4	chr4	+	25312774	25370383	-0.035	0.658	0.873
ENSG00000286797		chr2	+	185425063	185505608	0.0466	0.789	0.93
ENSG00000170396	ZNF804A	chr2	+	184598529	184939492	-0.652	0.428	
ENSG00000061676	NCKAP1	chr2	-	182909115	183038858	0.0231	0.591	0.839
ENSG00000115252	PDE1A	chr2	-	182139968	182523359	0.665	0.565	
ENSG00000138434	ITPRID2	chr2	+	181891730	181930738	-0.0668	0.321	0.656
ENSG00000260742	ITPRID2-DT	chr2	-	181887851	181891663	-0.263	0.759	
ENSG00000164296	TIGD6	chr5	-	149993118	150000654	-0.217	0.0953	0.349
ENSG00000187098	MITF	chr3	+	69739456	69968336	0.0212	0.986	
ENSG00000162992	NEUROD1	chr2	-	181668295	181680827	0.685	0.732	
ENSG00000115232	ITGA4	chr2	+	181457202	181538940	0.293	0.000201	0.00372
ENSG00000236153	UBE2E3-DT	chr2	-	180979427	180980090	-0.506	0.808	
ENSG00000145907	G3BP1	chr5	+	151771045	151812911	0.115	0.00347	0.0368
ENSG00000170035	UBE2E3	chr2	+	180967248	181076585	-0.151	0.0187	0.126
ENSG00000175063	UBE2C	chr20	+	45812576	45816957	-0.476	1.23e-14	1.31e-12
ENSG00000163510	CWC22	chr2	-	179944876	180007297	0.127	0.0211	0.137
ENSG00000184903	IMMP2L	chr7	-	110662644	111562517	0.00153	0.99	0.998
ENSG00000144331	ZNF385B	chr2	-	179441982	179861612	0.845	1.59e-17	2.23e-15
ENSG00000187231	SESTD1	chr2	-	179101678	179264832	-0.0437	0.401	0.721
ENSG00000271401		chr2	+	178644717	178645179	1.34	0.125	
ENSG00000270574		chr2	+	178578790	178580906	0.18	0.269	0.604
ENSG00000271011		chr2	+	178577103	178577622	0.697	0.105	0.368
ENSG00000237298	TTN-AS1	chr2	+	178521183	178779963	0.126	0.0638	0.277
ENSG00000116095	PLEKHA3	chr2	+	178480457	178516463	0.164	0.0168	0.117
ENSG00000174130	TLR6	chr4	-	38822897	38856817	1.49	0.302	
ENSG00000204311	PJVK	chr2	+	178451346	178462102	0.267	0.421	0.736
ENSG00000079156	OSBPL6	chr2	+	178194481	178402893	0.135	0.0421	0.214
ENSG00000155636	RBM45	chr2	+	178112424	178139011	-0.166	0.151	0.45
ENSG00000197557	TTC30A	chr2	-	177612999	177618742	0.108	0.216	0.544
ENSG00000196659	TTC30B	chr2	-	177548998	177552796	0.00662	0.945	0.984
ENSG00000018510	AGPS	chr2	+	177392746	177567024	0.0327	0.515	0.797
ENSG00000122507	BBS9	chr7	+	33109557	33877180	-0.0227	0.741	0.913
ENSG00000213963		chr2	-	177271125	177392699	0.131	0.0688	0.291
ENSG00000170144	HNRNPA3	chr2	+	177212694	177223959	-0.0921	0.0535	0.249
ENSG00000229337		chr2	-	177111036	177212662	0.218	0.461	0.763
ENSG00000099910	KLHL22	chr22	-	20441519	20495844	-0.0439	0.649	0.868
ENSG00000276966	H4C5	chr6	+	26204610	26205021	-0.203	0.000413	0.00683
ENSG00000099957	P2RX6	chr22	+	21009808	21028013	0.511	0.509	
ENSG00000223379		chr9	+	61868727	61887084	-0.251	0.812	
ENSG00000246089	MCPH1-DT	chr8	-	6403551	6407142	-0.0928	0.486	0.777
ENSG00000145495	MARCHF6	chr5	+	10353695	10440388	0.0885	0.0522	0.246
ENSG00000154518	ATP5MC3	chr2	-	175176258	175181710	-0.111	0.0632	0.276
ENSG00000115966	ATF2	chr2	-	175072250	175168382	-0.119	0.0113	0.0897
ENSG00000128656	CHN1	chr2	-	174798809	175005381	-0.191	0.00656	0.0599
ENSG00000118564	FBXL5	chr4	-	15604381	15681679	-0.0174	0.767	0.922
ENSG00000226853	GPR155-DT	chr2	+	174487380	174488455	-0.289	0.551	0.817
ENSG00000163328	GPR155	chr2	-	174431571	174487094	0.121	0.786	0.929
ENSG00000237877	LINC01473	chr2	-	186032884	186486005	0.171	0.302	0.639
ENSG00000144306	SCRN3	chr2	+	174395730	174429575	-0.274	0.00745	0.0664
ENSG00000138433	CIR1	chr2	-	174348022	174395712	-0.0668	0.467	0.766
ENSG00000217236	SP9	chr2	+	174334954	174338500	-0.978	0.261	
ENSG00000271151		chr2	+	173968351	173969418	0.114	0.747	0.916
ENSG00000270460		chr2	+	173811076	173811392	0.0479	0.98	
ENSG00000238133	MAP3K20-AS1	chr2	-	173166446	173282036	-0.918	0.402	
ENSG00000091436	MAP3K20	chr2	+	173075435	173268015	-0.159	0.0105	0.0844
ENSG00000163938	GNL3	chr3	+	52681156	52694497	0.0992	0.0451	0.223
ENSG00000152256	PDK1	chr2	+	172555373	172608669	-0.127	0.165	0.471
ENSG00000250903	GMDS-DT	chr6	+	2245718	2525976	-0.0327	0.765	0.921
ENSG00000000005	TNMD	chrX	+	100584936	100599885	1.17	0.311	
ENSG00000288048		chr2	+	172234230	172237223	-2.93	0.0324	
ENSG00000115844	DLX2	chr2	-	172099438	172102900	-0.366	0.607	
ENSG00000169777	TAS2R1	chr5	-	9627347	9712378	1.68	0.205	
ENSG00000109536	FRG1	chr4	+	189940870	189963202	-0.129	0.0852	0.328
ENSG00000172878	METAP1D	chr2	+	171999943	172082430	0.215	0.132	0.418
ENSG00000077380	DYNC1I2	chr2	+	171687409	171750158	-0.127	0.0156	0.112
ENSG00000071967	CYBRD1	chr2	+	171522247	171558129	-0.0466	0.699	0.894
ENSG00000115806	GORASP2	chr2	+	170928464	170967130	-0.06	0.276	0.612
ENSG00000286115		chr2	-	170890393	170914873	0.106	0.855	
ENSG00000286611		chr2	-	170820066	170821295	0.111	0.945	
ENSG00000204334	ERICH2	chr2	+	170766878	170798977	0.0775	0.702	0.895
ENSG00000204335	SP5	chr2	+	170715337	170718078	1.2	0.0429	
ENSG00000234350	ERICH2-DT	chr2	-	170700368	170813670	0.149	0.628	0.858
ENSG00000146457	WTAP	chr6	+	159725585	159756319	-0.109	0.0331	0.184
ENSG00000071909	MYO3B	chr2	+	170178145	170655171	0.264	9.15e-05	0.00186
ENSG00000144357	UBR3	chr2	+	169827454	170084131	0.0223	0.706	0.897
ENSG00000138385	SSB	chr2	+	169791933	169812064	-0.0896	0.0764	0.31
ENSG00000213160	KLHL23	chr2	+	169694488	169776989	-0.0412	0.484	0.775
ENSG00000154479	CFAP210	chr2	-	169645425	169694405	0.235	0.387	0.709
ENSG00000138398	PPIG	chr2	+	169584342	169641406	0.061	0.319	0.654
ENSG00000138399	FASTKD1	chr2	-	169528508	169573875	-0.0124	0.826	0.943
ENSG00000163093	BBS5	chr2	+	169479480	169506655	0.142	0.431	0.742
ENSG00000081479	LRP2	chr2	-	169127109	169362534	0.598	2.03e-30	6.33e-28
ENSG00000073734	ABCB11	chr2	-	168915498	169031324	0.162	0.872	
ENSG00000152253	SPC25	chr2	-	168834132	168913371	-0.13	0.0424	0.215
ENSG00000227617	CERS6-AS1	chr2	-	168771951	168786961	0.481	0.654	
ENSG00000172292	CERS6	chr2	+	168456249	168775134	0.0771	0.137	0.427
ENSG00000198648	STK39	chr2	-	167954020	168247595	0.00946	0.882	0.964
ENSG00000235335	B3GALT1-AS1	chr2	-	167814757	167941180	-0.533	0.795	
ENSG00000176728	TTTY14	chrY	-	18772706	19077416	0.06	0.497	0.786
ENSG00000136546	SCN7A	chr2	-	166403573	166611482	-0.241	0.231	0.562
ENSG00000169432	SCN9A	chr2	-	166195185	166376001	-0.00483	0.98	0.994
ENSG00000144285	SCN1A	chr2	-	165984641	166149214	-0.714	0.0484	0.234
ENSG00000123607	TTC21B	chr2	-	165857475	165953851	-0.0377	0.55	0.817
ENSG00000178662	CSRNP3	chr2	+	165469647	165689407	-0.129	0.0209	0.136
ENSG00000136531	SCN2A	chr2	+	165194993	165392310	-0.496	0.166	0.473
ENSG00000153253	SCN3A	chr2	-	165087526	165204050	-0.822	0.0762	0.309
ENSG00000027697	IFNGR1	chr6	-	137197483	137219449	-0.158	0.0255	0.156
ENSG00000235786	ZNRF3-IT1	chr22	+	28992721	29018620	0.361	0.44	0.748
ENSG00000115290	GRB14	chr2	-	164492417	164621482	-0.00426	0.978	0.994
ENSG00000237844		chr2	-	163743913	164352223	0.102	0.964	
ENSG00000239268	LINC03051	chr3	-	117672154	117997592	-0.27	0.169	0.479
ENSG00000115271	GCA	chr2	+	162318840	162371595	-0.0414	0.601	0.843
ENSG00000289975		chr6	-	33247976	33249215	-0.0311	0.958	
ENSG00000287434		chr5	+	60699729	60702010	-0.763	0.578	
ENSG00000144290	SLC4A10	chr2	+	161424332	161985282	0.348	0.305	0.642
ENSG00000136535	TBR1	chr2	+	161416297	161425870	2.53	0.177	
ENSG00000229525	DNPEP-AS1	chr2	+	219388496	219403633	0.172	0.839	
ENSG00000102119	EMD	chrX	+	154379273	154381574	-0.337	6.46e-06	0.000176
ENSG00000179869	ABCA13	chr7	+	48171458	48647497	0.931	0.531	
ENSG00000153246	PLA2R1	chr2	-	159932006	160062615	0.0826	0.711	0.899
ENSG00000054219	LY75	chr2	-	159803355	159904756	0.948	0.00108	0.0149
ENSG00000241399	CD302	chr2	-	159768628	159798255	0.421	0.156	0.457
ENSG00000226266		chr2	-	159670708	159712444	0.179	0.517	0.797
ENSG00000026652	AGPAT4	chr6	-	161129967	161274061	0.0223	0.668	0.879
ENSG00000224152	BAZ2B-AS1	chr2	+	159615292	159618637	-0.201	0.104	0.367
ENSG00000123636	BAZ2B	chr2	-	159318979	159616569	-0.0309	0.549	0.816
ENSG00000196151	WDSUB1	chr2	-	159235798	159286703	-0.0561	0.7	0.894
ENSG00000115183	TANC1	chr2	+	158968640	159232659	0.396	7.41e-10	4.19e-08
ENSG00000168310	IRF2	chr4	-	184385702	184474558	-0.211	0.0205	0.134
ENSG00000234456	MAGI2-AS3	chr7	+	79452877	79471208	-0.18	0.0577	0.261
ENSG00000234584		chr2	-	157725708	157736005	-0.204	0.84	
ENSG00000272335		chr5	+	44826076	44828592	0.116	0.392	0.713
ENSG00000115165	CYTIP	chr2	-	157414619	157488961	0.107	0.909	
ENSG00000136541	ERMN	chr2	-	157318631	157327713	-3.04	2.01e-06	6.25e-05
ENSG00000090989	EXOC1	chr4	+	55853648	55905086	-0.0653	0.321	0.655
ENSG00000172752	COL6A5	chr3	+	130345516	130484846	0.627	0.76	
ENSG00000115159	GPD2	chr2	+	156435290	156613735	0.0549	0.29	0.627
ENSG00000162989	KCNJ3	chr2	+	154697855	154858354	-1.24	0.324	
ENSG00000107105	ELAVL2	chr9	-	23690104	23826337	0.382	3.89e-08	1.68e-06
ENSG00000144278	GALNT13	chr2	+	153871922	154453979	0.36	0.00191	0.0231
ENSG00000177519	RPRM	chr2	-	153477338	153478762	0.136	0.812	
ENSG00000177917	ARL6IP6	chr2	+	152717647	152762396	0.138	0.0158	0.113
ENSG00000196504	PRPF40A	chr2	-	152651593	152718012	0.00694	0.889	0.967
ENSG00000286207		chr2	-	152635268	152641275	-0.106	0.924	
ENSG00000148296	SURF6	chr9	-	133328776	133336188	-0.0787	0.322	0.656
ENSG00000157827	FMNL2	chr2	+	152335174	152649826	0.144	0.0068	0.0615
ENSG00000247679		chr5	+	177611240	177619754	0.0168	0.965	0.989
ENSG00000286234		chr2	+	152176020	152225211	-0.349	0.81	
ENSG00000115145	STAM2	chr2	-	152116801	152175763	-0.0221	0.787	0.929
ENSG00000182389	CACNB4	chr2	-	151832771	152099167	0.00288	0.978	0.994
ENSG00000162980	ARL5A	chr2	-	151788984	151828492	0.0283	0.626	0.856
ENSG00000080345	RIF1	chr2	+	151409883	151508013	0.152	0.000338	0.0058
ENSG00000184898	RBM43	chr2	-	151247940	151261863	0.0282	0.86	0.955
ENSG00000115963	RND3	chr2	-	150468195	150539011	1.52	3.4e-21	6.4e-19
ENSG00000168288	MMADHC	chr2	-	149569637	149587778	-0.0949	0.107	0.371
ENSG00000187123	LYPD6	chr2	+	149329985	149474138	-0.236	0.134	0.422
ENSG00000023892	DEF6	chr6	+	35297818	35321771	0.112	0.87	
ENSG00000168280	KIF5C	chr2	+	148875227	149026759	0.125	0.0139	0.103
ENSG00000253948	VPS13B-DT	chr8	-	98957568	99013743	-0.0022	0.995	0.999
ENSG00000254094		chr4	+	1356581	1358075	0.264	0.741	
ENSG00000135999	EPC2	chr2	+	148644440	148787569	0.0201	0.722	0.904
ENSG00000137563	GGH	chr8	-	63014881	63039407	0.0492	0.431	0.742
ENSG00000179542	SLITRK4	chrX	-	143622790	143636101	0.375	5.6e-09	2.75e-07
ENSG00000169554	ZEB2	chr2	-	144364364	144521057	0.328	4.36e-12	3.53e-10
ENSG00000121964	GTDC1	chr2	-	143938068	144332568	0.0794	0.299	0.636
ENSG00000283994		chr2	+	143601517	143608759	2.83	0.00422	
ENSG00000075884	ARHGAP15	chr2	+	143091362	143768352	0.567	1.55e-05	0.000384
ENSG00000168702	LRP1B	chr2	-	140231423	142131016	0.504	0.551	
ENSG00000261455	LINC01003	chr7	+	152463786	152465549	-0.711	0.0582	0.262
ENSG00000237772	LINC02631	chr2	+	138601599	138617469	0.012	0.995	
ENSG00000144228	SPOPL	chr2	+	138501770	138573547	0.0567	0.432	0.742
ENSG00000228043	SPOPL-DT	chr2	-	138418284	138501698	0.691	0.172	0.482
ENSG00000150540	HNMT	chr2	+	137964020	138016364	0.0267	0.943	0.984
ENSG00000121966	CXCR4	chr2	-	136114349	136119177	0.734	8.9e-14	8.73e-12
ENSG00000231890	DARS1-AS1	chr2	+	135985124	136022593	-0.0506	0.927	
ENSG00000115866	DARS1	chr2	-	135905881	135986100	-0.056	0.26	0.594
ENSG00000115850	LCT	chr2	-	135787850	135837184	-0.774	0.584	
ENSG00000144224	UBXN4	chr2	+	135741734	135785056	-0.0277	0.609	0.847
ENSG00000121988	ZRANB3	chr2	-	135136916	135531218	0.0259	0.647	0.867
ENSG00000224043	CCNT2-AS1	chr2	-	134735464	134918712	-0.115	0.428	0.74
ENSG00000170819	BFSP2	chr3	+	133400056	133475222	1.98	0.342	
ENSG00000152128	TMEM163	chr2	-	134455759	134719000	0.0836	0.619	0.852
ENSG00000006757	PNPLA4	chrX	-	7898247	7927739	0.0148	0.873	0.96
ENSG00000289534		chr2	+	134201818	134202890	0.113	0.808	0.936
ENSG00000226953	NCKAP5-AS2	chr2	+	133264968	133285445	-1.51	0.271	
ENSG00000176771	NCKAP5	chr2	-	132671788	133568463	-0.498	0.0542	0.251
ENSG00000150551	LYPD1	chr2	-	132643286	132671579	0.764	4.46e-05	0.000984
ENSG00000290902		chr2	+	132304806	132326855	-0.292	0.603	
ENSG00000090534	THPO	chr3	-	184371935	184381968	0.556	0.0503	0.24
ENSG00000163046	ANKRD30BL	chr2	-	132147591	132257969	0.181	0.635	0.862
ENSG00000144426	NBEAL1	chr2	+	203014608	203226378	0.205	0.000949	0.0134
ENSG00000287151	C2orf27A	chr2	+	131647990	131767404	-0.0161	0.9	0.972
ENSG00000163040	CCDC74A	chr2	+	131527675	131533666	-0.0924	0.528	0.803
ENSG00000106538	RARRES2	chr7	-	150338317	150341662	0.168	0.451	0.757
ENSG00000273073		chr2	-	131461821	131463615	-0.611	0.57	
ENSG00000115762	PLEKHB2	chr2	+	131104847	131353709	-0.11	0.0414	0.212
ENSG00000284479	SMIM39	chr2	+	131034928	131047253	0.186	0.674	0.882
ENSG00000233221	ARHGEF4-AS1	chr2	-	130830978	130836994	-0.487	0.499	
ENSG00000160949	TONSL	chr8	-	144428775	144444440	0.159	0.0429	0.216
ENSG00000197461	PDGFA	chr7	-	497258	520296	0.275	0.00465	0.0462
ENSG00000196834	POTEI	chr2	-	130459455	130509707	0.504	0.361	0.69
ENSG00000290596		chr2	-	130416755	130428176	-0.0515	0.525	0.802
ENSG00000166448	TMEM130	chr7	-	98846488	98870771	0.408	0.00961	0.0796
ENSG00000072135	PTPN18	chr2	+	130356045	130375405	-0.0801	0.425	0.738
ENSG00000136718	IMP4	chr2	+	130342877	130347967	0.0343	0.614	0.851
ENSG00000152082	MZT2B	chr2	+	130181737	130190729	-0.0512	0.554	0.819
ENSG00000136699	SMPD4	chr2	-	130151392	130182750	-0.0704	0.165	0.471
ENSG00000130226	DPP6	chr7	+	153748133	154894285	0.0849	0.599	0.843
ENSG00000152076	CCDC74B	chr2	-	130139287	130145134	-0.195	0.306	0.643
ENSG00000228395		chr9	-	128528657	128552414	0.186	0.69	0.89
