gene_ID	hgnc_symbol	chr	strand	start	end	PITX1_PTC_log2FoldChange	PITX1_PTC_pvalue	PITX1_PTC_padj
ENSG00000010818	HIVEP2	chr6	-	142751469	142956698	-0.144	0.223	1
ENSG00000112414	ADGRG6	chr6	+	142301854	142446266	-0.163	0.0656	1
ENSG00000234147		chr6	-	140575812	140898448	16.4	8.36e-08	
ENSG00000156298	TSPAN7	chrX	+	38561542	38688920	0.123	0.715	1
ENSG00000236013	LINC02941	chr6	+	139976352	140093724	-1.32	0.402	1
ENSG00000287820		chr6	-	139938864	139991094	-1.35	0.494	1
ENSG00000225148		chr6	-	139856104	139877391	-3.02	0.346	1
ENSG00000164442	CITED2	chr6	-	139371807	139374648	-0.0257	0.71	1
ENSG00000226571		chr6	+	139271362	139667284	-1.55	0.274	1
ENSG00000203734	ECT2L	chr6	+	138795911	138904070	-0.27	0.801	1
ENSG00000024862	CCDC28A	chr6	+	138773769	138793319	-0.0353	0.768	1
ENSG00000225177	NHSL1-AS1	chr6	+	138692548	138697288	-0.118	0.717	1
ENSG00000051620	HEBP2	chr6	+	138403531	138422197	-0.062	0.424	1
ENSG00000226004	SIMALR	chr6	-	137943079	137957657	-1.05	0.545	1
ENSG00000118503	TNFAIP3	chr6	+	137867214	137883314	-0.176	0.0157	0.65
ENSG00000175895	PLEKHF2	chr8	+	95115642	95156698	0.123	0.305	1
ENSG00000234956	LINC02539	chr6	-	137730170	137792835	-0.678	0.386	1
ENSG00000182747	SLC35D3	chr6	+	136922301	136925660	0.936	0.473	1
ENSG00000135525	MAP7	chr6	-	136342281	136550819	-0.151	0.0117	0.562
ENSG00000146410	MTFR2	chr6	-	136231024	136250335	-0.174	0.366	1
ENSG00000246145	RRS1-DT	chr8	-	66419589	66428977	0.595	0.00992	0.522
ENSG00000135541	AHI1	chr6	-	135283407	135498434	0.042	0.73	1
ENSG00000112339	HBS1L	chr6	-	134960378	135103056	-0.0829	0.25	1
ENSG00000118514	ALDH8A1	chr6	-	134917393	134950115	0.516	0.355	1
ENSG00000287974		chr6	+	134345688	134349337	-2.69	0.388	
ENSG00000236700	LINC01010	chr6	+	134343307	134504581	-2.49	0.393	1
ENSG00000286887		chr6	+	134296301	134304297	-0.339	0.473	1
ENSG00000028839	TBPL1	chr6	+	133952170	133990432	-0.052	0.492	1
ENSG00000227954	TARID	chr6	-	133502252	133892802	1.67	0.568	1
ENSG00000007952	NOX1	chrX	-	100843324	100874359	0.616	0.658	1
ENSG00000182307	C8orf33	chr8	+	145052465	145066685	-0.0567	0.725	1
ENSG00000112319	EYA4	chr6	+	133240514	133532128	-0.143	0.675	1
ENSG00000231023	LINC00326	chr6	+	132954257	133107410	-0.159	0.857	1
ENSG00000146409	SLC18B1	chr6	-	132769370	132813339	-0.14	0.24	1
ENSG00000112303	VNN2	chr6	-	132743870	132763459	-0.235	0.672	1
ENSG00000122729	ACO1	chr9	+	32384603	32454769	-0.0955	0.281	1
ENSG00000079950	STX7	chr6	-	132445867	132513198	0.0534	0.574	1
ENSG00000228495	LINC01013	chr6	+	131901848	132169992	-2.11	0.25	1
ENSG00000197594	ENPP1	chr6	+	131808016	131895155	-0.0146	0.923	1
ENSG00000112282	MED23	chr6	-	131573966	131628242	-0.0561	0.5	1
ENSG00000118507	AKAP7	chr6	+	131135467	131283535	0.284	0.542	1
ENSG00000158516	CPA2	chr7	+	130266863	130289798	1.09	0.579	1
ENSG00000164484	TMEM200A	chr6	+	130366017	130443067	-0.209	0.464	1
ENSG00000146376	ARHGAP18	chr6	-	129576132	129710177	-0.154	0.0165	0.668
ENSG00000130826	DKC1	chrX	+	154762742	154777689	-0.0552	0.439	1
ENSG00000226149		chr6	-	129439485	129576047	-0.0995	0.614	1
ENSG00000289190		chr6	+	128520728	128521180	-0.47	0.829	1
ENSG00000172673	THEMIS	chr6	-	127708072	127918631	0.531	0.725	1
ENSG00000189367	KIAA0408	chr6	-	127438406	127459389	1.85	0.41	1
ENSG00000203760	CENPW	chr6	+	126340115	126348875	-0.0183	0.919	1
ENSG00000232131	NCOA7-AS1	chr6	-	125797856	125818858	0.617	0.846	1
ENSG00000111912	NCOA7	chr6	+	125781161	125932034	-0.105	0.319	1
ENSG00000135547	HEY2	chr6	+	125747664	125761269	-0.93	0.353	1
ENSG00000111906	HDDC2	chr6	-	125219962	125302078	0.155	0.253	1
ENSG00000111907	TPD52L1	chr6	+	125119049	125264407	0.0296	0.771	1
ENSG00000146373	RNF217	chr6	+	124962437	125092633	0.179	0.0295	0.866
ENSG00000188580	NKAIN2	chr6	+	123803865	124825640	17.9	3.01e-14	1.28e-11
ENSG00000106299	WASL	chr7	-	123681943	123749003	-0.129	0.0344	0.925
ENSG00000172594	SMPDL3A	chr6	+	122789049	122809720	-0.122	0.346	1
ENSG00000164434	FABP7	chr6	+	122779716	122784074	0.412	0.0242	0.807
ENSG00000287100		chr6	+	119349886	119689173	-0.272	0.794	1
ENSG00000111879	FAM184A	chr6	-	118959763	119149387	-0.157	0.214	1
ENSG00000253194		chr6	+	118934770	119182745	-0.648	0.412	1
ENSG00000111877	MCM9	chr6	-	118813442	118935162	-0.145	0.294	1
ENSG00000111860	CEP85L	chr6	-	118460772	118710075	-0.0892	0.579	1
ENSG00000153989	NUS1	chr6	+	117675469	117710727	-0.151	0.0131	0.594
ENSG00000164465	DCBLD1	chr6	+	117453817	117569858	0.138	0.212	1
ENSG00000111834	RSPH4A	chr6	+	116616479	116632985	-0.565	0.722	1
ENSG00000189241	TSPYL1	chr6	-	116267760	116279930	0.0175	0.828	1
ENSG00000178425	NT5DC1	chr6	+	116100851	116249497	0.148	0.231	1
ENSG00000289376		chr6	-	115901795	116100713	-0.302	0.92	1
ENSG00000196591	HDAC2	chr6	-	113933028	114011308	-0.0186	0.779	1
ENSG00000277443	MARCKS	chr6	+	113857345	113863475	-0.123	0.233	1
ENSG00000230943	LINC02541	chr6	-	113616927	113650090	0.145	0.891	1
ENSG00000223811		chr6	-	113357003	113367944	-2.71	0.262	1
ENSG00000223969		chr7	-	90590619	90597398	0.422	0.75	1
ENSG00000251258	RFPL4B	chr6	+	112347330	112351294	0.491	0.813	1
ENSG00000074935	TUBE1	chr6	-	112070663	112087529	0.068	0.674	1
ENSG00000227012	LINC02527	chr6	-	111900305	111909420	-0.221	0.89	1
ENSG00000010810	FYN	chr6	-	111660332	111873452	-0.0629	0.493	1
ENSG00000231889	TRAF3IP2-AS1	chr6	+	111483459	111598783	0.0123	0.967	1
ENSG00000254180		chr8	-	90198389	90620077	-0.518	0.361	1
ENSG00000272356		chr6	+	111309203	111313517	0.327	0.017	0.673
ENSG00000112394	SLC16A10	chr6	+	111087503	111231194	0.226	0.153	1
ENSG00000197498	RPF2	chr6	+	110982015	111028263	-0.0743	0.422	1
ENSG00000155115	GTF3C6	chr6	+	110958706	110967890	0.039	0.707	1
ENSG00000123505	AMD1	chr6	+	110874770	110898879	-0.092	0.116	1
ENSG00000155111	CDK19	chr6	-	110609978	110815958	-0.12	0.118	1
ENSG00000175283	DOLK	chr9	-	128945530	128947603	-0.00573	0.973	1
ENSG00000289847		chr6	-	110530684	110566607	-2.82	0.136	1
ENSG00000112290	WASF1	chr6	-	110099819	110180004	-0.176	0.409	1
ENSG00000286691		chr6	-	110020011	110040241	-0.169	0.96	
ENSG00000112367	FIG4	chr6	+	109690609	109878098	0.105	0.48	1
ENSG00000155085	AK9	chr6	-	109492855	109691217	-0.0775	0.737	1
ENSG00000112365	ZBTB24	chr6	-	109460632	109483239	-0.038	0.74	1
ENSG00000135587	SMPD2	chr6	+	109440724	109443919	-0.0555	0.638	1
ENSG00000185250	PPIL6	chr6	-	109390215	109441171	-0.0442	0.949	1
ENSG00000260273		chr6	+	109382795	109383667	-0.0355	0.962	1
ENSG00000135535	CD164	chr6	-	109366514	109382467	0.00031	0.996	1
ENSG00000118690	ARMC2	chr6	+	108848416	108974476	0.66	0.305	1
ENSG00000112335	SNX3	chr6	-	108211222	108261246	-0.151	0.0687	1
ENSG00000025796	SEC63	chr6	-	107867756	107958208	-0.135	0.0351	0.929
ENSG00000146285	SCML4	chr6	-	107702154	107824317	-0.217	0.52	1
ENSG00000176595	KBTBD11	chr8	+	1973677	2006936	0.18	0.465	1
ENSG00000289433		chr6	+	107595351	107597651	0.592	0.759	1
ENSG00000272398	CD24	chr6	-	106969831	106975627	-0.178	0.00202	0.165
ENSG00000130348	QRSL1	chr6	+	106629578	106668417	-0.0129	0.933	1
ENSG00000112297	CRYBG1	chr6	+	106360717	106572017	-0.229	0.00225	0.179
ENSG00000284999		chr6	-	105679378	105893041	1.07	0.753	
ENSG00000085377	PREP	chr6	-	105273218	105454062	-0.0541	0.472	1
ENSG00000029639	TFB1M	chr6	-	155256134	155314493	0.0396	0.855	1
ENSG00000203809	LIN28B-AS1	chr6	-	104864464	104941447	0.117	0.859	1
ENSG00000112249	ASCC3	chr6	-	100508194	100881372	0.0712	0.373	1
ENSG00000112238	PRDM13	chr6	+	99606774	99615578	0.632	0.753	1
ENSG00000279170	TSTD3	chr6	+	99520976	99589899	0.43	0.0729	1
ENSG00000132424	PNISR	chr6	-	99397629	99425331	-0.0726	0.319	1
ENSG00000132423	COQ3	chr6	-	99369401	99394195	-0.011	0.972	1
ENSG00000185960	SHOX	chrX	+	624344	659411	0.209	0.59	1
ENSG00000112234	FBXL4	chr6	-	98868535	98948006	0.352	0.0345	0.926
ENSG00000146263	MMS22L	chr6	-	97142161	97283217	0.143	0.322	1
ENSG00000123545	NDUFAF4	chr6	-	96889315	96897891	-0.258	0.0598	1
ENSG00000014123	UFL1	chr6	+	96521595	96555276	-0.0055	0.957	1
ENSG00000287578		chr6	-	95917143	96015391	-0.239	0.921	1
ENSG00000135604	STX11	chr6	+	144150487	144191939	-0.0344	0.879	1
ENSG00000261366	MANEA-DT	chr6	-	95575183	95577450	0.437	0.534	1
ENSG00000112182	BACH2	chr6	-	89926528	90296843	-0.459	0.391	1
ENSG00000083099	LYRM2	chr6	-	89568144	89638749	-0.147	0.212	1
ENSG00000135299	ANKRD6	chr6	+	89433152	89633834	0.0426	0.877	1
ENSG00000025039	RRAGD	chr6	-	89364616	89412273	0.238	0.57	1
ENSG00000198833	UBE2J1	chr6	-	89326625	89352722	-0.206	0.00755	0.443
ENSG00000111886	GABRR2	chr6	-	89254464	89315299	-0.232	0.221	1
ENSG00000154548	SRSF12	chr6	-	89095959	89118071	-0.198	0.688	1
ENSG00000146278	PNRC1	chr6	+	89080751	89085160	-0.0979	0.276	1
ENSG00000288722	F8A1	chrX	+	154886355	154888061	0.0162	0.941	1
ENSG00000289931		chr6	+	88963824	88964471	0.168	0.957	1
ENSG00000111880	RNGTT	chr6	-	88609897	88963618	-0.0462	0.671	1
ENSG00000148334	PTGES2	chr9	-	128120693	128128462	0.0959	0.422	1
ENSG00000135334	AKIRIN2	chr6	-	87674860	87702233	-0.259	0.000303	0.0313
ENSG00000203872	C6orf163	chr6	+	87344813	87365463	0.484	0.25	1
ENSG00000164411	GJB7	chr6	-	87282980	87329278	1.48	0.321	1
ENSG00000135346	CGA	chr6	-	87085498	87095106	-0.149	0.103	1
ENSG00000288021		chr6	+	85949690	85998263	-0.873	0.518	1
ENSG00000135316	SYNCRIP	chr6	-	85607779	85644063	0.00707	0.908	1
ENSG00000135318	NT5E	chr6	+	85449584	85495791	-0.49	0.341	1
ENSG00000135315	CEP162	chr6	-	84124241	84227643	0.124	0.545	1
ENSG00000135324	MRAP2	chr6	+	84033772	84090881	0.239	0.369	1
ENSG00000230852	LINC02857	chr6	+	84019204	84026100	-1.25	0.28	1
ENSG00000065615	CYB5R4	chr6	+	83859656	83967423	0.174	0.201	1
ENSG00000228113		chr7	+	88219359	88304367	-3.14	0.131	1
ENSG00000146250	PRSS35	chr6	+	83512534	83525704	0.0724	0.973	1
ENSG00000065833	ME1	chr6	-	83210402	83431051	-0.181	0.172	1
ENSG00000013392	RWDD2A	chr6	+	83193357	83198935	-0.0308	0.877	1
ENSG00000083097	DOP1A	chr6	+	83067666	83171350	0.257	0.0264	0.834
ENSG00000106261	ZKSCAN1	chr7	+	100015572	100041689	0.184	0.00907	0.491
ENSG00000005700	IBTK	chr6	-	82169986	82247754	0.205	0.0742	1
ENSG00000105821	DNAJC2	chr7	-	103312289	103344830	0.0337	0.651	1
ENSG00000224995	LINC01526	chr6	-	81813286	81814157	-0.812	0.719	1
ENSG00000112773	TENT5A	chr6	-	81491439	81752774	-0.106	0.135	1
ENSG00000106617	PRKAG2	chr7	-	151556124	151877214	-0.0977	0.168	1
ENSG00000146733	PSPH	chr7	-	56011051	56051604	-0.131	0.375	1
ENSG00000260645		chr6	+	80466958	80469080	0.794	0.155	1
ENSG00000233967		chr6	+	80441295	80466674	0.209	0.51	1
ENSG00000083123	BCKDHB	chr6	+	80106647	80346270	0.0162	0.923	1
ENSG00000287811		chr6	+	79537185	79539976	0.179	0.682	1
ENSG00000135338	LCA5	chr6	-	79484991	79537458	-0.179	0.277	1
ENSG00000104361	NIPAL2	chr8	-	98189826	98294393	-0.288	0.411	1
ENSG00000231533		chr6	+	79420172	79529276	-1.07	0.123	1
ENSG00000146247	PHIP	chr6	-	78934419	79078287	0.0149	0.825	1
ENSG00000229495		chr6	-	78809715	78813303	1.39	0.673	
ENSG00000271945		chr6	+	76774966	77097788	0.14	0.786	1
ENSG00000112706	IMPG1	chr6	-	75921114	76072678	-0.694	0.82	
ENSG00000196586	MYO6	chr6	+	75749201	75919537	-0.0452	0.431	1
ENSG00000112701	SENP6	chr6	+	75601509	75718281	-0.0132	0.842	1
ENSG00000118407	FILIP1	chr6	-	75291859	75493800	0.101	0.852	1
ENSG00000225793	TMEM30A-DT	chr6	+	75284992	75317525	-0.133	0.691	1
ENSG00000112695	COX7A2	chr6	-	75237675	75250323	-0.151	0.0819	1
ENSG00000119899	SLC17A5	chr6	-	73593379	73653992	-0.157	0.263	1
ENSG00000156508	EEF1A1	chr6	-	73489308	73525587	-0.0237	0.696	1
ENSG00000229852	KHDC1-AS1	chr6	+	73263212	73301789	0.378	0.364	1
ENSG00000056998	GYG2	chrX	+	2828822	2882818	0.0911	0.529	1
ENSG00000256980	KHDC1L	chr6	-	73223544	73225770	0.609	0.826	
ENSG00000185760	KCNQ5	chr6	+	72621792	73198853	0.181	0.437	1
ENSG00000285844	KCNQ5-DT	chr6	-	72614386	72622073	0.592	0.868	1
ENSG00000287300		chr6	-	70345919	70351802	0.636	0.766	1
ENSG00000112280	COL9A1	chr6	-	70216040	70303084	0.341	0.784	1
ENSG00000082293	COL19A1	chr6	+	69866556	70212468	0.172	0.59	1
ENSG00000168216	LMBRD1	chr6	-	69672757	69867236	0.0297	0.757	1
ENSG00000135298	ADGRB3	chr6	+	68635282	69390571	-1.76	0.549	1
ENSG00000273820	USP27X	chrX	+	49879484	49882558	0.0608	0.607	1
ENSG00000214558	ZC3H11C	chr6	+	65301476	65306574	-0.384	0.15	1
ENSG00000236345	SCAT8	chr6	+	63805797	63822699	0.379	0.658	1
ENSG00000285976		chr6	+	63572472	63583587	-0.173	0.849	1
ENSG00000266680		chr6	-	63571005	63572408	-0.166	0.691	1
ENSG00000112245	PTP4A1	chr6	+	63521746	63583588	-0.114	0.0935	1
ENSG00000198225	FKBP1C	chr6	+	63211446	63213024	0.0841	0.916	1
ENSG00000146143	PRIM2	chr6	+	57314805	57646850	-0.00341	0.971	1
ENSG00000112208	BAG2	chr6	+	57172326	57189833	-0.0572	0.762	1
ENSG00000112200	ZNF451	chr6	+	57086844	57170305	0.0956	0.315	1
ENSG00000168116	KIAA1586	chr6	+	57046532	57055239	0.225	0.121	1
ENSG00000151917	BEND6	chr6	+	56955107	57027346	-0.371	0.0908	1
ENSG00000124743	KLHL31	chr6	-	53647916	53665756	-0.347	0.187	1
ENSG00000249379	GCLC-AS1	chr6	+	53503109	53507660	0.395	0.68	1
ENSG00000001084	GCLC	chr6	-	53497341	53616970	-0.058	0.429	1
ENSG00000012660	ELOVL5	chr6	-	53267398	53349179	0.118	0.25	1
ENSG00000170899	GSTA4	chr6	-	52977948	52995304	0.173	0.166	1
ENSG00000291036		chr6	-	52939726	52973149	0.244	0.555	1
ENSG00000244067	GSTA2	chr6	-	52750087	52763475	0.788	0.612	1
ENSG00000096092	TMEM14A	chr6	+	52671113	52686588	-0.236	0.406	1
ENSG00000225791	TRAM2-AS1	chr6	+	52576787	52643058	0.39	0.384	1
ENSG00000289276		chr6	+	52364084	52365145	0.487	0.339	1
ENSG00000096093	EFHC1	chr6	+	52362123	52529886	0.258	0.213	1
ENSG00000290685		chr9	-	93318199	93346414	-0.834	0.226	1
ENSG00000104518	GSDMD	chr8	+	143553207	143563062	0.0923	0.603	1
ENSG00000170927	PKHD1	chr6	-	51615299	52087613	-0.718	0.417	1
ENSG00000008196	TFAP2B	chr6	+	50818723	50847619	-0.668	0.286	1
ENSG00000119397	CNTRL	chr9	+	121074660	121177729	0.386	0.0954	1
ENSG00000096006	CRISP3	chr6	-	49727376	49744437	-1.1	0.569	1
ENSG00000146085	MMUT	chr6	-	49430360	49463253	0.0641	0.625	1
ENSG00000153294	ADGRF4	chr6	+	47685864	47722021	0.209	0.44	1
ENSG00000270761	CD2AP-DT	chr6	-	47477208	47478160	-0.0415	0.962	1
ENSG00000146072	TNFRSF21	chr6	-	47231532	47309905	0.0117	0.858	1
ENSG00000153292	ADGRF1	chr6	-	46997708	47042350	-0.21	0.573	1
ENSG00000069122	ADGRF5	chr6	-	46852522	46954943	-0.685	0.275	1
ENSG00000128513	POT1	chr7	-	124822386	124929983	0.113	0.453	1
ENSG00000164674	SYTL3	chr6	+	158650014	158764876	-0.248	0.498	1
ENSG00000146070	PLA2G7	chr6	-	46704201	46735693	0.852	0.519	1
ENSG00000180113	TDRD6	chr6	+	46687875	46704319	0.726	0.737	1
ENSG00000153291	SLC25A27	chr6	+	46652915	46678190	0.601	0.458	1
ENSG00000271830		chr8	-	103481266	103481619	1.03	0.799	
ENSG00000146233	CYP39A1	chr6	-	46549580	46652830	-0.844	0.447	1
ENSG00000172348	RCAN2	chr6	-	46220736	46491972	-2	0.0354	0.934
ENSG00000001561	ENPP4	chr6	+	46129989	46146688	-0.259	0.248	1
ENSG00000231769		chr6	-	46096004	46129857	-1.56	0.549	1
ENSG00000112782	CLIC5	chr6	-	45880827	46080348	0.24	0.467	1
ENSG00000196284	SUPT3H	chr6	-	44809317	45377953	0.19	0.435	1
ENSG00000146221	TCTE1	chr6	-	44278734	44297698	-0.154	0.918	1
ENSG00000157593	SLC35B2	chr6	-	44254096	44257890	-0.0559	0.592	1
ENSG00000262179	MYMX	chr6	+	44216926	44218234	1.21	0.614	1
ENSG00000137216	TMEM63B	chr6	+	44126914	44155519	-0.051	0.565	1
ENSG00000287562		chr6	-	44090787	44095585	-0.15	0.535	1
ENSG00000290319		chr7	+	129780410	129783855	1.37	0.676	1
ENSG00000181577	LINC03040	chr6	+	44000580	44007612	-1.18	0.77	
ENSG00000289609		chr6	+	43990798	43999561	0.367	0.431	1
ENSG00000237686	SCIRT	chr6	-	43931572	44074655	1.08	0.287	1
ENSG00000272114		chr6	-	43770429	43770616	-0.185	0.882	1
ENSG00000198963	RORB	chr9	+	74497335	74693177	0.182	0.674	1
ENSG00000172426	RSPH9	chr6	+	43645036	43672600	0.98	0.489	1
ENSG00000124688	MAD2L1BP	chr6	+	43629540	43640941	-0.0553	0.744	1
ENSG00000172432	GTPBP2	chr6	-	43605316	43629264	-0.00583	0.953	1
ENSG00000124571	XPO5	chr6	-	43522334	43576038	-0.048	0.491	1
ENSG00000171453	POLR1C	chr6	+	43509702	43562419	-0.154	0.151	1
ENSG00000171462	DLK2	chr6	-	43450352	43456632	-0.27	0.784	1
ENSG00000124574	ABCC10	chr6	+	43427366	43450427	-0.0238	0.838	1
ENSG00000156735	BAG4	chr8	+	38176533	38213301	0.216	0.0651	1
ENSG00000287055		chr6	+	43370026	43425283	3.22	0.132	1
ENSG00000171467	ZNF318	chr6	-	43307134	43369647	0.159	0.184	1
ENSG00000146216	TTBK1	chr6	+	43243481	43288258	-0.4	0.841	1
ENSG00000112659	CUL9	chr6	+	43182184	43224587	0.258	0.138	1
ENSG00000112651	MRPL2	chr6	-	43054029	43059438	0.0412	0.776	1
ENSG00000137171	KLC4	chr6	+	43040777	43075095	0.044	0.812	1
ENSG00000044090	CUL7	chr6	-	43037617	43053943	0.0686	0.473	1
ENSG00000234520		chr7	-	112953282	112995696	-0.00964	0.998	1
ENSG00000272223		chr6	-	43033897	43034405	0.679	0.689	1
ENSG00000124541	RRP36	chr6	+	43021623	43034156	-0.0808	0.404	1
ENSG00000124733	MEA1	chr6	-	43011143	43016868	-0.0789	0.492	1
ENSG00000124713	GNMT	chr6	+	42960754	42963880	0.641	0.564	1
ENSG00000137161	CNPY3	chr6	+	42929480	42939294	0.1	0.351	1
ENSG00000112624	BICRAL	chr6	+	42782052	42868558	-0.0916	0.461	1
ENSG00000024048	UBR2	chr6	+	42564029	42693505	-0.0035	0.965	1
ENSG00000137221	TJAP1	chr6	+	43477523	43506556	-0.0675	0.589	1
ENSG00000124496	TRERF1	chr6	-	42224931	42452051	0.0792	0.676	1
ENSG00000048544	MRPS10	chr6	-	42206807	42217861	-0.0479	0.667	1
ENSG00000112599	GUCA1B	chr6	-	42183284	42194956	0.00968	0.981	1
ENSG00000188112	C6orf132	chr6	-	42092233	42142620	-0.0811	0.487	1
ENSG00000137413	TAF8	chr6	+	42050513	42087461	-0.039	0.744	1
ENSG00000127081	ZNF484	chr9	-	92844182	92878038	-0.0254	0.932	1
ENSG00000112576	CCND3	chr6	-	41934934	42050357	-0.00194	0.984	1
ENSG00000124641	MED20	chr6	-	41905354	41921139	0.148	0.264	1
ENSG00000096088	PGC	chr6	-	41736711	41754109	-0.0333	0.878	1
ENSG00000112561	TFEB	chr6	-	41683978	41736259	-0.039	0.683	1
ENSG00000112559	MDFI	chr6	+	41636882	41654244	-0.025	0.806	1
ENSG00000124731	TREM1	chr6	-	41267926	41286682	0.0774	0.653	1
ENSG00000290034		chr6	+	41154450	41177857	0.891	0.342	1
ENSG00000290554	ADCY10P1	chr6	+	41101034	41140835	0.229	0.552	1
ENSG00000001167	NFYA	chr6	+	41072974	41102403	-0.000377	0.996	1
ENSG00000124701	APOBEC2	chr6	+	41053202	41064891	-0.134	0.427	1
ENSG00000236256	DIAPH2-AS1	chrX	-	97431286	97642589	0.377	0.91	
ENSG00000156564	LRFN2	chr6	-	40391591	40587364	1.21	0.57	1
ENSG00000233242		chr9	-	37112548	37120446	-2.45	0.276	1
ENSG00000235033	DAAM2-AS1	chr6	-	39881804	39900071	0.375	0.508	1
ENSG00000146122	DAAM2	chr6	+	39792298	39904877	-0.548	0.00567	0.361
ENSG00000164626	KCNK5	chr6	-	39188971	39229475	0.0534	0.798	1
ENSG00000112175	BMP5	chr6	-	55753653	55875590	0.259	0.911	1
ENSG00000112167	SAYSD1	chr6	-	39104063	39115193	0.185	0.358	1
ENSG00000124767	GLO1	chr6	-	38675925	38703145	0.0385	0.606	1
ENSG00000156639	ZFAND3	chr6	+	37819727	38154624	-0.0996	0.125	1
ENSG00000112139	MDGA1	chr6	-	37630679	37699306	0.35	0.458	1
ENSG00000198937	CCDC167	chr6	-	37482938	37499893	-0.129	0.542	1
ENSG00000112130	RNF8	chr6	+	37353979	37394734	0.172	0.449	1
ENSG00000065491	TBC1D22B	chr6	+	37257772	37332970	-0.174	0.166	1
ENSG00000172738	TMEM217	chr6	-	37212180	37258155	-0.36	0.524	1
ENSG00000137193	PIM1	chr6	+	37170152	37175428	0.117	0.191	1
ENSG00000137409	MTCH1	chr6	-	36965807	36986298	-0.049	0.538	1
ENSG00000198663	C6orf89	chr6	+	36871870	36928964	0.0758	0.508	1
ENSG00000137168	PPIL1	chr6	-	36854827	36874803	-0.0769	0.567	1
ENSG00000124772	CPNE5	chr6	-	36740775	36839444	-0.379	0.404	1
ENSG00000255587	RAB44	chr6	+	36697826	36733184	-0.0453	0.979	1
ENSG00000185002	RFX6	chr6	+	116877212	116932161	0.715	0.765	
ENSG00000285244	DINOL	chr6	-	36677609	36678559	-2.77	0.19	1
ENSG00000179165	PXT1	chr6	-	36390551	36442854	3.13	0.104	1
ENSG00000165246	NLGN4Y	chrY	+	14522573	14845654	0.265	0.0188	0.718
ENSG00000010030	ETV7	chr6	-	36354091	36387800	0.775	0.409	1
ENSG00000286084		chr6	+	105403207	105589073	-0.45	0.611	1
ENSG00000180316	PNPLA1	chr6	+	36243203	36313955	0.55	0.71	1
ENSG00000096070	BRPF3	chr6	+	36196744	36232790	0.0191	0.819	1
ENSG00000246982	BRPF3-AS1	chr6	-	36146698	36197205	2.38	0.0704	1
ENSG00000156711	MAPK13	chr6	+	36127809	36144524	0.153	0.201	1
ENSG00000112062	MAPK14	chr6	+	36027782	36111236	-0.0532	0.533	1
ENSG00000112053	SLC26A8	chr6	-	35943516	36024868	-0.907	0.643	1
ENSG00000157343	ARMC12	chr6	+	35737032	35749079	-2.17	0.488	
ENSG00000230663	FAM224B	chrY	-	17552800	17579754	0.824	0.66	1
ENSG00000228559		chr6	+	35539838	35546573	-0.226	0.582	1
ENSG00000112039	FANCE	chr6	+	35452338	35467104	0.137	0.201	1
ENSG00000065029	ZNF76	chr6	+	35258909	35295985	0.237	0.132	1
ENSG00000146197	SCUBE3	chr6	+	35213956	35253079	-0.0898	0.392	1
ENSG00000064999	ANKS1A	chr6	+	34889255	35091406	0.0848	0.393	1
ENSG00000064995	TAF11	chr6	-	34877462	34889192	0.0229	0.828	1
ENSG00000065060	BLTP3A	chr6	+	34792083	34877514	-0.0145	0.874	1
ENSG00000124562	SNRPC	chr6	+	34757505	34773857	1e-04	0.999	1
ENSG00000196821	ILRUN	chr6	-	34587288	34696859	-0.104	0.177	1
ENSG00000124664	SPDEF	chr6	-	34537802	34556333	0.208	0.802	1
ENSG00000124614	RPS10	chr6	-	34417454	34426069	-0.151	0.0156	0.649
ENSG00000137309	HMGA1	chr6	+	34236873	34246231	-0.131	0.0289	0.861
ENSG00000124493	GRM4	chr6	-	34018643	34155622	0.133	0.68	1
ENSG00000161896	IP6K3	chr6	-	33721662	33746905	0.516	0.684	1
ENSG00000030110	BAK1	chr6	-	33572547	33580293	0.166	0.442	1
ENSG00000213588	ZBTB9	chr6	+	33453970	33457544	0.00821	0.974	1
ENSG00000237649	KIFC1	chr6	+	33391823	33409896	-0.133	0.245	1
ENSG00000183808	RBM12B	chr8	-	93728155	93741017	0.235	0.0213	0.76
ENSG00000204209	DAXX	chr6	-	33318558	33323016	-0.0829	0.436	1
ENSG00000236104	ZBTB22	chr6	-	33314406	33317942	-0.106	0.453	1
ENSG00000289100		chr6	+	33299479	33301090	-0.182	0.639	1
ENSG00000227057	WDR46	chr6	-	33279108	33289247	-0.00734	0.937	1
ENSG00000231500	RPS18	chr6	+	33272075	33276511	0.0467	0.469	1
ENSG00000272217		chr6	-	33246075	33246856	-0.707	0.428	1
ENSG00000204227	RING1	chr6	+	33208500	33212722	-0.14	0.251	1
ENSG00000227518	MIR1302-9HG	chr9	+	27657	30891	-0.258	0.892	1
ENSG00000204231	RXRB	chr6	-	33193588	33200665	-0.011	0.926	1
ENSG00000204248	COL11A2	chr6	-	33162681	33192499	-0.281	0.278	1
ENSG00000291111		chr6	+	33112440	33119163	0.877	0.471	1
ENSG00000204252	HLA-DOA	chr6	-	33004182	33009591	-0.528	0.324	1
ENSG00000204256	BRD2	chr6	+	32968594	32981505	-0.103	0.217	1
ENSG00000242574	HLA-DMB	chr6	-	32934629	32941028	0.43	0.783	1
ENSG00000240065	PSMB9	chr6	+	32844136	32859851	1.2	0.624	1
