gene_ID	hgnc_symbol	chr	strand	start	end	POU2F3_CE_log2FoldChange	POU2F3_CE_pvalue	POU2F3_CE_padj	POU2F3_KO_log2FoldChange	POU2F3_KO_pvalue	POU2F3_KO_padj	POU2F3_PTC_log2FoldChange	POU2F3_PTC_pvalue	POU2F3_PTC_padj
ENSG00000164778	EN2	chr7	+	155458129	155464831	-0.366	0.672	0.786	-0.406	0.633		-1.36	0.142	0.453
ENSG00000288860		chr6	+	6885713	6887257	-0.679	0.494		-0.17	0.855		-0.193	0.831	0.934
ENSG00000261211		chr6	-	6680309	6686948	-0.554	0.179	0.326	0.284	0.456	0.618	-0.815	0.0466	0.297
ENSG00000124785	NRN1	chr6	-	5997999	6007605	-1.58	0.279	0.441	-1.23	0.379		-2.48	0.0857	
ENSG00000219607	PPP1R3G	chr6	+	5085341	5089487	-0.794	0.115	0.239	-1.05	0.0363	0.127	-1.03	0.0343	0.275
ENSG00000288548		chr6	+	5072601	5080946	-1.82	0.325		-0.829	0.623		-0.962	0.565	
ENSG00000272142		chr6	+	5003774	5045666	-0.112	0.635	0.76	0.447	0.0436	0.141	0.392	0.0711	0.343
ENSG00000236336	CDYL-AS1	chr6	-	4774526	4775408	1.25	0.793		0.221	0.962		1.08	0.81	
ENSG00000284823		chr6	-	4714098	4724885	-0.149	0.91		-1.3	0.367		-1.73	0.252	
ENSG00000153046	CDYL	chr6	+	4706159	4955551	-0.865	0.000269	0.00791	-0.713	0.00215	0.0395	-0.481	0.0322	0.27
ENSG00000231811		chr6	-	4341751	4347162	-0.797	0.0129	0.0534	-1.02	0.00126	0.0324	-0.507	0.0935	0.38
ENSG00000285424		chr6	-	4304942	4583871	-1.54	0.604		1.16	0.675		1.05	0.692	
ENSG00000234817	ECI2-DT	chr6	+	4136072	4157385	-0.0154	0.994		1.79	0.335		-0.896	0.666	
ENSG00000112739	PRPF4B	chr6	+	4021267	4064983	-0.0818	0.355	0.519	-0.174	0.0443	0.142	0.00609	0.942	0.977
ENSG00000272248		chr6	+	4018713	4019202	0.896	0.83		-0.0684	0.987		1.82	0.644	
ENSG00000137285	TUBB2B	chr6	-	3223324	3231730	1.57	0.000141	0.00588	0.94	0.02	0.093	0.533	0.174	0.493
ENSG00000137267	TUBB2A	chr6	-	3153497	3157544	1.32	2.51e-05	0.00306	0.82	0.0077	0.0601	0.486	0.105	0.398
ENSG00000137274	BPHL	chr6	+	3118374	3153578	0.333	0.064	0.158	0.189	0.29	0.461	0.125	0.476	0.751
ENSG00000272277		chr6	-	3068045	3068894	0.236	0.772		-0.85	0.351		0.783	0.297	0.617
ENSG00000137275	RIPK1	chr6	+	3063824	3115187	0.358	0.0051	0.0304	0.252	0.0446	0.143	0.192	0.116	0.415
ENSG00000288612		chr6	+	3023472	3027426	-0.739	0.297	0.46	-0.281	0.676		-0.283	0.665	0.861
ENSG00000224846	NQO2-AS1	chr6	-	2989335	2999604	0.731	0.782		1.17	0.65		0.397	0.877	
ENSG00000230438	SERPINB9P1	chr6	-	2851230	2881407	-1.16	0.00833	0.0409	-0.4	0.341	0.512	-0.458	0.26	0.58
ENSG00000145949	MYLK4	chr6	-	2663629	2770330	-0.694	0.128	0.258	-0.965	0.0365	0.127	-0.398	0.357	0.668
ENSG00000278899		chr6	+	149717621	149718888	0.585	0.537	0.683	0.449	0.636		1.17	0.184	0.504
ENSG00000186462	NAP1L2	chrX	-	73212299	73214851	2.05	0.00205	0.0188	1.72	0.0102	0.0682	2.05	0.00169	0.16
ENSG00000272465		chr6	+	2437549	2438249	0.325	0.872		0.303	0.88		0.609	0.753	
ENSG00000112699	GMDS	chr6	-	1623806	2245605	-0.102	0.386	0.549	-0.0803	0.489	0.647	0.0749	0.504	0.77
ENSG00000054598	FOXC1	chr6	+	1609915	1613897	1.07	0.0637	0.157	0.293	0.63	0.758	0.0922	0.881	0.956
ENSG00000261730	FOXF2-DT	chr6	-	1383790	1385066	-2	0.447		-1.98	0.441		0.0159	0.995	
ENSG00000164379	FOXQ1	chr6	+	1312098	1314758	1.75	0.506		2.34	0.355		-0.857	0.745	
ENSG00000137265	IRF4	chr6	+	391739	411443	-0.778	0.415	0.577	0.0132	0.988		-0.0153	0.986	0.994
ENSG00000091482	SMPX	chrX	-	21705978	21758116	2.48	0.0878		0.583	0.714		1	0.505	
ENSG00000075790	BCAP29	chr7	+	107580246	107629170	0.154	0.277	0.44	-0.112	0.425	0.591	-0.119	0.384	0.687
ENSG00000287265		chr6	-	285443	292013	-1.26	0.535		-2.16	0.277		-0.161	0.93	
ENSG00000112539	C6orf118	chr6	-	165279664	165309605	-1.56	0.725		0.874	0.838		1.17	0.777	
ENSG00000248103		chr5	+	181281375	181283652	0.465	0.202	0.355	1.03	0.00306	0.0443	0.327	0.353	0.664
ENSG00000183718	TRIM52	chr5	-	181254077	181261150	0.808	8.3e-05	0.00481	0.505	0.0145	0.0807	0.725	0.000291	0.0973
ENSG00000233937		chr5	+	181246466	181272167	-0.594	0.00694	0.0364	-0.227	0.286	0.456	-0.252	0.221	0.541
ENSG00000146063	TRIM41	chr5	+	181222499	181235808	-0.0443	0.605	0.737	0.00705	0.933	0.962	0.0394	0.629	0.843
ENSG00000248473	LINC01962	chr5	-	181178821	181191852	-1.16	0.794		-1.14	0.794		-1.05	0.803	
ENSG00000124788	ATXN1	chr6	-	16299112	16761491	0.231	0.296	0.459	0.211	0.329	0.5	0.0653	0.756	0.901
ENSG00000182613	OR2V2	chr5	+	181147586	181159285	-1.68	0.162		-0.000309	1		-0.887	0.393	0.694
ENSG00000278970	HEIH	chr5	-	180826871	180831621	-0.61	0.00853	0.0415	-0.466	0.0398	0.134	-0.336	0.125	0.429
ENSG00000236017	ASMTL-AS1	chrX	+	1401769	1414028	-0.218	0.54	0.684	0.183	0.592	0.729	-0.0173	0.959	0.984
ENSG00000037280	FLT4	chr5	-	180601506	180649624	-0.954	0.00167	0.0171	-0.699	0.0181	0.0886	-0.746	0.00926	0.205
ENSG00000131459	GFPT2	chr5	-	180300698	180353336	-0.771	0.0259	0.0852	-0.609	0.0716	0.189	-0.54	0.0983	0.387
ENSG00000146090	RASGEF1C	chr5	-	180100795	180209211	-0.391	0.27	0.432	-0.382	0.272	0.442	-0.0107	0.974	0.99
ENSG00000113269	RNF130	chr5	-	179911651	180072113	-0.00964	0.917	0.951	-0.0492	0.589	0.727	-0.095	0.288	0.609
ENSG00000245317	MRNIP-DT	chr5	+	179859013	179861283	0.127	0.872	0.923	-0.662	0.429		0.0809	0.918	0.97
ENSG00000213316	LTC4S	chr5	+	179793980	179796647	1.19	0.538		0.628	0.752		0.759	0.695	
ENSG00000161021	MAML1	chr5	+	179732822	179777283	0.0478	0.469	0.625	0.000594	0.993	0.996	0.031	0.624	0.84
ENSG00000079482	OPHN1	chrX	-	67949349	68433913	-0.928	0.0162	0.0624	-0.643	0.0889	0.216	-0.28	0.443	0.729
ENSG00000244945	RUFY1-AS1	chr5	-	179595904	179603741	-2.64	0.0502		-1.99	0.112		-0.659	0.547	0.794
ENSG00000087116	ADAMTS2	chr5	-	179110853	179345461	-0.329	0.279	0.442	0.0311	0.916	0.952	0.0448	0.876	0.954
ENSG00000177932	ZNF354C	chr5	+	179060373	179083977	0.104	0.494	0.647	0.0266	0.859	0.916	0.0183	0.9	0.963
ENSG00000178187	ZNF454	chr5	+	178941191	178966433	0.291	0.384	0.548	0.0702	0.833	0.899	0.0617	0.848	0.943
ENSG00000291019	AACSP1	chr5	-	178764861	178818435	0.191	0.8	0.875	-0.372	0.624		0.182	0.797	0.919
ENSG00000285891	MSANTD5	chr5	-	178694572	178697761	-0.963	0.781		-0.95	0.779		1.85	0.553	
ENSG00000245688		chr5	-	178438681	178443094	0.0122	0.993		1.17	0.372		0.353	0.793	
ENSG00000175309	PHYKPL	chr5	-	178208471	178232802	0.1	0.556	0.698	0.403	0.0151	0.0817	0.227	0.161	0.476
ENSG00000197451	HNRNPAB	chr5	+	178204533	178211163	0.245	0.125	0.253	0.147	0.346	0.518	0.139	0.358	0.668
ENSG00000145912	NHP2	chr5	-	178149463	178153894	0.105	0.376	0.539	0.0642	0.581	0.72	-0.0165	0.884	0.957
ENSG00000145916	RMND5B	chr5	+	178130996	178150568	0.234	0.0602	0.152	0.371	0.00228	0.0404	0.165	0.167	0.484
ENSG00000145911	N4BP3	chr5	+	178113532	178126081	-0.626	0.00284	0.022	-0.555	0.00692	0.0576	-0.351	0.0757	0.35
ENSG00000280207		chr5	+	177967004	177967457	0.373	0.777		-0.643	0.637		-1.91	0.213	
ENSG00000249684		chr5	+	177950335	177963960	0.437	0.357	0.521	1.03	0.0226	0.0991	1	0.0212	0.241
ENSG00000112562	SMOC2	chr6	+	168441151	168673445	-0.0195	0.918	0.952	0.156	0.4	0.57	0.059	0.745	0.896
ENSG00000291283		chr5	-	177619059	177631535	0.378	0.674		1.12	0.185		-0.827	0.404	0.702
ENSG00000146094	DOK3	chr5	-	177501904	177511274	0.762	0.0216	0.0755	0.98	0.00241	0.041	0.653	0.0394	0.284
ENSG00000113758	DBN1	chr5	-	177456608	177474401	0.492	0.0119	0.0508	0.31	0.105	0.241	0.212	0.252	0.573
ENSG00000246334	PRR7-AS1	chr5	-	177438503	177447982	-0.19	0.836		0.229	0.79		-0.275	0.75	0.898
ENSG00000198055	GRK6	chr5	+	177403204	177442901	0.0606	0.54	0.684	0.046	0.637	0.762	0.0432	0.649	0.853
ENSG00000131187	F12	chr5	-	177402133	177416583	-1.05	0.0729	0.173	-1.25	0.0337		-1.32	0.024	0.25
ENSG00000146067	FAM193B	chr5	-	177519789	177554586	0.0722	0.504	0.655	0.223	0.0341	0.123	0.193	0.0593	0.322
ENSG00000169220	RGS14	chr5	+	177357924	177372596	0.223	0.599	0.733	0.472	0.254	0.423	0.324	0.431	0.719
ENSG00000169228	RAB24	chr5	-	177301198	177303744	-0.635	0.000725	0.0119	-0.57	0.00195	0.0379	-0.258	0.147	0.459
ENSG00000286634		chr5	+	177260340	177263909	0.482	0.167	0.311	0.929	0.00527	0.0525	0.28	0.404	0.702
ENSG00000165671	NSD1	chr5	+	177131830	177300213	0.243	0.0167	0.0637	0.229	0.0213	0.0963	0.173	0.0723	0.345
ENSG00000137073	UBAP2	chr9	-	33921693	34049388	-0.211	0.0105	0.0471	-0.1	0.214	0.377	-0.121	0.12	0.421
ENSG00000113761	ZNF346	chr5	+	177022696	177081189	0.275	0.162	0.305	0.511	0.00798	0.0612	0.482	0.0102	0.208
ENSG00000048140	TSPAN17	chr5	+	176647387	176659054	-0.00184	0.987	0.992	-0.0245	0.83	0.897	0.0578	0.603	0.828
ENSG00000170419	VSTM2A	chr7	+	54542325	54571080	0.422	0.93		-0.457	0.923		0.726	0.874	
ENSG00000175766	EIF4E1B	chr5	+	176630618	176646644	-0.969	0.0934	0.207	-0.0679	0.9	0.943	-0.231	0.662	0.86
ENSG00000146083	RNF44	chr5	-	176526712	176538025	-0.444	0.00894	0.0428	-0.256	0.123	0.266	-0.273	0.0907	0.375
ENSG00000113194	FAF2	chr5	+	176447628	176510074	-0.153	0.0489	0.131	-0.141	0.0646	0.177	-0.105	0.155	0.47
ENSG00000175416	CLTB	chr5	-	176392501	176416539	0.0249	0.859	0.914	-0.212	0.125	0.268	-0.176	0.191	0.511
ENSG00000198455	ZXDB	chrX	+	57592011	57597477	0.075	0.503	0.655	0.0737	0.505	0.66	-0.0229	0.834	0.935
ENSG00000145920	CPLX2	chr5	+	175796310	175884021	-2.48	0.0015	0.0161	-0.881	0.172		-0.552	0.366	0.674
ENSG00000250256		chr5	+	174618164	174625775	0.866	0.499		-0.828	0.55		0.625	0.607	
ENSG00000122779	TRIM24	chr7	+	138460259	138589996	-0.404	0.000316	0.00847	-0.401	0.000264	0.0203	-0.326	0.00219	0.164
ENSG00000290770	MFSD14CP	chr9	-	96887373	97013708	0.294	0.0624	0.156	0.481	0.00182	0.0371	0.255	0.0883	0.371
ENSG00000170091	NSG2	chr5	+	174045706	174243501	-1.79	0.00172	0.0174	-1.05	0.0527	0.156	-0.665	0.197	0.517
ENSG00000289085		chr5	+	173911682	173912938	-0.224	0.452	0.61	0.0911	0.752	0.846	0.0981	0.725	0.889
ENSG00000254211	LINC01485	chr5	-	173778527	173809039	-0.356	0.802		-0.516	0.714		0.12	0.928	0.973
ENSG00000145919	BOD1	chr5	-	173607145	173616659	-0.276	0.0189	0.069	-0.365	0.00163	0.0355	-0.103	0.359	0.668
ENSG00000184428	TOP1MT	chr8	-	143304384	143359979	-0.252	0.0171	0.0648	-0.235	0.0244	0.103	-0.202	0.0461	0.296
ENSG00000164463	CREBRF	chr5	+	173056352	173139284	-0.604	0.0127	0.0531	-0.398	0.0932	0.222	-0.287	0.21	0.53
ENSG00000113719	ERGIC1	chr5	+	172834251	172952792	0.52	0.00214	0.0192	0.428	0.00997	0.0675	0.147	0.362	0.671
ENSG00000223646	LINC03076	chr7	+	112616440	112896625	0.524	0.871		-0.472	0.883		0.305	0.92	
ENSG00000120129	DUSP1	chr5	-	172768096	172771195	-0.403	0.214	0.37	-0.424	0.183	0.341	-0.532	0.0854	0.366
ENSG00000253736		chr5	+	172762980	172782334	-0.595	0.786		-1.51	0.497		-0.594	0.774	
ENSG00000214357	NEURL1B	chr5	+	172641263	172691540	0.586	0.216	0.371	0.474	0.313	0.485	-0.00121	0.998	0.999
ENSG00000072803	FBXW11	chr5	-	171861549	172006873	-0.0544	0.508	0.659	-0.149	0.0662	0.18	-0.138	0.0804	0.357
ENSG00000285914		chr5	-	171724575	171737519	-2.41	0.232		-0.519	0.767		-0.884	0.611	0.832
ENSG00000156427	FGF18	chr5	+	171419647	171457626	-0.482	0.0489	0.131	-0.377	0.116	0.255	-0.46	0.0471	0.298
ENSG00000241743	XACT	chrX	-	113616300	114059289	0.389	0.37	0.533	0.426	0.315	0.487	0.216	0.599	0.826
ENSG00000181163	NPM1	chr5	+	171387116	171411810	-0.141	0.136	0.269	-0.276	0.00287	0.0431	-0.126	0.16	0.476
ENSG00000253591	KCNIP1-AS1	chr5	-	170639158	170681437	-0.45	0.895		3.04	0.341		2.34	0.454	
ENSG00000166278	C2	chr6	+	31897785	31945673	-0.975	0.0109	0.0482	-0.657	0.0752	0.195	-0.689	0.0547	0.313
ENSG00000182132	KCNIP1	chr5	+	170353487	170736632	2.18	0.575		-0.264	0.946		-0.134	0.972	
ENSG00000168269	FOXI1	chr5	+	170105897	170109734	-1.75	0.0559	0.144	-0.665	0.407	0.576	-1.08	0.195	0.515
ENSG00000204767	INSYN2B	chr5	-	169861303	169980495	5.34	0.00421		3.44	0.0694		0.838	0.692	
ENSG00000235865	GSN-AS1	chr9	-	121280768	121285530	-0.157	0.972		-1.11	0.801		-0.0704	0.987	
ENSG00000134516	DOCK2	chr5	+	169637268	170083382	-0.398	0.69		-2.28	0.0598		-1.71	0.115	
ENSG00000184347	SLIT3	chr5	-	168661740	169301139	0.31	0.478	0.632	0.298	0.486	0.645	0.134	0.748	0.898
ENSG00000120137	PANK3	chr5	-	168548495	168579368	0.182	0.0399	0.114	0.0847	0.329	0.5	0.0298	0.723	0.888
ENSG00000187186		chr9	-	34664163	34666112	0.441	0.351	0.515	0.82	0.0732	0.191	0.844	0.062	0.327
ENSG00000113643	RARS1	chr5	+	168486451	168519301	-0.162	0.0388	0.112	-0.268	0.000498	0.0252	-0.25	0.000807	0.13
ENSG00000227200		chr9	+	124262876	124265809	3.35	0.0612		3.34	0.0579		2.4	0.185	
ENSG00000145934	TENM2	chr5	+	166979029	168264157	3.7	4.07e-06	0.00126	2.43	0.00231	0.0406	2.19	0.00493	0.191
ENSG00000072571	HMMR	chr5	+	163460203	163491941	0.643	0.00238	0.0202	0.337	0.105	0.24	0.346	0.0863	0.368
ENSG00000113328	CCNG1	chr5	+	163437569	163446151	-0.158	0.188	0.339	-0.127	0.278	0.448	-0.165	0.147	0.46
ENSG00000254186		chr5	-	162424042	163437326	-1.91	0.392		-1.05	0.63		-0.35	0.863	
ENSG00000269902		chrX	-	45764772	45765299	0.866	0.143	0.279	1.21	0.0324		0.32	0.575	0.812
ENSG00000145864	GABRB2	chr5	-	161288429	161549044	-1.62	0.00793	0.0397	-0.855	0.132	0.277	-0.848	0.124	0.427
ENSG00000253522	MIR3142HG	chr5	+	160438594	160487426	0.0897	0.983		0.0586	0.989		0.0356	0.993	
ENSG00000164609	SLU7	chr5	-	160401641	160421711	-0.277	0.00539	0.0314	-0.318	0.00119	0.0318	-0.209	0.0281	0.261
ENSG00000221886	FAM200C	chr5	-	160393148	160400054	0.322	0.253	0.414	0.406	0.142	0.29	-0.0688	0.808	0.924
ENSG00000247699	FABP6-AS1	chr5	-	160195744	160204826	-2.35	0.377		-0.566	0.823		-2.41	0.337	
ENSG00000170234	PWWP2A	chr5	-	160061801	160119450	0.455	0.00669	0.0356	0.409	0.0133	0.0773	0.333	0.0385	0.282
ENSG00000170214	ADRA1B	chr5	+	159865080	159973012	4.04	0.00199		3.46	0.00803		1.23	0.382	
ENSG00000164332	UBLCP1	chr5	+	159263290	159286036	0.451	0.0048	0.0294	0.359	0.0226	0.0991	0.276	0.0724	0.345
ENSG00000288764		chr5	-	159262272	159263266	-0.716	0.516		0.59	0.542		0.257	0.79	0.916
ENSG00000160883	HK3	chr5	-	176880869	176899346	1.09	0.755		0.861	0.803		0.58	0.864	
ENSG00000145860	RNF145	chr5	-	159157409	159210053	0.666	0.000913	0.0132	0.433	0.0284	0.111	0.29	0.131	0.438
ENSG00000039600	SOX30	chr5	-	157625679	157671480	-0.813	0.535		0.878	0.443		-2.54	0.103	
ENSG00000251405	NIPAL4-DT	chr5	-	157363382	157365501	-1.11	0.0651	0.16	-0.652	0.252		-1.12	0.0504	0.303
ENSG00000172568	FNDC9	chr5	-	157341598	157345677	-2.25	0.0719		-1.28	0.244		-1.03	0.331	0.646
ENSG00000055163	CYFIP2	chr5	+	157266079	157395595	0.234	0.0858	0.195	0.264	0.0474	0.147	0.139	0.283	0.604
ENSG00000261842		chr7	+	149422675	149424890	0.288	0.948		-1.06	0.806		0.963	0.817	
ENSG00000135077	HAVCR2	chr5	-	157085422	157142869	-0.865	0.496		0.995	0.332		0.0623	0.953	0.982
ENSG00000231989	PPP1R2B	chr5	+	156850295	156852528	0.338	0.725		0.714	0.441		0.229	0.805	
ENSG00000287963		chr5	+	155087430	155199252	-0.86	0.0203	0.0723	-0.867	0.0167	0.0854	-0.352	0.306	0.624
ENSG00000082515	MRPL22	chr5	+	154941073	154969411	-0.0733	0.434	0.594	-0.235	0.0115	0.073	-0.166	0.0672	0.337
ENSG00000082516	GEMIN5	chr5	-	154887411	154938211	0.302	0.0147	0.0587	0.172	0.157	0.309	0.197	0.0958	0.383
ENSG00000164576	SAP30L	chr5	+	154445997	154461053	0.576	0.00133	0.0154	0.589	0.000863	0.0295	0.327	0.0602	0.324
ENSG00000245275	SAP30L-AS1	chr5	-	154325568	154445850	1.67	0.00117	0.0146	1.9	0.000143	0.0186	1.65	0.00088	0.13
ENSG00000132911	NMUR2	chr5	-	152391546	152433368	-1.11	0.567		-2.15	0.255		1.11	0.465	
ENSG00000272112		chr5	-	151724831	151725356	-0.00404	0.997		0.738	0.402		0.0807	0.929	0.974
ENSG00000169258	GPRIN1	chr5	-	176595802	176610156	-0.0601	0.807	0.88	-0.0671	0.783	0.867	0.0332	0.889	0.959
ENSG00000271795		chr5	+	151509453	151512769	-0.00495	0.994	0.997	0.104	0.872		0.0303	0.962	0.985
ENSG00000086570	FAT2	chr5	-	151504092	151591331	0.318	0.0124	0.0522	0.367	0.00322	0.0445	0.23	0.0565	0.317
ENSG00000123643	SLC36A1	chr5	+	151437046	151492379	0.0472	0.792	0.87	0.0904	0.606	0.74	0.0725	0.67	0.863
ENSG00000196743	GM2A	chr5	+	151212150	151270440	-0.639	0.000797	0.0123	-0.5	0.00736	0.0593	-0.378	0.0362	0.279
ENSG00000145901	TNIP1	chr5	-	151029945	151093577	-0.514	0.00147	0.016	-0.474	0.00271	0.0425	-0.442	0.00386	0.184
ENSG00000211445	GPX3	chr5	+	151020591	151028988	-1.03	0.000439	0.00964	-0.689	0.0165	0.0847	-0.785	0.00477	0.191
ENSG00000256235	SMIM3	chr5	+	150778757	150796734	-0.653	0.0101	0.0461	-0.437	0.0774	0.198	-0.521	0.0303	0.266
ENSG00000132912	DCTN4	chr5	-	150708440	150759095	-0.11	0.15	0.288	-0.179	0.0174	0.087	-0.0746	0.305	0.623
ENSG00000171992	SYNPO	chr5	+	150601080	150659207	-0.00334	0.976	0.986	0.057	0.6	0.735	-0.0948	0.368	0.675
ENSG00000070614	NDST1	chr5	+	150485818	150558211	0.42	0.00669	0.0356	0.275	0.0699	0.186	0.106	0.472	0.748
ENSG00000164587	RPS14	chr5	-	150442635	150449739	-0.218	0.0616	0.154	-0.207	0.07	0.186	-0.25	0.0235	0.248
ENSG00000183876	ARSI	chr5	-	150296343	150339307	2.45	1.32e-05	0.00224	2.02	0.000285	0.0211	0.919	0.101	0.393
ENSG00000182578	CSF1R	chr5	-	150053291	150113372	-0.567	0.0617	0.154	-0.667	0.0252	0.105	-0.432	0.133	0.439
ENSG00000155850	SLC26A2	chr5	+	149960758	149993455	0.142	0.501	0.653	0.0581	0.779	0.864	0.21	0.295	0.615
ENSG00000155846	PPARGC1B	chr5	+	149730298	149855022	0.765	0.0119	0.0508	0.69	0.0206	0.0944	0.503	0.0824	0.36
ENSG00000113712	CSNK1A1	chr5	-	149492982	149551471	-0.508	0.00258	0.021	-0.448	0.0066	0.0565	-0.353	0.0271	0.258
ENSG00000127743	IL17B	chr5	-	149371324	149404202	-2.71	0.216		-1.72	0.421		0.225	0.904	
ENSG00000145882	PCYOX1L	chr5	+	149358037	149369653	0.444	0.0308	0.0957	0.46	0.0233	0.101	0.377	0.0583	0.321
ENSG00000291040	CD99P1	chrX	+	2609340	2658924	-0.183	0.271	0.434	0.0596	0.714	0.819	-0.102	0.516	0.776
ENSG00000286718		chr9	-	122940539	122941260	-1.25	0.338		-0.82	0.507		1.13	0.276	0.597
ENSG00000285736		chr5	-	149324220	149345333	-1.39	0.757		-1.33	0.763		-0.189	0.965	
ENSG00000157510	AFAP1L1	chr5	+	149271859	149343637	-0.128	0.395	0.558	-0.0462	0.753	0.846	0.019	0.894	0.961
ENSG00000253406		chr5	-	149216523	149276805	0.205	0.965		0.153	0.974		0.0855	0.985	
ENSG00000173210	ABLIM3	chr5	+	149141483	149260542	0.258	0.0998	0.217	0.299	0.051	0.153	0.248	0.0956	0.383
ENSG00000169252	ADRB2	chr5	+	148826611	148828623	2.03	0.264		2.07	0.245		0.791	0.679	
ENSG00000253297		chr5	-	148644687	148646390	-3.1	0.609		-2.27	0.702		-1.36	0.812	
ENSG00000164266	SPINK1	chr5	-	147824572	147831671	-1.93	0.457		-1.93	0.448		0.00949	0.997	
ENSG00000113657	DPYSL3	chr5	-	147390808	147510068	1.38	0.000131	0.00578	0.965	0.00626	0.0555	0.463	0.177	0.495
ENSG00000169302	STK32A	chr5	+	147234963	147387855	0.97	0.357	0.521	0.242	0.827		-2.06	0.166	
ENSG00000156475	PPP2R2B	chr5	-	146580742	147084784	3.47	0.0156	0.0608	3.01	0.0369		3.11	0.0294	0.265
ENSG00000170122	FOXD4	chr9	-	116231	118417	0.613	0.623		-0.722	0.594		-0.524	0.689	
ENSG00000197265	GTF2E2	chr8	-	30578318	30658236	-0.362	0.00776	0.0392	-0.392	0.00338	0.0451	-0.337	0.00941	0.205
ENSG00000128591	FLNC	chr7	+	128830406	128859274	-0.321	0.195	0.346	-0.332	0.171	0.326	-0.441	0.0607	0.325
ENSG00000289372		chr6	-	117658838	117675332	-0.266	0.511	0.661	-0.0194	0.96	0.977	0.146	0.697	0.875
ENSG00000156463	SH3RF2	chr5	+	145936578	146081791	2.19	6.69e-07	0.000512	1.96	6.06e-06	0.00428	1.46	0.000543	0.109
ENSG00000289306		chr5	+	142149435	142150200	1.01	0.196	0.347	1.23	0.103		0.672	0.371	0.677
ENSG00000107165	TYRP1	chr9	+	12685439	12710285	1.22	0.582		1.72	0.417		2.23	0.271	
ENSG00000113555	PCDH12	chr5	-	141943581	141969741	0.127	0.828	0.894	0.4	0.481		0.209	0.709	0.881
ENSG00000081791	DELE1	chr5	+	141923855	141942047	0.22	0.0668	0.163	0.143	0.225	0.39	0.159	0.166	0.483
ENSG00000287726		chr5	+	141882815	141907939	2.12	0.513		2.11	0.505		0.0984	0.975	
ENSG00000271384		chr9	-	95406990	95407662	0.217	0.89		0.831	0.568		0.872	0.533	
ENSG00000164620	RELL2	chr5	+	141636950	141641064	-0.647	0.000695	0.0117	-0.651	0.000535	0.0255	-0.286	0.109	0.404
ENSG00000171720	HDAC3	chr5	-	141620876	141636849	-0.26	0.0159	0.0615	-0.19	0.0727	0.19	-0.156	0.13	0.436
ENSG00000228737		chr5	+	141618414	141626481	-3.61	0.0532		-3.58	0.0508		-1.08	0.497	
ENSG00000240764	PCDHGC5	chr5	+	141489081	141512975	-0.734	0.29	0.453	0.323	0.612		-0.162	0.802	0.922
ENSG00000253159	PCDHGA12	chr5	+	141430507	141512975	1.79	0.0014	0.0157	1.85	0.000753	0.0292	0.947	0.0914	0.376
ENSG00000253873	PCDHGA11	chr5	+	141421047	141512975	0.137	0.83	0.896	0.702	0.259	0.429	-0.0083	0.989	0.996
ENSG00000254122	PCDHGB7	chr5	+	141417645	141512975	0.406	0.061	0.153	0.501	0.0185	0.0896	0.0431	0.838	0.937
ENSG00000253846	PCDHGA10	chr5	+	141412987	141512975	0.416	0.0307	0.0956	0.118	0.537	0.686	0.422	0.0217	0.244
ENSG00000272138	LINC01607	chr8	+	79768110	79802848	-1.67	0.055	0.143	-0.837	0.294		-0.385	0.608	0.831
ENSG00000253305	PCDHGB6	chr5	+	141408021	141512975	0.374	0.178	0.325	0.626	0.0211	0.0957	0.426	0.11	0.406
ENSG00000261934	PCDHGA9	chr5	+	141402778	141512975	-0.54	0.481	0.635	0.209	0.771		-0.113	0.874	0.953
ENSG00000102030	NAA10	chrX	-	153929225	153935080	-0.0641	0.563	0.703	0.0205	0.85	0.909	0.0532	0.614	0.835
ENSG00000276547	PCDHGB5	chr5	+	141397947	141512975	-1.31	0.0286	0.0912	-1.77	0.00307	0.0444	0.101	0.856	0.946
ENSG00000253767	PCDHGA8	chr5	+	141390157	141512975	0.386	0.506	0.658	0.804	0.148		0.356	0.521	0.779
ENSG00000253537	PCDHGA7	chr5	+	141382739	141512975	1.34	0.123	0.25	-0.623	0.523		0.737	0.391	0.693
ENSG00000253731	PCDHGA6	chr5	+	141373891	141512975	0.319	0.654	0.774	1.17	0.0839		0.747	0.266	0.585
ENSG00000262209	PCDHGB3	chr5	+	141370242	141512975	0.493	0.52	0.669	1.17	0.108		0.349	0.636	0.846
ENSG00000254245	PCDHGA3	chr5	+	141343829	141512975	0.547	0.675		-1.63	0.252		-2.52	0.107	0.401
ENSG00000081853	PCDHGA2	chr5	+	141338760	141512975	0.503	0.504	0.656	-0.634	0.436		-0.51	0.517	0.777
ENSG00000272070		chr5	+	141326210	141329363	0.659	0.361	0.525	-0.263	0.735		0.869	0.205	0.525
ENSG00000290894		chr5	+	141234333	141237529	0.817	0.446		0.769	0.472		1.26	0.217	0.536
ENSG00000187372	PCDHB13	chr5	+	141213919	141218979	0.133	0.641	0.765	0.237	0.398	0.568	0.306	0.265	0.585
ENSG00000177839	PCDHB9	chr5	+	141187127	141191541	0.622	0.342	0.506	0.447	0.497		0.373	0.571	0.81
ENSG00000272674	PCDHB16	chr5	+	141182387	141186226	0.136	0.775	0.86	-0.268	0.575	0.715	0.029	0.95	0.981
