gene_ID	hgnc_symbol	chr	strand	start	end	PPARG_CE_log2FoldChange	PPARG_CE_pvalue	PPARG_CE_padj	PPARG_KO_log2FoldChange	PPARG_KO_pvalue	PPARG_KO_padj	PPARG_PTC_log2FoldChange	PPARG_PTC_pvalue	PPARG_PTC_padj
ENSG00000024862	CCDC28A	chr6	+	138773769	138793319	-0.655	0.000113	0.000642	-0.542	0.0014	0.00768	-0.718	2.19e-05	0.000179
ENSG00000225177	NHSL1-AS1	chr6	+	138692548	138697288	-0.198	0.461	0.594	-0.375	0.166	0.309	-0.324	0.231	0.372
ENSG00000051620	HEBP2	chr6	+	138403531	138422197	-0.32	4.07e-05	0.000268	-0.149	0.0561	0.14	-0.306	8.01e-05	0.000534
ENSG00000226004	SIMALR	chr6	-	137943079	137957657	-1.59	0.25		-0.29	0.801		-3.44	0.0219	
ENSG00000118503	TNFAIP3	chr6	+	137867214	137883314	0.272	0.0438	0.0964	0.453	0.000903	0.00535	0.349	0.00948	0.0293
ENSG00000175895	PLEKHF2	chr8	+	95115642	95156698	0.118	0.317	0.453	0.0519	0.66	0.788	0.103	0.377	0.53
ENSG00000234956	LINC02539	chr6	-	137730170	137792835	-0.778	0.432	0.567	-0.382	0.676	0.799	0.462	0.594	0.722
ENSG00000230533	LINC03004	chr6	+	137657998	137763984	1.68	0.432		-1.45	0.531		1.4	0.513	
ENSG00000182747	SLC35D3	chr6	+	136922301	136925660	1.73	0.318		0.11	0.952		2.05	0.228	
ENSG00000135525	MAP7	chr6	-	136342281	136550819	-0.922	1.22e-07	1.63e-06	-0.56	0.00148	0.00801	-0.765	1.06e-05	9.64e-05
ENSG00000146410	MTFR2	chr6	-	136231024	136250335	0.192	0.175	0.289	0.306	0.0264	0.0785	0.406	0.00317	0.0117
ENSG00000246145	RRS1-DT	chr8	-	66419589	66428977	-0.266	0.42	0.555	-0.496	0.141	0.275	-0.869	0.00984	0.0301
ENSG00000135541	AHI1	chr6	-	135283407	135498434	0.239	0.0568	0.119	0.0633	0.618	0.757	0.0767	0.541	0.677
ENSG00000112339	HBS1L	chr6	-	134960378	135103056	-0.169	0.0231	0.057	-0.0175	0.814	0.892	-0.0599	0.416	0.567
ENSG00000118514	ALDH8A1	chr6	-	134917393	134950115	-0.0475	0.917	0.951	0.257	0.573	0.722	-0.969	0.0517	0.117
ENSG00000236700	LINC01010	chr6	+	134343307	134504581	0.354	0.903		0.118	0.969		1.46	0.607	
ENSG00000286887		chr6	+	134296301	134304297	-0.413	0.505	0.633	-0.0293	0.962	0.979	-0.0962	0.874	0.92
ENSG00000028839	TBPL1	chr6	+	133952170	133990432	-1.55	5.01e-16	3.39e-14	-1.16	1.76e-09	4.89e-08	-1.32	3.48e-12	1.46e-10
ENSG00000118526	TCF21	chr6	+	133889113	133895553	3.67	0.207		2.82	0.344		1.86	0.539	
ENSG00000227954	TARID	chr6	-	133502252	133892802	2.7	0.279		1.85	0.472		0.00195	0.999	
ENSG00000007952	NOX1	chrX	-	100843324	100874359	-2.89	0.106		-1.84	0.282		-2.14	0.23	
ENSG00000182307	C8orf33	chr8	+	145052465	145066685	0.414	0.000772	0.00333	0.332	0.0072	0.0287	0.369	0.00261	0.01
ENSG00000112319	EYA4	chr6	+	133240514	133532128	0.023	0.949	0.971	-0.294	0.424	0.596	0.215	0.544	0.68
ENSG00000231023	LINC00326	chr6	+	132954257	133107410	-0.98	0.575	0.694	-0.0834	0.959	0.978	-2.85	0.121	
ENSG00000146409	SLC18B1	chr6	-	132769370	132813339	-1.07	1.85e-13	8.35e-12	-1.07	2.07e-13	1.2e-11	-0.923	1.52e-10	4.75e-09
ENSG00000112303	VNN2	chr6	-	132743870	132763459	-2.6	0.00829	0.0245	-1.31	0.0622	0.151	-0.986	0.155	0.276
ENSG00000122729	ACO1	chr9	+	32384603	32454769	-0.71	1.13e-07	1.53e-06	-0.469	0.000483	0.0032	-0.744	2.48e-08	4.69e-07
ENSG00000079950	STX7	chr6	-	132445867	132513198	0.391	8.62e-05	0.000511	0.194	0.0538	0.136	0.325	0.00108	0.00476
ENSG00000228495	LINC01013	chr6	+	131901848	132169992	3.62	0.0156	0.0414	1.7	0.277	0.445	2.68	0.0777	0.161
ENSG00000197594	ENPP1	chr6	+	131808016	131895155	1.2	2.1e-06	2.04e-05	1.14	9.09e-06	0.000105	1.3	2.84e-07	4.16e-06
ENSG00000112282	MED23	chr6	-	131573966	131628242	-0.14	0.0509	0.109	-0.111	0.121	0.245	-0.105	0.141	0.256
ENSG00000118507	AKAP7	chr6	+	131135467	131283535	1.42	2.51e-06	2.37e-05	0.963	0.0017	0.00898	1.08	0.000398	0.00205
ENSG00000158516	CPA2	chr7	+	130266863	130289798	-1.63	0.369		-1.71	0.373		-0.194	0.905	
ENSG00000164484	TMEM200A	chr6	+	130366017	130443067	2.02	1.13e-15	7.28e-14	1.64	1.39e-10	4.8e-09	2.03	5.18e-16	4.24e-14
ENSG00000146376	ARHGAP18	chr6	-	129576132	129710177	-0.446	0.00831	0.0246	-0.129	0.45	0.62	-0.234	0.165	0.289
ENSG00000130826	DKC1	chrX	+	154762742	154777689	-0.317	0.000277	0.00139	-0.361	3.94e-05	0.000375	-0.137	0.112	0.214
ENSG00000226149		chr6	-	129439485	129576047	-0.427	0.137	0.24	-0.2	0.489	0.653	-0.481	0.0936	0.186
ENSG00000289190		chr6	+	128520728	128521180	-0.866	0.472		0.772	0.425		-0.565	0.615	0.739
ENSG00000172673	THEMIS	chr6	-	127708072	127918631	3.21	0.038		3.19	0.0414		2.22	0.167	
ENSG00000189367	KIAA0408	chr6	-	127438406	127459389	3.95	0.0314		1.18	0.549		3.78	0.0392	
ENSG00000203760	CENPW	chr6	+	126340115	126348875	0.313	0.021	0.0527	0.421	0.00169	0.00894	0.548	3.67e-05	0.000276
ENSG00000111912	NCOA7	chr6	+	125781161	125932034	-0.135	0.286	0.42	-0.268	0.0351	0.0979	-0.144	0.253	0.398
ENSG00000135547	HEY2	chr6	+	125747664	125761269	1.16	0.00633	0.0195	1.51	0.000413	0.00282	0.504	0.243	0.386
ENSG00000111906	HDDC2	chr6	-	125219962	125302078	0.453	0.00116	0.00471	0.359	0.0105	0.0386	0.632	4.79e-06	4.84e-05
ENSG00000111907	TPD52L1	chr6	+	125119049	125264407	0.438	5.47e-09	1.02e-07	0.418	2.34e-08	5.03e-07	0.462	5.06e-10	1.45e-08
ENSG00000146373	RNF217	chr6	+	124962437	125092633	1.14	7.23e-12	2.46e-10	1.02	1.58e-09	4.43e-08	1.1	3.86e-11	1.34e-09
ENSG00000188580	NKAIN2	chr6	+	123803865	124825640	0.896	0.652		0.85	0.672		1.9	0.303	
ENSG00000106299	WASL	chr7	-	123681943	123749003	-0.471	1.64e-05	0.000122	-0.38	0.000569	0.00367	-0.542	6.51e-07	8.66e-06
ENSG00000172594	SMPDL3A	chr6	+	122789049	122809720	0.665	0.00223	0.00814	0.46	0.0366	0.101	0.963	8.25e-06	7.78e-05
ENSG00000164434	FABP7	chr6	+	122779716	122784074	1.46	8.15e-06	6.61e-05	0.843	0.0112	0.0405	1.5	4.71e-06	4.78e-05
ENSG00000287100		chr6	+	119349886	119689173	0.859	0.203	0.323	0.465	0.5	0.663	-0.901	0.205	0.34
ENSG00000111879	FAM184A	chr6	-	118959763	119149387	-0.577	0.114	0.208	-0.315	0.393	0.565	-1.14	0.00183	0.00744
ENSG00000253194		chr6	+	118934770	119182745	-3.1	0.0283		-4.21	0.00636		-5.01	0.00105	
ENSG00000111877	MCM9	chr6	-	118813442	118935162	0.462	0.00314	0.0109	0.377	0.0167	0.0551	0.341	0.0289	0.073
ENSG00000111860	CEP85L	chr6	-	118460772	118710075	0.447	0.000826	0.00352	0.471	0.000434	0.00293	0.0785	0.56	0.694
ENSG00000153989	NUS1	chr6	+	117675469	117710727	-0.462	0.000199	0.00105	-0.149	0.235	0.396	-0.308	0.0127	0.0371
ENSG00000164465	DCBLD1	chr6	+	117453817	117569858	-0.053	0.601	0.715	-0.0848	0.405	0.576	0.00101	0.992	0.999
ENSG00000111834	RSPH4A	chr6	+	116616479	116632985	0.309	0.863		1.54	0.33		1.16	0.479	
ENSG00000189241	TSPYL1	chr6	-	116267760	116279930	0.237	0.0027	0.0096	0.188	0.0183	0.0592	0.269	0.000623	0.00299
ENSG00000178425	NT5DC1	chr6	+	116100851	116249497	0.274	0.0015	0.00584	0.0198	0.82	0.895	0.147	0.0883	0.178
ENSG00000196591	HDAC2	chr6	-	113933028	114011308	-0.146	0.0768	0.152	-0.0888	0.287	0.455	-0.0815	0.322	0.472
ENSG00000277443	MARCKS	chr6	+	113857345	113863475	-0.534	0.0176	0.0458	-0.662	0.00365	0.0166	-0.638	0.00444	0.0155
ENSG00000230943	LINC02541	chr6	-	113616927	113650090	-2.99	0.106		-3.48	0.0618		-1.27	0.466	
ENSG00000223969		chr7	-	90590619	90597398	0.124	0.898		-0.369	0.711		0.575	0.539	
ENSG00000251258	RFPL4B	chr6	+	112347330	112351294	-0.0228	0.995		2.21	0.497		-0.88	0.794	
ENSG00000074935	TUBE1	chr6	-	112070663	112087529	-0.0776	0.656	0.759	-0.15	0.392	0.564	0.153	0.375	0.528
ENSG00000227012	LINC02527	chr6	-	111900305	111909420	-2.19	0.223		0.1	0.948		0.125	0.937	
ENSG00000010810	FYN	chr6	-	111660332	111873452	0.377	0.0375	0.0852	0.665	0.000283	0.00204	0.444	0.014	0.0403
ENSG00000231889	TRAF3IP2-AS1	chr6	+	111483459	111598783	0.775	0.00309	0.0108	0.367	0.17	0.314	0.463	0.0792	0.163
ENSG00000254180		chr8	-	90198389	90620077	-0.457	0.467	0.599	-0.517	0.407	0.578	-0.774	0.228	0.368
ENSG00000272356		chr6	+	111309203	111313517	0.134	0.422	0.557	0.0147	0.93	0.962	-0.115	0.491	0.635
ENSG00000112394	SLC16A10	chr6	+	111087503	111231194	-0.00655	0.974	0.987	-0.101	0.623	0.761	-0.713	0.000562	0.00275
ENSG00000197498	RPF2	chr6	+	110982015	111028263	-0.23	0.0254	0.0618	-0.275	0.00766	0.0302	0.0403	0.69	0.796
ENSG00000155115	GTF3C6	chr6	+	110958706	110967890	0.00924	0.932	0.961	-0.0247	0.821	0.896	0.0823	0.446	0.596
ENSG00000123505	AMD1	chr6	+	110874770	110898879	-0.859	1.22e-11	3.98e-10	-0.606	2.32e-06	3.14e-05	-0.64	4.03e-07	5.67e-06
ENSG00000155111	CDK19	chr6	-	110609978	110815958	-1.22	3.24e-12	1.18e-10	-0.929	1.41e-07	2.58e-06	-1.23	1.94e-12	8.67e-11
ENSG00000175283	DOLK	chr9	-	128945530	128947603	0.00663	0.971	0.985	-0.0961	0.599	0.742	0.151	0.401	0.554
ENSG00000289847		chr6	-	110530684	110566607	0.976	0.807		-0.0752	0.985		0.964	0.809	
ENSG00000287268		chr6	+	110341973	110354563	3.18	0.305		2.4	0.45		3.67	0.232	
ENSG00000112290	WASF1	chr6	-	110099819	110180004	1.17	1.18e-10	3.14e-09	1.05	1.05e-08	2.46e-07	0.561	0.00225	0.00885
ENSG00000112367	FIG4	chr6	+	109690609	109878098	0.143	0.0889	0.171	0.143	0.0893	0.196	0.0525	0.533	0.67
ENSG00000155085	AK9	chr6	-	109492855	109691217	-0.367	0.0969	0.183	-0.266	0.219	0.376	-0.47	0.0333	0.0817
ENSG00000112365	ZBTB24	chr6	-	109460632	109483239	-0.339	0.000301	0.0015	-0.475	4.48e-07	7.28e-06	-0.22	0.0175	0.0485
ENSG00000135587	SMPD2	chr6	+	109440724	109443919	-1.22	3.9e-10	9.45e-09	-0.811	2.84e-05	0.000282	-1.06	3.9e-08	7.03e-07
ENSG00000185250	PPIL6	chr6	-	109390215	109441171	-1.04	0.0864	0.167	-0.318	0.565	0.716	-0.949	0.111	0.213
ENSG00000260273		chr6	+	109382795	109383667	-0.0559	0.934	0.962	-0.329	0.635	0.769	0.0941	0.887	0.928
ENSG00000135535	CD164	chr6	-	109366514	109382467	-0.575	0.00136	0.00539	-0.372	0.0409	0.11	-0.666	0.000199	0.00115
ENSG00000118690	ARMC2	chr6	+	108848416	108974476	0.976	0.0219	0.0548	0.097	0.827	0.9	-0.143	0.752	0.839
ENSG00000112335	SNX3	chr6	-	108211222	108261246	-0.027	0.725	0.812	0.113	0.143	0.278	0.0262	0.732	0.825
ENSG00000025796	SEC63	chr6	-	107867756	107958208	-0.479	0.000229	0.00119	-0.239	0.0683	0.161	-0.378	0.00347	0.0126
ENSG00000146285	SCML4	chr6	-	107702154	107824317	-2.89	2.76e-16	1.95e-14	-2.31	3.34e-14	2.22e-12	-3.24	2.64e-18	3.2e-16
ENSG00000176595	KBTBD11	chr8	+	1973677	2006936	-0.729	0.000825	0.00352	-1.13	3.75e-07	6.15e-06	-0.531	0.0123	0.0363
ENSG00000289433		chr6	+	107595351	107597651	0.21	0.888		-1.89	0.283		-1.23	0.451	
ENSG00000272398	CD24	chr6	-	106969831	106975627	0.0246	0.805	0.871	-0.104	0.306	0.475	-0.186	0.062	0.135
ENSG00000130348	QRSL1	chr6	+	106629578	106668417	0.0878	0.574	0.694	-0.0358	0.82	0.895	0.262	0.0912	0.182
ENSG00000112297	CRYBG1	chr6	+	106360717	106572017	-2.06	1.05e-24	2.08e-22	-1.82	1.91e-19	2.7e-17	-1.73	3.86e-18	4.53e-16
ENSG00000269919		chr6	+	106100140	106100593	1.05	0.797		-0.248	0.952		0.00429	0.999	
ENSG00000085377	PREP	chr6	-	105273218	105454062	-0.249	0.00292	0.0103	-0.276	0.00104	0.00598	-0.179	0.0312	0.0777
ENSG00000029639	TFB1M	chr6	-	155256134	155314493	0.542	0.000131	0.000731	0.454	0.00135	0.00744	0.655	2.85e-06	3.11e-05
ENSG00000203809	LIN28B-AS1	chr6	-	104864464	104941447	-0.299	0.576	0.695	0.294	0.548	0.703	0.11	0.826	0.891
ENSG00000288084		chr6	-	103866023	103874687	1.77	0.695		2	0.661		0.962	0.832	
ENSG00000112249	ASCC3	chr6	-	100508194	100881372	0.294	0.00606	0.0188	0.208	0.055	0.138	0.465	1.31e-05	0.000116
ENSG00000112238	PRDM13	chr6	+	99606774	99615578	1.28	0.637		0.797	0.772		-0.776	0.787	
ENSG00000279170	TSTD3	chr6	+	99520976	99589899	0.785	0.000257	0.00131	0.672	0.00194	0.00999	0.503	0.0202	0.0547
ENSG00000132424	PNISR	chr6	-	99397629	99425331	-0.131	0.336	0.473	-0.0819	0.552	0.706	-0.155	0.254	0.398
ENSG00000132423	COQ3	chr6	-	99369401	99394195	0.403	0.0874	0.168	0.478	0.0401	0.109	0.747	0.00114	0.00498
ENSG00000185960	SHOX	chrX	+	624344	659411	-2.04	1.02e-05	8.02e-05	-1.94	1.46e-05	0.000158	-1.62	0.000205	0.00118
ENSG00000112234	FBXL4	chr6	-	98868535	98948006	0.465	1.43e-05	0.000108	0.259	0.0163	0.0542	0.291	0.00664	0.0219
ENSG00000146263	MMS22L	chr6	-	97142161	97283217	0.645	1.28e-06	1.31e-05	0.383	0.00454	0.0198	0.585	1.06e-05	9.64e-05
ENSG00000123545	NDUFAF4	chr6	-	96889315	96897891	-0.487	0.00249	0.00893	-0.745	4.43e-06	5.56e-05	-0.319	0.0451	0.105
ENSG00000014123	UFL1	chr6	+	96521595	96555276	-0.0368	0.619	0.731	0.11	0.135	0.267	0.0965	0.187	0.318
ENSG00000287578		chr6	-	95917143	96015391	-1.41	0.45		-0.138	0.937		-2.2	0.259	
ENSG00000135604	STX11	chr6	+	144150487	144191939	0.104	0.624	0.734	0.227	0.278	0.445	0.0826	0.695	0.799
ENSG00000261366	MANEA-DT	chr6	-	95575183	95577450	-0.0388	0.945	0.968	-0.0791	0.89	0.939	-0.836	0.155	0.276
ENSG00000112182	BACH2	chr6	-	89926528	90296843	1.26	0.0789	0.155	1.1	0.131	0.261	1.56	0.029	0.0732
ENSG00000083099	LYRM2	chr6	-	89568144	89638749	0.326	0.0129	0.0354	0.268	0.0423	0.113	0.398	0.00226	0.00887
ENSG00000135299	ANKRD6	chr6	+	89433152	89633834	1.12	6.34e-05	0.000392	0.938	0.000914	0.0054	0.92	0.000978	0.00439
ENSG00000025039	RRAGD	chr6	-	89364616	89412273	-0.0427	0.917	0.951	0.0693	0.865	0.925	-0.416	0.314	0.463
ENSG00000198833	UBE2J1	chr6	-	89326625	89352722	0.238	0.0457	0.0998	0.445	0.000217	0.00163	0.388	0.00106	0.00468
ENSG00000111886	GABRR2	chr6	-	89254464	89315299	-0.176	0.605	0.719	0.412	0.228	0.387	-0.339	0.321	0.471
ENSG00000154548	SRSF12	chr6	-	89095959	89118071	0.975	0.014	0.0378	0.78	0.051	0.131	0.819	0.0384	0.0919
ENSG00000146278	PNRC1	chr6	+	89080751	89085160	-0.289	0.19	0.308	-0.194	0.384	0.556	-0.648	0.00327	0.012
ENSG00000288722	F8A1	chrX	+	154886355	154888061	-0.488	0.00692	0.021	-0.652	0.00031	0.00221	-0.7	0.000126	0.000786
ENSG00000289931		chr6	+	88963824	88964471	1.9	0.224		1.21	0.439		0.0823	0.963	
ENSG00000111880	RNGTT	chr6	-	88609897	88963618	0.265	0.0122	0.0338	0.192	0.0712	0.166	0.315	0.00277	0.0105
ENSG00000225366	TDGF1P3	chrX	+	110520896	110523021	3.02	0.164		2.32	0.3		1.44	0.524	
ENSG00000148334	PTGES2	chr9	-	128120693	128128462	0.125	0.372	0.509	-0.0339	0.81	0.889	0.178	0.201	0.335
ENSG00000135334	AKIRIN2	chr6	-	87674860	87702233	-0.489	2.46e-05	0.000173	-0.174	0.134	0.266	-0.372	0.00122	0.00526
ENSG00000203872	C6orf163	chr6	+	87344813	87365463	1.13	0.002	0.00742	0.674	0.0736	0.17	0.0686	0.859	0.911
ENSG00000164411	GJB7	chr6	-	87282980	87329278	-0.711	0.515	0.642	-0.772	0.461		-0.16	0.874	0.92
ENSG00000135346	CGA	chr6	-	87085498	87095106	-1.78	5.11e-07	5.89e-06	-1.02	0.00456	0.0199	-1.71	1.4e-06	1.7e-05
ENSG00000288021		chr6	+	85949690	85998263	1.33	0.246		1.41	0.223		0.319	0.795	
ENSG00000135316	SYNCRIP	chr6	-	85607779	85644063	0.00638	0.913	0.949	0.0236	0.69	0.809	0.0909	0.119	0.225
ENSG00000135318	NT5E	chr6	+	85449584	85495791	-2.11	7.99e-05	0.000478	-3.2	7.91e-08	1.54e-06	-2.02	0.000111	0.000705
ENSG00000135315	CEP162	chr6	-	84124241	84227643	0.558	9.04e-05	0.000532	0.412	0.00406	0.0181	0.517	0.000268	0.00148
ENSG00000135324	MRAP2	chr6	+	84033772	84090881	0.102	0.803	0.869	0.442	0.286	0.454	0.23	0.574	0.705
ENSG00000230852	LINC02857	chr6	+	84019204	84026100	-0.057	0.956	0.975	0.603	0.519	0.678	0.0191	0.985	
ENSG00000065615	CYB5R4	chr6	+	83859656	83967423	0.492	4.9e-06	4.27e-05	0.409	0.000146	0.00116	0.606	1.12e-08	2.32e-07
ENSG00000228113		chr7	+	88219359	88304367	1.82	0.351		0.482	0.812		-0.95	0.666	
ENSG00000146250	PRSS35	chr6	+	83512534	83525704	3.57	2.71e-05	0.000189	2.57	0.00284	0.0135	3.38	6.65e-05	0.000458
ENSG00000065833	ME1	chr6	-	83210402	83431051	0.459	0.0056	0.0177	0.267	0.11	0.23	0.778	2e-06	2.31e-05
ENSG00000013392	RWDD2A	chr6	+	83193357	83198935	-0.135	0.438	0.573	-0.196	0.255	0.42	-0.112	0.515	0.655
ENSG00000083097	DOP1A	chr6	+	83067666	83171350	0.474	0.000617	0.00275	0.235	0.0934	0.203	0.35	0.0113	0.0339
ENSG00000106261	ZKSCAN1	chr7	+	100015572	100041689	0.0637	0.489	0.619	0.0724	0.436	0.607	-0.113	0.218	0.356
ENSG00000005700	IBTK	chr6	-	82169986	82247754	0.615	6.42e-07	7.16e-06	0.455	0.000266	0.00194	0.541	1.09e-05	9.86e-05
ENSG00000105821	DNAJC2	chr7	-	103312289	103344830	-0.329	0.00111	0.00454	-0.16	0.112	0.232	-0.0726	0.466	0.614
ENSG00000112773	TENT5A	chr6	-	81491439	81752774	-0.546	0.012	0.0332	-0.0867	0.693	0.811	-0.406	0.0609	0.133
ENSG00000106617	PRKAG2	chr7	-	151556124	151877214	-1.09	7.08e-15	3.98e-13	-0.876	5.02e-10	1.56e-08	-0.798	8.88e-09	1.9e-07
ENSG00000146733	PSPH	chr7	-	56011051	56051604	-0.0731	0.542	0.665	-0.127	0.289	0.457	0.176	0.134	0.246
ENSG00000260645		chr6	+	80466958	80469080	1.56	0.000118	0.000665	0.96	0.0221	0.0688	0.0941	0.829	0.893
ENSG00000233967		chr6	+	80441295	80466674	0.913	0.00327	0.0113	0.631	0.0457	0.12	-0.0202	0.949	0.972
ENSG00000083123	BCKDHB	chr6	+	80106647	80346270	0.705	5.12e-06	4.45e-05	0.519	0.000896	0.00531	0.368	0.0177	0.049
ENSG00000287811		chr6	+	79537185	79539976	1.2	0.000443	0.00208	0.75	0.0333	0.094	0.642	0.0665	0.142
ENSG00000135338	LCA5	chr6	-	79484991	79537458	0.256	0.205	0.326	0.101	0.619	0.758	0.179	0.373	0.526
ENSG00000104361	NIPAL2	chr8	-	98189826	98294393	0.65	0.0241	0.0593	0.353	0.225	0.383	0.27	0.355	0.507
ENSG00000231533		chr6	+	79420172	79529276	-4.52	0.000759	0.00329	-1.96	0.0179	0.0583	-4.6	0.000594	0.00288
ENSG00000146247	PHIP	chr6	-	78934419	79078287	-0.197	0.0885	0.17	-0.134	0.253	0.417	-0.27	0.0195	0.053
ENSG00000271945		chr6	+	76774966	77097788	0.0176	0.979	0.989	-0.125	0.852	0.916	0.669	0.292	0.44
ENSG00000112706	IMPG1	chr6	-	75921114	76072678	-0.22	0.89		-3.04	0.0933		-0.316	0.842	
ENSG00000196586	MYO6	chr6	+	75749201	75919537	-0.745	0.000509	0.00235	-0.433	0.0462	0.121	-0.791	0.000213	0.00122
ENSG00000112701	SENP6	chr6	+	75601509	75718281	-0.0861	0.167	0.279	-0.154	0.0143	0.049	-0.107	0.0854	0.173
ENSG00000118407	FILIP1	chr6	-	75291859	75493800	3.35	1.54e-08	2.57e-07	2.32	0.000115	0.000944	3.42	6.7e-09	1.47e-07
ENSG00000225793	TMEM30A-DT	chr6	+	75284992	75317525	0.47	0.151	0.259	0.127	0.703	0.819	-0.0905	0.791	0.865
ENSG00000112695	COX7A2	chr6	-	75237675	75250323	-0.0391	0.66	0.762	-0.0345	0.699	0.816	0.137	0.121	0.227
ENSG00000119899	SLC17A5	chr6	-	73593379	73653992	-0.126	0.523	0.649	-0.275	0.168	0.312	0.121	0.538	0.674
ENSG00000156508	EEF1A1	chr6	-	73489308	73525587	-0.201	0.0498	0.107	-0.16	0.122	0.246	-0.262	0.0103	0.0312
ENSG00000229852	KHDC1-AS1	chr6	+	73263212	73301789	0.941	0.000267	0.00135	0.816	0.0017	0.00898	0.645	0.0136	0.0394
ENSG00000056998	GYG2	chrX	+	2828822	2882818	0.73	3.28e-07	3.99e-06	0.605	2.71e-05	0.000272	0.648	5.38e-06	5.38e-05
ENSG00000256980	KHDC1L	chr6	-	73223544	73225770	1.08	0.681		1.56	0.548		0.967	0.712	
ENSG00000185760	KCNQ5	chr6	+	72621792	73198853	1.69	2.97e-10	7.32e-09	1.49	4.17e-08	8.65e-07	0.968	0.000321	0.00172
ENSG00000285844	KCNQ5-DT	chr6	-	72614386	72622073	1.05	0.393		1.72	0.155		1.11	0.361	
ENSG00000224349	FAM135A-AS1	chr6	-	70412828	70413950	-1.77	0.702		-0.0499	0.991		-1.8	0.697	
ENSG00000112280	COL9A1	chr6	-	70216040	70303084	-0.381	0.793		-1.18	0.455		0.569	0.667	
ENSG00000082293	COL19A1	chr6	+	69866556	70212468	0.141	0.659	0.761	-0.325	0.317	0.486	0.49	0.12	0.227
ENSG00000168216	LMBRD1	chr6	-	69672757	69867236	-0.15	0.0771	0.152	-0.107	0.207	0.361	-0.193	0.0228	0.0603
ENSG00000135298	ADGRB3	chr6	+	68635282	69390571	0.345	0.883		-0.715	0.768		-0.141	0.952	
ENSG00000273820	USP27X	chrX	+	49879484	49882558	-0.554	8.17e-05	0.000487	-0.634	7.35e-06	8.68e-05	-0.425	0.00229	0.00897
ENSG00000214558	ZC3H11C	chr6	+	65301476	65306574	-0.405	0.119	0.215	-0.32	0.213	0.369	-0.515	0.0478	0.11
ENSG00000236345	SCAT8	chr6	+	63805797	63822699	-0.424	0.757	0.836	0.968	0.426	0.598	0.00608	0.996	1
ENSG00000285976		chr6	+	63572472	63583587	0.493	0.635	0.743	1.15	0.272	0.438	1.05	0.309	0.459
ENSG00000266680		chr6	-	63571005	63572408	-0.11	0.745	0.827	0.0882	0.786	0.874	0.315	0.327	0.477
ENSG00000112245	PTP4A1	chr6	+	63521746	63583588	-0.15	0.146	0.251	0.00225	0.983	0.991	0.00234	0.982	0.994
ENSG00000198225	FKBP1C	chr6	+	63211446	63213024	0.964	0.231	0.357	0.427	0.61	0.751	1.3	0.0969	0.191
ENSG00000146143	PRIM2	chr6	+	57314805	57646850	-0.0852	0.356	0.493	-0.0977	0.29	0.458	0.0268	0.769	0.851
ENSG00000112208	BAG2	chr6	+	57172326	57189833	0.108	0.592	0.709	-0.15	0.462	0.631	0.35	0.0804	0.165
ENSG00000112200	ZNF451	chr6	+	57086844	57170305	0.0643	0.469	0.601	0.00107	0.99	0.995	0.0531	0.548	0.683
ENSG00000168116	KIAA1586	chr6	+	57046532	57055239	-0.153	0.2	0.32	-0.147	0.218	0.374	0.0312	0.791	0.865
ENSG00000151917	BEND6	chr6	+	56955107	57027346	0.321	0.102	0.19	0.0646	0.744	0.847	0.171	0.382	0.534
ENSG00000146151	HMGCLL1	chr6	-	55434373	55579197	1.56	0.463		2.53	0.22		0.891	0.686	
ENSG00000124743	KLHL31	chr6	-	53647916	53665756	0.48	0.129	0.229	0.498	0.119	0.242	-0.226	0.485	0.631
ENSG00000249379	GCLC-AS1	chr6	+	53503109	53507660	0.349	0.728	0.814	0.652	0.492	0.655	1.02	0.272	0.418
ENSG00000001084	GCLC	chr6	-	53497341	53616970	-0.4	0.00136	0.00538	-0.258	0.0399	0.108	-0.304	0.0142	0.0408
ENSG00000012660	ELOVL5	chr6	-	53267398	53349179	-0.432	0.000253	0.00129	-0.499	2.92e-05	0.000289	-0.222	0.0586	0.129
ENSG00000170899	GSTA4	chr6	-	52977948	52995304	-1.3	3.71e-07	4.45e-06	-0.799	0.002	0.0102	-1.31	2.96e-07	4.32e-06
ENSG00000291036		chr6	-	52939726	52973149	-2.04	5e-04	0.00231	-1.41	0.0134	0.0467	-2.62	1.47e-05	0.000127
ENSG00000244067	GSTA2	chr6	-	52750087	52763475	-1.9	0.244		-2.65	0.131		-1.84	0.258	
ENSG00000096092	TMEM14A	chr6	+	52671113	52686588	0.414	0.0479	0.104	0.519	0.0121	0.0429	0.686	0.000799	0.0037
ENSG00000225791	TRAM2-AS1	chr6	+	52576787	52643058	0.255	0.377	0.514	0.0867	0.764	0.859	0.0118	0.968	0.985
ENSG00000289276		chr6	+	52364084	52365145	0.998	0.0172	0.0448	1.12	0.00825	0.0319	-0.224	0.601	0.727
ENSG00000096093	EFHC1	chr6	+	52362123	52529886	0.726	1.3e-05	9.92e-05	0.652	0.000103	0.000861	0.437	0.0092	0.0285
ENSG00000290685		chr9	-	93318199	93346414	-2.59	0.0106	0.0301	-3.4	0.00378	0.0171	-2.64	0.00902	0.0281
ENSG00000104518	GSDMD	chr8	+	143553207	143563062	-0.271	0.0726	0.145	-0.311	0.0389	0.106	-0.304	0.0434	0.101
