gene_ID	hgnc_symbol	chr	strand	start	end	EOMES_KO_log2FoldChange	EOMES_KO_pvalue	EOMES_KO_padj
ENSG00000269919		chr6	+	106100140	106100593	-2.03	0.376	0.469
ENSG00000253252		chr8	-	9180251	9182519	-5	0.000642	0.00138
ENSG00000085377	PREP	chr6	-	105273218	105454062	0.448	3.23e-13	1.29e-12
ENSG00000029639	TFB1M	chr6	-	155256134	155314493	-0.553	1.15e-08	3.6e-08
ENSG00000203809	LIN28B-AS1	chr6	-	104864464	104941447	1.08	0.0481	0.0781
ENSG00000288084		chr6	-	103866023	103874687	-0.0525	0.985	
ENSG00000112249	ASCC3	chr6	-	100508194	100881372	1.11	3.95e-68	5.16e-67
ENSG00000112238	PRDM13	chr6	+	99606774	99615578	-3.73	0.0506	0.0819
ENSG00000279170	TSTD3	chr6	+	99520976	99589899	0.0424	0.826	0.872
ENSG00000132424	PNISR	chr6	-	99397629	99425331	0.161	0.0103	0.0189
ENSG00000132423	COQ3	chr6	-	99369401	99394195	-0.693	5.86e-08	1.76e-07
ENSG00000112234	FBXL4	chr6	-	98868535	98948006	0.285	0.00113	0.00236
ENSG00000146263	MMS22L	chr6	-	97142161	97283217	0.534	1.17e-12	4.55e-12
ENSG00000123545	NDUFAF4	chr6	-	96889315	96897891	-0.376	3.51e-05	8.57e-05
ENSG00000014123	UFL1	chr6	+	96521595	96555276	-0.606	2.45e-22	1.37e-21
ENSG00000287578		chr6	-	95917143	96015391	-3.23	0.0893	0.136
ENSG00000135604	STX11	chr6	+	144150487	144191939	-0.773	0.245	0.328
ENSG00000261366	MANEA-DT	chr6	-	95575183	95577450	-2.34	5.49e-27	3.52e-26
ENSG00000289178		chr6	-	94546175	94735938	-6.81	6.44e-08	1.93e-07
ENSG00000289081		chr6	+	93419821	93420209	2.56	0.00572	0.0109
ENSG00000112182	BACH2	chr6	-	89926528	90296843	0.845	1.16e-25	7.17e-25
ENSG00000083099	LYRM2	chr6	-	89568144	89638749	-0.17	0.0343	0.0575
ENSG00000135299	ANKRD6	chr6	+	89433152	89633834	0.384	3.07e-13	1.22e-12
ENSG00000025039	RRAGD	chr6	-	89364616	89412273	3.58	3.23e-93	5.77e-92
ENSG00000198833	UBE2J1	chr6	-	89326625	89352722	0.982	7.76e-76	1.12e-74
ENSG00000111886	GABRR2	chr6	-	89254464	89315299	0.837	0.524	0.612
ENSG00000154548	SRSF12	chr6	-	89095959	89118071	-1.34	1.92e-44	1.77e-43
ENSG00000146278	PNRC1	chr6	+	89080751	89085160	0.155	0.00218	0.00439
ENSG00000288722	F8A1	chrX	+	154886355	154888061	-0.791	1.65e-13	6.65e-13
ENSG00000289931		chr6	+	88963824	88964471	1.68	0.0911	0.139
ENSG00000111880	RNGTT	chr6	-	88609897	88963618	-0.0509	0.374	0.467
ENSG00000225366	TDGF1P3	chrX	+	110520896	110523021	-4.22	5.4e-68	7.01e-67
ENSG00000148334	PTGES2	chr9	-	128120693	128128462	-0.117	0.136	0.198
ENSG00000135334	AKIRIN2	chr6	-	87674860	87702233	-0.249	2.57e-05	6.36e-05
ENSG00000203872	C6orf163	chr6	+	87344813	87365463	0.533	0.111	0.165
ENSG00000164411	GJB7	chr6	-	87282980	87329278	-1.04	0.186	0.258
ENSG00000135346	CGA	chr6	-	87085498	87095106	3.03	0.113	0.168
ENSG00000288021		chr6	+	85949690	85998263	-0.614	0.543	0.629
ENSG00000135316	SYNCRIP	chr6	-	85607779	85644063	0.302	2.96e-13	1.18e-12
ENSG00000135318	NT5E	chr6	+	85449584	85495791	2.93	2.51e-18	1.23e-17
ENSG00000135315	CEP162	chr6	-	84124241	84227643	0.365	2.54e-06	6.81e-06
ENSG00000135324	MRAP2	chr6	+	84033772	84090881	0.835	4.85e-21	2.61e-20
ENSG00000230852	LINC02857	chr6	+	84019204	84026100	-1.51	0.544	
ENSG00000065615	CYB5R4	chr6	+	83859656	83967423	0.287	0.00118	0.00245
ENSG00000203877	RIPPLY2	chr6	+	83853360	83857515	2.29	0.0443	0.0726
ENSG00000146250	PRSS35	chr6	+	83512534	83525704	1.01	7.88e-13	3.09e-12
ENSG00000065833	ME1	chr6	-	83210402	83431051	-0.151	0.148	0.212
ENSG00000013392	RWDD2A	chr6	+	83193357	83198935	-0.388	0.000161	0.000369
ENSG00000083097	DOP1A	chr6	+	83067666	83171350	-0.889	7.66e-39	6.37e-38
ENSG00000106261	ZKSCAN1	chr7	+	100015572	100041689	-0.16	0.000823	0.00175
ENSG00000005700	IBTK	chr6	-	82169986	82247754	-0.643	2.2e-37	1.78e-36
ENSG00000105821	DNAJC2	chr7	-	103312289	103344830	-0.0733	0.353	0.446
ENSG00000112773	TENT5A	chr6	-	81491439	81752774	2.98	4.33e-257	2.53e-255
ENSG00000106617	PRKAG2	chr7	-	151556124	151877214	-1.05	2.01e-25	1.24e-24
ENSG00000146733	PSPH	chr7	-	56011051	56051604	-0.253	0.00349	0.00687
ENSG00000260645		chr6	+	80466958	80469080	-0.253	0.705	0.772
ENSG00000233967		chr6	+	80441295	80466674	-0.381	0.26	0.345
ENSG00000083123	BCKDHB	chr6	+	80106647	80346270	-0.118	0.156	0.222
ENSG00000287811		chr6	+	79537185	79539976	-1.15	0.00116	0.00242
ENSG00000135338	LCA5	chr6	-	79484991	79537458	-0.688	6.71e-14	2.76e-13
ENSG00000104361	NIPAL2	chr8	-	98189826	98294393	0.0686	0.689	0.759
ENSG00000146247	PHIP	chr6	-	78934419	79078287	0.369	1.31e-13	5.3e-13
ENSG00000271945		chr6	+	76774966	77097788	-3.2	0.0747	
ENSG00000196586	MYO6	chr6	+	75749201	75919537	-0.312	8.66e-07	2.41e-06
ENSG00000112701	SENP6	chr6	+	75601509	75718281	0.0244	0.615	0.697
ENSG00000118407	FILIP1	chr6	-	75291859	75493800	3.12	1.26e-89	2.15e-88
ENSG00000225793	TMEM30A-DT	chr6	+	75284992	75317525	0.654	0.283	0.371
ENSG00000112695	COX7A2	chr6	-	75237675	75250323	-0.202	0.000259	0.000581
ENSG00000176402	GJC3	chr7	-	99923266	99929620	1.19	0.0158	0.0282
ENSG00000231652	CD109-AS1	chr6	-	73693903	73696131	1.73	0.0194	0.0341
ENSG00000119899	SLC17A5	chr6	-	73593379	73653992	0.997	1.84e-19	9.36e-19
ENSG00000156508	EEF1A1	chr6	-	73489308	73525587	0.219	1.99e-06	5.37e-06
ENSG00000229852	KHDC1-AS1	chr6	+	73263212	73301789	-0.695	0.000102	0.000239
ENSG00000056998	GYG2	chrX	+	2828822	2882818	-0.256	3.72e-05	9.08e-05
ENSG00000256980	KHDC1L	chr6	-	73223544	73225770	-0.973	0.478	0.57
ENSG00000185760	KCNQ5	chr6	+	72621792	73198853	4.34	1.65e-225	8.16e-224
ENSG00000285844	KCNQ5-DT	chr6	-	72614386	72622073	6.1	1.14e-05	2.9e-05
ENSG00000224349	FAM135A-AS1	chr6	-	70412828	70413950	-0.158	0.928	0.951
ENSG00000287300		chr6	-	70345919	70351802	-3.17	0.00066	0.00142
ENSG00000112280	COL9A1	chr6	-	70216040	70303084	0.0855	0.629	0.709
ENSG00000082293	COL19A1	chr6	+	69866556	70212468	-1.03	0.0953	0.145
ENSG00000168216	LMBRD1	chr6	-	69672757	69867236	-1.67	4.88e-107	1.01e-105
ENSG00000289611		chr6	+	68840383	68843062	-0.31	0.844	0.886
ENSG00000135298	ADGRB3	chr6	+	68635282	69390571	2.55	3.01e-23	1.74e-22
ENSG00000273820	USP27X	chrX	+	49879484	49882558	0.338	0.00117	0.00244
ENSG00000214558	ZC3H11C	chr6	+	65301476	65306574	0.69	0.0288	0.049
ENSG00000236345	SCAT8	chr6	+	63805797	63822699	-1.67	0.0012	0.0025
ENSG00000285976		chr6	+	63572472	63583587	0.189	0.86	0.898
ENSG00000266680		chr6	-	63571005	63572408	0.644	0.04	0.0662
ENSG00000112245	PTP4A1	chr6	+	63521746	63583588	1.07	1.27e-76	1.86e-75
ENSG00000198225	FKBP1C	chr6	+	63211446	63213024	0.576	0.25	0.334
ENSG00000287679		chr6	+	61870097	61893882	3.11	0.113	0.167
ENSG00000225096		chr6	+	57961438	58438364	3.43	0.0402	0.0664
ENSG00000146143	PRIM2	chr6	+	57314805	57646850	0.779	1.09e-23	6.38e-23
ENSG00000112208	BAG2	chr6	+	57172326	57189833	0.661	9.95e-07	2.75e-06
ENSG00000112200	ZNF451	chr6	+	57086844	57170305	0.315	1.63e-10	5.68e-10
ENSG00000168116	KIAA1586	chr6	+	57046532	57055239	0.338	7.11e-06	1.85e-05
ENSG00000151917	BEND6	chr6	+	56955107	57027346	0.998	4.91e-05	0.000118
ENSG00000146151	HMGCLL1	chr6	-	55434373	55579197	2.39	0.000125	0.00029
ENSG00000137252	HCRTR2	chr6	+	55106460	55282617	1.59	0.379	0.473
ENSG00000124743	KLHL31	chr6	-	53647916	53665756	1.4	0.00383	0.00749
ENSG00000001084	GCLC	chr6	-	53497341	53616970	-1.38	9.27e-103	1.84e-101
ENSG00000012660	ELOVL5	chr6	-	53267398	53349179	0.204	0.000184	0.000418
ENSG00000170899	GSTA4	chr6	-	52977948	52995304	0.783	9.76e-15	4.18e-14
ENSG00000244067	GSTA2	chr6	-	52750087	52763475	-0.301	0.434	0.527
ENSG00000096092	TMEM14A	chr6	+	52671113	52686588	0.731	0.000293	0.000652
ENSG00000225791	TRAM2-AS1	chr6	+	52576787	52643058	0.139	0.337	0.429
ENSG00000289276		chr6	+	52364084	52365145	4.65	2.47e-06	6.63e-06
ENSG00000096093	EFHC1	chr6	+	52362123	52529886	0.341	0.00111	0.00232
ENSG00000290685		chr9	-	93318199	93346414	-1.89	0.0691	0.109
ENSG00000104518	GSDMD	chr8	+	143553207	143563062	-0.813	8.75e-14	3.58e-13
ENSG00000170927	PKHD1	chr6	-	51615299	52087613	-1.62	0.00101	0.00212
ENSG00000119397	CNTRL	chr9	+	121074660	121177729	-0.117	0.0804	0.124
ENSG00000112077	RHAG	chr6	-	49605175	49636839	5.66	2.1e-05	5.24e-05
ENSG00000146085	MMUT	chr6	-	49430360	49463253	0.378	3.77e-08	1.15e-07
ENSG00000153294	ADGRF4	chr6	+	47685864	47722021	1.78	7.32e-19	3.66e-18
ENSG00000270761	CD2AP-DT	chr6	-	47477208	47478160	-0.466	0.426	0.519
ENSG00000146072	TNFRSF21	chr6	-	47231532	47309905	-1	4.34e-90	7.46e-89
ENSG00000153292	ADGRF1	chr6	-	46997708	47042350	0.567	0.795	0.847
ENSG00000069122	ADGRF5	chr6	-	46852522	46954943	5.28	8.06e-18	3.88e-17
ENSG00000128513	POT1	chr7	-	124822386	124929983	-0.19	0.00523	0.0101
ENSG00000164674	SYTL3	chr6	+	158650014	158764876	-0.515	0.344	0.436
ENSG00000146070	PLA2G7	chr6	-	46704201	46735693	-1.73	2.95e-06	7.88e-06
ENSG00000153291	SLC25A27	chr6	+	46652915	46678190	0.299	0.458	0.55
ENSG00000271830		chr8	-	103481266	103481619	-0.861	0.477	0.569
ENSG00000146233	CYP39A1	chr6	-	46549580	46652830	0.501	0.0962	0.146
ENSG00000172348	RCAN2	chr6	-	46220736	46491972	-1.51	4.39e-50	4.39e-49
ENSG00000001561	ENPP4	chr6	+	46129989	46146688	-2.27	1.19e-74	1.7e-73
ENSG00000231769		chr6	-	46096004	46129857	-2.45	0.267	
ENSG00000112782	CLIC5	chr6	-	45880827	46080348	4.61	1.23e-07	3.62e-07
ENSG00000196284	SUPT3H	chr6	-	44809317	45377953	-0.125	0.17	0.239
ENSG00000146221	TCTE1	chr6	-	44278734	44297698	-2.9	0.209	
ENSG00000157593	SLC35B2	chr6	-	44254096	44257890	-0.372	1.22e-08	3.81e-08
ENSG00000262179	MYMX	chr6	+	44216926	44218234	-0.344	0.632	0.712
ENSG00000137216	TMEM63B	chr6	+	44126914	44155519	-0.454	4.55e-11	1.62e-10
ENSG00000287562		chr6	-	44090787	44095585	0.707	0.00104	0.00219
ENSG00000181577	LINC03040	chr6	+	44000580	44007612	-2.1	2.36e-10	8.11e-10
ENSG00000289609		chr6	+	43990798	43999561	-2.62	4.06e-14	1.69e-13
ENSG00000237686	SCIRT	chr6	-	43931572	44074655	-3.51	3.42e-19	1.73e-18
ENSG00000198963	RORB	chr9	+	74497335	74693177	3.11	0.000406	0.000891
ENSG00000172426	RSPH9	chr6	+	43645036	43672600	0.669	0.281	0.368
ENSG00000124688	MAD2L1BP	chr6	+	43629540	43640941	-0.436	1.18e-07	3.48e-07
ENSG00000172432	GTPBP2	chr6	-	43605316	43629264	0.103	0.115	0.171
ENSG00000124571	XPO5	chr6	-	43522334	43576038	0.313	4.04e-09	1.3e-08
ENSG00000171453	POLR1C	chr6	+	43509702	43562419	-0.182	0.0432	0.071
ENSG00000171462	DLK2	chr6	-	43450352	43456632	6.13	2.03e-08	6.26e-08
ENSG00000124574	ABCC10	chr6	+	43427366	43450427	0.754	9.79e-19	4.88e-18
ENSG00000156735	BAG4	chr8	+	38176533	38213301	-0.418	6.19e-12	2.31e-11
ENSG00000287055		chr6	+	43370026	43425283	5.45	4.95e-05	0.000119
ENSG00000171467	ZNF318	chr6	-	43307134	43369647	1.45	8.33e-104	1.67e-102
ENSG00000146216	TTBK1	chr6	+	43243481	43288258	0.231	0.709	0.776
ENSG00000112659	CUL9	chr6	+	43182184	43224587	0.633	2.53e-09	8.24e-09
ENSG00000272170	KLC4-AS1	chr6	-	43074331	43074739	-0.957	0.463	0.555
ENSG00000112651	MRPL2	chr6	-	43054029	43059438	-0.497	2.7e-09	8.76e-09
ENSG00000137171	KLC4	chr6	+	43040777	43075095	0.316	0.000156	0.000359
ENSG00000044090	CUL7	chr6	-	43037617	43053943	1.06	4.46e-59	5.1e-58
ENSG00000272223		chr6	-	43033897	43034405	0.508	0.665	0.739
ENSG00000124541	RRP36	chr6	+	43021623	43034156	0.154	0.0112	0.0205
ENSG00000124733	MEA1	chr6	-	43011143	43016868	-0.296	7.88e-07	2.2e-06
ENSG00000124713	GNMT	chr6	+	42960754	42963880	-0.059	0.947	0.966
ENSG00000137161	CNPY3	chr6	+	42929480	42939294	0.647	7.66e-24	4.51e-23
ENSG00000112624	BICRAL	chr6	+	42782052	42868558	-0.239	0.000369	0.000813
ENSG00000229582	PBX3-DT	chr9	-	125743754	125746552	1.03	0.288	0.376
ENSG00000024048	UBR2	chr6	+	42564029	42693505	0.522	1.3e-15	5.74e-15
ENSG00000137221	TJAP1	chr6	+	43477523	43506556	-0.28	0.000173	0.000396
ENSG00000124496	TRERF1	chr6	-	42224931	42452051	0.821	3.15e-07	9.02e-07
ENSG00000048544	MRPS10	chr6	-	42206807	42217861	-0.253	0.000107	0.00025
ENSG00000112599	GUCA1B	chr6	-	42183284	42194956	0.452	0.298	0.387
ENSG00000188112	C6orf132	chr6	-	42092233	42142620	-3.76	0	0
ENSG00000137413	TAF8	chr6	+	42050513	42087461	0.364	6.79e-07	1.9e-06
ENSG00000127081	ZNF484	chr9	-	92844182	92878038	0.0636	0.812	0.86
ENSG00000112576	CCND3	chr6	-	41934934	42050357	0.337	0.00145	0.003
ENSG00000124641	MED20	chr6	-	41905354	41921139	0.237	0.00108	0.00225
ENSG00000112561	TFEB	chr6	-	41683978	41736259	3.45	2.31e-10	7.95e-10
ENSG00000112559	MDFI	chr6	+	41636882	41654244	1.8	7.98e-133	2.06e-131
ENSG00000226917	LINC01276	chr6	+	41499033	41519852	-2.94	0.115	
ENSG00000290554	ADCY10P1	chr6	+	41101034	41140835	-1.74	0.000632	0.00136
ENSG00000001167	NFYA	chr6	+	41072974	41102403	0.293	4.86e-08	1.47e-07
ENSG00000156564	LRFN2	chr6	-	40391591	40587364	0.687	0.579	0.663
ENSG00000226070	LINC00951	chr6	-	40344346	40387194	2.66	0.165	0.234
ENSG00000233242		chr9	-	37112548	37120446	-2.98	0.077	0.119
ENSG00000235033	DAAM2-AS1	chr6	-	39881804	39900071	3.46	0.0408	0.0674
ENSG00000146122	DAAM2	chr6	+	39792298	39904877	7.43	7.14e-182	2.62e-180
ENSG00000164626	KCNK5	chr6	-	39188971	39229475	-2.7	4.6e-200	1.89e-198
ENSG00000112175	BMP5	chr6	-	55753653	55875590	7.8	1.75e-138	4.69e-137
ENSG00000112167	SAYSD1	chr6	-	39104063	39115193	-0.00535	0.962	0.976
ENSG00000124767	GLO1	chr6	-	38675925	38703145	-0.521	7.31e-28	4.81e-27
ENSG00000156639	ZFAND3	chr6	+	37819727	38154624	0.149	0.00416	0.00811
ENSG00000112139	MDGA1	chr6	-	37630679	37699306	2.45	3.08e-06	8.22e-06
ENSG00000198937	CCDC167	chr6	-	37482938	37499893	-0.237	0.0106	0.0194
ENSG00000112130	RNF8	chr6	+	37353979	37394734	-1.83	3.73e-210	1.66e-208
ENSG00000286672		chr6	-	37301210	37305176	-3.44	0.106	
ENSG00000065491	TBC1D22B	chr6	+	37257772	37332970	-0.941	1.34e-34	1.03e-33
ENSG00000172738	TMEM217	chr6	-	37212180	37258155	-0.458	0.239	0.321
ENSG00000137193	PIM1	chr6	+	37170152	37175428	-0.17	0.0656	0.104
ENSG00000146192	FGD2	chr6	+	37005646	37029069	0.362	0.863	0.9
ENSG00000137409	MTCH1	chr6	-	36965807	36986298	0.203	0.000102	0.000239
ENSG00000198663	C6orf89	chr6	+	36871870	36928964	0.711	1.52e-34	1.16e-33
ENSG00000137168	PPIL1	chr6	-	36854827	36874803	0.422	2.71e-11	9.8e-11
ENSG00000124772	CPNE5	chr6	-	36740775	36839444	6.12	9.73e-06	2.5e-05
ENSG00000179165	PXT1	chr6	-	36390551	36442854	-0.569	0.675	0.747
ENSG00000224666	ETV7-AS1	chr6	+	36386831	36393462	-4.59	0.00198	0.00402
ENSG00000010030	ETV7	chr6	-	36354091	36387800	-8.79	2.12e-13	8.53e-13
ENSG00000286084		chr6	+	105403207	105589073	0.675	0.332	0.423
ENSG00000189325	BNIP5	chr6	-	36315761	36336888	4.46	0.0108	0.0197
ENSG00000180316	PNPLA1	chr6	+	36243203	36313955	-2.12	0.0212	0.0369
ENSG00000096070	BRPF3	chr6	+	36196744	36232790	-0.0315	0.555	0.641
ENSG00000246982	BRPF3-AS1	chr6	-	36146698	36197205	-0.826	0.265	0.351
ENSG00000156711	MAPK13	chr6	+	36127809	36144524	-2.25	3.65e-89	6.2e-88
ENSG00000112062	MAPK14	chr6	+	36027782	36111236	0.11	0.0531	0.0855
ENSG00000112053	SLC26A8	chr6	-	35943516	36024868	0.504	0.77	0.827
ENSG00000157343	ARMC12	chr6	+	35737032	35749079	0.551	0.619	0.701
ENSG00000112039	FANCE	chr6	+	35452338	35467104	-0.02	0.833	0.878
ENSG00000065029	ZNF76	chr6	+	35258909	35295985	-0.269	0.00118	0.00246
ENSG00000146197	SCUBE3	chr6	+	35213956	35253079	6.51	2.55e-188	9.73e-187
ENSG00000124678	TCP11	chr6	-	35118071	35148610	-0.0184	0.991	0.994
ENSG00000064999	ANKS1A	chr6	+	34889255	35091406	0.257	4.14e-05	0.000101
ENSG00000064995	TAF11	chr6	-	34877462	34889192	-0.128	0.0353	0.0591
ENSG00000065060	BLTP3A	chr6	+	34792083	34877514	-0.535	2.02e-21	1.1e-20
ENSG00000124562	SNRPC	chr6	+	34757505	34773857	-0.0792	0.146	0.21
ENSG00000196821	ILRUN	chr6	-	34587288	34696859	-0.322	3.17e-11	1.14e-10
ENSG00000124664	SPDEF	chr6	-	34537802	34556333	-2.15	5.03e-06	1.32e-05
ENSG00000124614	RPS10	chr6	-	34417454	34426069	-0.166	6.08e-05	0.000145
ENSG00000137309	HMGA1	chr6	+	34236873	34246231	-0.588	9.99e-55	1.07e-53
ENSG00000124493	GRM4	chr6	-	34018643	34155622	-0.534	0.038	0.0632
ENSG00000030110	BAK1	chr6	-	33572547	33580293	-0.736	4.12e-26	2.58e-25
ENSG00000213588	ZBTB9	chr6	+	33453970	33457544	-0.397	1.99e-06	5.37e-06
ENSG00000237649	KIFC1	chr6	+	33391823	33409896	0.354	2.25e-08	6.92e-08
ENSG00000183808	RBM12B	chr8	-	93728155	93741017	-0.347	4.1e-09	1.32e-08
ENSG00000204209	DAXX	chr6	-	33318558	33323016	-0.231	6.99e-05	0.000166
ENSG00000236104	ZBTB22	chr6	-	33314406	33317942	-0.0532	0.521	0.609
ENSG00000289100		chr6	+	33299479	33301090	-0.723	0.000239	0.000538
ENSG00000227057	WDR46	chr6	-	33279108	33289247	0.71	6.65e-24	3.93e-23
ENSG00000231500	RPS18	chr6	+	33272075	33276511	0.0332	0.413	0.506
ENSG00000272217		chr6	-	33246075	33246856	0.504	0.834	
ENSG00000204227	RING1	chr6	+	33208500	33212722	-0.0829	0.373	0.466
ENSG00000227518	MIR1302-9HG	chr9	+	27657	30891	-0.81	0.207	0.283
ENSG00000204231	RXRB	chr6	-	33193588	33200665	0.435	8.96e-08	2.66e-07
ENSG00000204248	COL11A2	chr6	-	33162681	33192499	1.56	7.94e-06	2.05e-05
ENSG00000204252	HLA-DOA	chr6	-	33004182	33009591	0.62	1.45e-05	3.66e-05
ENSG00000263756		chr6	-	32972065	32972853	-0.0525	0.983	
ENSG00000204256	BRD2	chr6	+	32968594	32981505	-0.503	9.11e-32	6.61e-31
ENSG00000242574	HLA-DMB	chr6	-	32934629	32941028	0.889	0.281	0.368
ENSG00000240065	PSMB9	chr6	+	32844136	32859851	-2.17	0.337	0.429
ENSG00000204261	PSMB8-AS1	chr6	+	32844078	32846500	-1.17	0.472	0.563
ENSG00000204267	TAP2	chr6	-	32821833	32838739	0.926	5.76e-05	0.000138
ENSG00000241106	HLA-DOB	chr6	-	32812763	32820466	0.891	0.641	0.72
ENSG00000101938	CHRDL1	chrX	-	110673856	110795819	1.05	9.96e-06	2.55e-05
ENSG00000175445	LPL	chr8	+	19901717	19967259	5.43	2.36e-39	1.99e-38
ENSG00000160908	ZNF394	chr7	-	99473877	99504857	0.0408	0.648	0.725
ENSG00000196126	HLA-DRB1	chr6	-	32577902	32589848	-3.29	7.51e-47	7.15e-46
ENSG00000273333		chr6	-	32184733	32185882	-0.718	0.114	0.169
ENSG00000204305	AGER	chr6	-	32180968	32184322	-0.401	0.0436	0.0716
ENSG00000286078		chr9	-	129503461	129506433	3.77	0.03	0.0509
ENSG00000232876		chr6	+	135055033	135060550	0.621	0.658	0.734
ENSG00000203875	SNHG5	chr6	-	85650491	85678932	0.23	0.00214	0.00432
ENSG00000204308	RNF5	chr6	+	32178405	32180793	-0.317	8.52e-07	2.37e-06
ENSG00000204310	AGPAT1	chr6	-	32168212	32178096	-0.886	5.56e-82	8.7e-81
ENSG00000284954		chr6	-	32152802	32154365	-1.19	0.0304	0.0515
ENSG00000204314	PRRT1	chr6	-	32148359	32153083	1.44	0.00445	0.00865
ENSG00000107077	KDM4C	chr9	+	6720863	7175648	-1.24	9.89e-42	8.73e-41
ENSG00000168477	TNXB	chr6	-	32041153	32115334	-0.393	0.221	0.3
ENSG00000231852	CYP21A2	chr6	+	32038327	32041644	-0.0919	0.931	0.953
ENSG00000284418		chr9	-	22703516	23438700	-1.01	0.708	
ENSG00000204344	STK19	chr6	+	31971091	31982821	-0.152	0.191	0.265
ENSG00000204356	NELFE	chr6	-	31952087	31959038	-0.229	5.77e-05	0.000138
ENSG00000204371	EHMT2	chr6	-	31879759	31897698	0.399	9.61e-14	3.93e-13
ENSG00000204386	NEU1	chr6	-	31857659	31862905	0.24	0.000751	0.0016
ENSG00000289637		chr6	-	31821149	31821964	0.545	0.59	0.674
ENSG00000198853	RUSC2	chr9	+	35490111	35561898	0.159	0.0329	0.0554
ENSG00000204389	HSPA1A	chr6	+	31815543	31817946	0.0229	0.662	0.737
ENSG00000204396	VWA7	chr6	-	31765590	31777328	-1.14	0.0422	0.0694
ENSG00000235663	SAPCD1-AS1	chr6	-	31764310	31765588	-1.88	0.138	0.199
ENSG00000213722	DDAH2	chr6	-	31727038	31730617	0.0852	0.157	0.223
ENSG00000204438	GPANK1	chr6	-	31661228	31666283	-0.352	0.000374	0.000822
ENSG00000253802	SIRLNT	chr8	-	40298697	40353133	-7.57	6.83e-10	2.3e-09
ENSG00000204439	C6orf47	chr6	-	31658298	31660778	0.0476	0.578	0.662
ENSG00000204469	PRRC2A	chr6	+	31620715	31637771	-0.199	1.77e-07	5.13e-07
ENSG00000289375		chr6	-	31619847	31620406	0.413	0.666	0.74
ENSG00000204472	AIF1	chr6	+	31615217	31617021	1.57	0.000868	0.00184
ENSG00000204482	LST1	chr6	+	31586124	31588909	-0.0366	0.983	0.989
ENSG00000198563	DDX39B	chr6	-	31530219	31542448	0.649	2.01e-47	1.93e-46
ENSG00000228124	MDN1-AS1	chr6	+	89673469	89675783	2.13	0.251	0.335
ENSG00000204516	MICB	chr6	+	31494881	31511124	-1.31	1.65e-29	1.13e-28
ENSG00000286940		chr6	-	31479973	31494935	0.898	0.486	0.577
ENSG00000206337	HCP5	chr6	+	31463170	31478936	-1.83	1.06e-13	4.31e-13
ENSG00000204520	MICA	chr6	+	31399784	31415315	-0.387	0.00181	0.0037
ENSG00000272221		chr6	-	31394289	31395495	1.89	2.35e-05	5.84e-05
ENSG00000288813		chr6	+	31272240	31272590	-1.01	0.691	
ENSG00000204525	HLA-C	chr6	-	31268749	31272130	-0.529	1.92e-18	9.45e-18
ENSG00000206344	HCG27	chr6	+	31197760	31203968	0.78	0.414	0.508
ENSG00000165370	GPR101	chrX	-	137023929	137033995	3.25	0.00521	0.01
ENSG00000272501		chr6	-	31195200	31198037	0.588	0.408	0.502
ENSG00000287619		chrX	-	103563917	103573278	0.754	0.682	0.753
ENSG00000204531	POU5F1	chr6	-	31164337	31180731	-2.25	4.28e-14	1.78e-13
ENSG00000137310	TCF19	chr6	+	31158331	31167159	0.494	7.28e-07	2.03e-06
ENSG00000204536	CCHCR1	chr6	-	31142439	31158238	-0.138	0.172	0.243
ENSG00000204538	PSORS1C2	chr6	-	31137534	31139066	0.626	0.79	
ENSG00000137411	VARS2	chr6	+	30914205	30926459	0.118	0.15	0.215
ENSG00000196468	FGF16	chrX	+	77447389	77457278	-6.06	7.72e-16	3.44e-15
ENSG00000213780	GTF2H4	chr6	+	30908207	30914106	0.198	0.0185	0.0326
ENSG00000204580	DDR1	chr6	+	30876421	30900156	-0.306	2.4e-07	6.91e-07
ENSG00000237923	LINC02570	chr6	-	30838324	30848204	-3.12	0.0203	0.0355
ENSG00000272540		chr6	-	30723105	30723877	0.461	0.0273	0.0466
ENSG00000196230	TUBB	chr6	+	30717435	30725538	0.0172	0.695	0.764
ENSG00000146112	PPP1R18	chr6	-	30676389	30687895	0.781	5.33e-60	6.19e-59
ENSG00000137343	ATAT1	chr6	+	30626842	30646823	-0.611	1.57e-11	5.73e-11
ENSG00000204568	MRPS18B	chr6	+	30617840	30626395	-0.501	4.79e-15	2.07e-14
ENSG00000204574	ABCF1	chr6	+	30571393	30597179	-0.26	5.88e-07	1.65e-06
ENSG00000289045		chr6	-	149497715	149498326	0.0972	0.713	0.779
ENSG00000290047		chr6	-	30570638	30571273	2.94	0.0465	0.0759
ENSG00000204590	GNL1	chr6	-	30541381	30556489	0.319	4.59e-07	1.3e-06
ENSG00000204599	TRIM39	chr6	+	30326479	30343729	-0.322	0.000115	0.000266
ENSG00000291097	HLA-L	chr6	+	30259548	30293015	-0.519	0.145	0.209
ENSG00000204616	TRIM31	chr6	-	30102897	30113090	-3.53	0.0178	0.0315
ENSG00000204619	PPP1R11	chr6	+	30066709	30070333	0.196	0.0033	0.00652
ENSG00000204632	HLA-G	chr6	+	29826967	29831125	0.537	0.772	0.829
ENSG00000214922	HLA-F-AS1	chr6	-	29726601	29749049	2.16	0.0513	0.0828
ENSG00000204642	HLA-F	chr6	+	29722775	29738528	0.109	0.84	0.883
