gene_ID	hgnc_symbol	chr	strand	start	end	PAX6_CE_log2FoldChange	PAX6_CE_pvalue	PAX6_CE_padj	PAX6_KO_log2FoldChange	PAX6_KO_pvalue	PAX6_KO_padj	PAX6_PTC_log2FoldChange	PAX6_PTC_pvalue	PAX6_PTC_padj
ENSG00000183579	ZNRF3	chr22	+	28883572	29057488	-0.0354	0.81	1	0.0579	0.695	1	-0.142	0.337	1
ENSG00000226471		chr22	+	28800683	28848559	-0.326	0.553	1	0.018	0.974	1	-0.142	0.795	1
ENSG00000159873	CCDC117	chr22	+	28772674	28789301	-0.088	0.394	1	-0.207	0.0454	1	-0.136	0.186	1
ENSG00000100154	TTC28	chr22	-	27978014	28679840	-0.0634	0.788	1	0.138	0.557	1	-0.0222	0.925	1
ENSG00000235954	TTC28-AS1	chr22	+	27919376	28008581	-0.0688	0.633	1	-0.0598	0.679	1	0.0216	0.881	1
ENSG00000163611	SPICE1	chr3	-	113442718	113515187	-0.141	0.316	1	-0.195	0.166	1	-0.189	0.178	1
ENSG00000180957	PITPNB	chr22	-	27851669	27920134	-0.0746	0.447	1	-0.173	0.0789	1	-0.12	0.22	1
ENSG00000181211	HECW1-IT1	chr7	+	43117896	43163187	-4.2	0.032	1	-4.98	0.011		-2	0.236	1
ENSG00000169184	MN1	chr22	-	27748277	27801756	0.0851	0.508	1	0.157	0.222	1	0.0324	0.801	1
ENSG00000100226	GTPBP1	chr22	+	38705742	38738299	-0.104	0.266	1	-0.0639	0.495	1	-0.00943	0.92	1
ENSG00000107242	PIP5K1B	chr9	+	68705240	69009176	-0.036	0.935	1	-0.174	0.696	1	0.0298	0.946	1
ENSG00000227880		chr22	-	27457247	27460060	2.62	0.4		3.68	0.231	1	0.788	0.808	
ENSG00000257138	TAS2R38	chr7	-	141972631	141973773	1.7	0.601		2.49	0.437		3.49	0.266	1
ENSG00000113205	PCDHB3	chr5	+	141100473	141103827	0.0828	0.783	1	-0.559	0.0653	1	0.142	0.637	1
ENSG00000235271		chr22	+	26903292	26920935	1.78	0.76		1	0.864		-0.174	0.976	
ENSG00000223704	LINC01422	chr22	+	26858634	26968763	0.297	0.574	1	0.274	0.607	1	0.486	0.356	1
ENSG00000244625	MIATNB	chr22	+	26672747	26780893	-0.337	0.299	1	0.073	0.821	1	-0.384	0.238	1
ENSG00000206028		chr22	-	26667693	26672654	-1.38	0.261	1	-1.19	0.334	1	0.564	0.626	1
ENSG00000196431	CRYBA4	chr22	+	26621963	26630669	0.431	0.579	1	0.912	0.237	1	0.021	0.979	1
ENSG00000286326		chr22	+	26597028	26611453	1.68	0.552	1	1.41	0.619	1	0.455	0.874	1
ENSG00000128294	TPST2	chr22	-	26521996	26596717	0.183	0.302	1	0.0755	0.671	1	0.271	0.125	1
ENSG00000261188	TFIP11-DT	chr22	+	26512503	26514568	-0.29	0.148	1	-0.349	0.0829	1	-0.381	0.0576	1
ENSG00000100109	TFIP11	chr22	-	26491225	26512505	0.0311	0.821	1	0.0413	0.764	1	-0.0258	0.851	1
ENSG00000128203	ASPHD2	chr22	+	26429260	26445015	0.203	0.287	1	0.0893	0.64	1	-0.0171	0.928	1
ENSG00000100095	SEZ6L	chr22	+	26169462	26383597	-0.117	0.897	1	0.192	0.831	1	-0.186	0.837	1
ENSG00000229770		chr22	-	26161905	26169341	-1.62	0.541	1	0.746	0.762	1	0.727	0.767	1
ENSG00000272130		chr5	+	21569755	21570045	-2.62	0.344	1	-3.4	0.219		-1.29	0.625	1
ENSG00000133454	MYO18B	chr22	+	25742144	26031045	5.02	0.0351	1	3.73	0.124	1	4.41	0.0659	1
ENSG00000234884	GRK3-AS1	chr22	-	25561117	25564719	1.77	0.637	1	2.44	0.51		-0.174	0.964	
ENSG00000291087		chr22	+	25448080	25520856	-0.104	0.57	1	-0.065	0.722	1	-0.00806	0.965	1
ENSG00000183696	UPP1	chr7	+	48088628	48108736	0.203	0.235	1	0.042	0.806	1	0.149	0.383	1
ENSG00000290796		chr22	-	25351418	25405377	-0.103	0.742	1	0.00996	0.975	1	0.0644	0.836	1
ENSG00000233577		chr22	-	25279529	25282674	4.23	0.0937	1	3.5	0.171	1	3.78	0.136	1
ENSG00000236641		chr22	+	25212085	25213826	3.06	0.23	1	3.21	0.208	1	3.83	0.128	1
ENSG00000122008	POLK	chr5	+	75511845	75609991	-0.094	0.603	1	-0.177	0.329	1	-0.0722	0.69	1
ENSG00000167037	SGSM1	chr22	+	24806169	24927578	0.149	0.528	1	0.0388	0.87	1	0.439	0.0621	1
ENSG00000184571	PIWIL3	chr22	-	24719034	24774720	-2.58	0.629		-2.4	0.653		-1.65	0.757	1
ENSG00000272361		chr7	-	16593626	16594224	-0.408	0.835	1	0.923	0.628	1	0.261	0.892	1
ENSG00000144596	GRIP2	chr3	-	14489107	14556075	-0.393	0.536	1	-0.514	0.42	1	0.81	0.199	1
ENSG00000290697		chr22	+	24647699	24653356	-0.896	0.343	1	-0.551	0.557	1	0.296	0.744	1
ENSG00000284070		chr22	-	24645171	24651657	-0.137	0.982		0.0433	0.994		-0.173	0.977	
ENSG00000100031	GGT1	chr22	+	24594811	24629005	0.552	0.181	1	0.704	0.0879	1	1.17	0.00448	1
ENSG00000010256	UQCRC1	chr3	-	48599002	48610976	0.202	0.161	1	0.283	0.049	1	0.16	0.266	1
ENSG00000138867	GUCD1	chr22	-	24540423	24555935	-0.00943	0.944	1	0.13	0.333	1	0.0132	0.922	1
ENSG00000178803	ADORA2A-AS1	chr22	-	24429206	24495074	2.78	0.5		0.0431	0.992		2.97	0.47	1
ENSG00000161010	MRNIP	chr5	-	179835133	179862173	0.152	0.343	1	0.152	0.34	1	0.0973	0.542	1
ENSG00000128271	ADORA2A	chr22	+	24417879	24442357	0.286	0.383	1	0.165	0.618	1	0.212	0.519	1
ENSG00000100014	SPECC1L	chr22	+	24270817	24417739	-0.101	0.415	1	-0.122	0.321	1	-0.149	0.226	1
ENSG00000099994	SUSD2	chr22	+	24181487	24189106	-0.44	0.494	1	-0.199	0.757	1	0.781	0.215	1
ENSG00000232545		chr22	+	24101689	24103354	-0.111	0.958	1	0.0432	0.984	1	-0.819	0.709	1
ENSG00000099977	DDT	chr22	-	23970542	23980525	0.227	0.164	1	0.203	0.213	1	0.283	0.0821	1
ENSG00000099974	DDTL	chr22	+	23966888	23972556	-1.68	0.547	1	-1.53	0.585	1	-3.62	0.206	
ENSG00000133433	GSTT2B	chr22	-	23957414	23961195	-0.966	0.499	1	-2.12	0.168	1	-0.996	0.486	1
ENSG00000273295		chr22	-	23901432	23907068	-0.00251	0.994	1	0.109	0.729	1	0.0805	0.797	1
ENSG00000011201	ANOS1	chrX	-	8528874	8732137	-0.178	0.481	1	-0.0832	0.742	1	-0.168	0.507	1
ENSG00000218537	MIF-AS1	chr22	-	23894426	23898930	-0.0459	0.905	1	0.206	0.593	1	0.168	0.66	1
ENSG00000133460	SLC2A11	chr22	+	23856703	23886312	0.00833	0.969	1	0.124	0.564	1	0.0973	0.649	1
ENSG00000099953	MMP11	chr22	+	23768226	23784316	0.307	0.302	1	0.496	0.0947	1	0.284	0.339	1
ENSG00000250479	CHCHD10	chr22	-	23765834	23767972	0.209	0.509	1	0.444	0.16	1	0.391	0.216	1
ENSG00000187792	ZNF70	chr22	-	23738682	23751112	-0.0672	0.691	1	-0.0525	0.757	1	-0.0526	0.756	1
ENSG00000290958		chr22	-	23638492	23640762	0.306	0.322	1	0.271	0.382	1	0.188	0.543	1
ENSG00000189269	DRICH1	chr22	-	23608452	23632321	2.73	0.123	1	2.14	0.231	1	1.94	0.278	1
ENSG00000280623	PCAT14	chr22	+	23536881	23547797	-2.19	0.155	1	-1.09	0.467	1	-0.809	0.585	1
ENSG00000234928	LINC01659	chr22	+	23433518	23435071	2.73	0.325	1	2.87	0.302	1	2.17	0.441	
ENSG00000290920		chr22	-	23390605	23402726	0.813	0.319	1	0.177	0.832	1	0.458	0.578	1
ENSG00000128266	GNAZ	chr22	+	23070519	23125032	0.0123	0.945	1	0.135	0.45	1	-0.0323	0.856	1
ENSG00000100218	RSPH14	chr22	-	23059415	23145021	-0.564	0.563	1	-0.253	0.794	1	-2.64	0.0193	1
ENSG00000204618	RNF39	chr6	-	30070266	30075849	1.87	0.341	1	0.0428	0.984	1	2.79	0.151	1
ENSG00000106714	CNTNAP3	chr9	-	39064710	39288315	-0.0905	0.599	1	-0.242	0.16	1	-0.162	0.346	1
ENSG00000100401	RANGAP1	chr22	-	41244779	41286187	0.11	0.496	1	0.298	0.0636	1	0.0653	0.685	1
ENSG00000273230		chr7	-	1464497	1467522	0.0757	0.765	1	0.413	0.101	1	0.352	0.162	1
ENSG00000181135	ZNF707	chr8	+	143684452	143713898	0.229	0.233	1	0.325	0.0921	1	0.25	0.193	1
ENSG00000049540	ELN	chr7	+	74027789	74069907	-0.253	0.518	1	0.233	0.55	1	0.0789	0.84	1
ENSG00000109472	CPE	chr4	+	165361194	165498547	0.122	0.517	1	0.12	0.526	1	-0.145	0.444	1
ENSG00000136068	FLNB	chr3	+	58008398	58172251	-0.201	0.604	1	-0.362	0.349	1	0.26	0.502	1
ENSG00000136270	TBRG4	chr7	-	45100100	45112047	0.0354	0.853	1	0.109	0.57	1	0.138	0.471	1
ENSG00000211644	IGLV1-51	chr22	+	22322472	22322969	0.825	0.799		0.0433	0.989		2.27	0.468	1
ENSG00000211643	IGLV5-52	chr22	+	22318727	22319226	-1.48	0.0727	1	-0.647	0.421	1	-0.497	0.531	1
ENSG00000274422		chr22	-	22283928	22287220	0.294	0.412	1	0.54	0.132	1	-0.142	0.692	1
ENSG00000164684	ZNF704	chr8	-	80628451	80874781	-0.0514	0.813	1	-0.143	0.512	1	-0.127	0.56	1
ENSG00000290600		chr7	+	149285281	149297312	-0.102	0.715	1	-0.04	0.886	1	0.0456	0.87	1
ENSG00000224086	PPM1F-AS1	chr22	+	21938269	21977632	-0.419	0.406	1	-0.5	0.326	1	-0.0764	0.879	1
ENSG00000100030	MAPK1	chr22	-	21759657	21867680	-0.133	0.481	1	-0.26	0.167	1	0.0286	0.879	1
ENSG00000243004		chr7	-	19918981	20140453	0.192	0.916	1	-0.76	0.687	1	0.489	0.788	1
ENSG00000100027	YPEL1	chr22	-	21697536	21735794	-0.0623	0.615	1	0.0667	0.59	1	0.0055	0.965	1
ENSG00000100023	PPIL2	chr22	+	21666000	21700015	0.0953	0.363	1	0.164	0.117	1	0.152	0.145	1
ENSG00000107371	EXOSC3	chr9	-	37759234	37832117	0.0576	0.618	1	0.0817	0.479	1	-0.00144	0.99	1
ENSG00000128228	SDF2L1	chr22	+	21642302	21644299	-0.357	0.358	1	-0.0343	0.93	1	-0.125	0.747	1
ENSG00000185651	UBE2L3	chr22	+	21549447	21624034	0.0418	0.746	1	0.0145	0.911	1	-0.0691	0.593	1
ENSG00000169635	HIC2	chr22	+	21417371	21451463	-0.0285	0.79	1	0.0504	0.639	1	0.0708	0.509	1
ENSG00000099960	SLC7A4	chr22	-	21028718	21032840	2.68	0.11	1	2.54	0.131	1	3.04	0.0683	1
ENSG00000284130	TUBA3FP	chr22	-	21008193	21014292	0.366	0.423	1	0.436	0.341	1	0.0684	0.882	1
ENSG00000204839	MROH6	chr8	-	143566192	143572772	-0.13	0.75	1	-0.121	0.769	1	-0.0654	0.872	1
ENSG00000184436	THAP7	chr22	-	20999104	21002196	0.201	0.38	1	0.186	0.417	1	0.206	0.369	1
ENSG00000272829		chr22	-	20981351	20982233	2.95	0.0771	1	2.95	0.0775	1	2.87	0.0856	1
ENSG00000099940	SNAP29	chr22	+	20859007	20891214	-0.0593	0.671	1	-0.115	0.412	1	-0.139	0.32	1
ENSG00000253978	TENM2-AS1	chr5	-	168229583	168269415	-0.0163	0.987	1	0.273	0.783	1	-1.49	0.159	1
ENSG00000241973	PI4KA	chr22	-	20707691	20859417	-0.0337	0.819	1	0.0584	0.691	1	-0.000513	0.997	1
ENSG00000056097	ZFR	chr5	-	32354350	32444740	-0.0983	0.458	1	-0.188	0.156	1	-0.163	0.219	1
ENSG00000290981		chr22	-	20616230	20656914	-0.717	0.656	1	-0.24	0.879	1	0.0386	0.98	1
ENSG00000213886	UBD	chr6	-	29555515	29559732	0.824	0.928		3	0.739		-0.174	0.985	
ENSG00000244486	SCARF2	chr22	-	20424584	20437826	-0.416	0.548	1	0.055	0.936	1	0.709	0.292	1
ENSG00000185252	ZNF74	chr22	+	20394115	20408461	0.239	0.0976	1	0.251	0.0818	1	0.287	0.0463	1
ENSG00000290950		chr22	-	20350578	20372696	-3.06	0.237		-2.24	0.372		-3.98	0.134	
ENSG00000273139		chr22	+	20320104	20321208	0.767	0.565	1	1.56	0.234	1	1.02	0.439	1
ENSG00000273343		chr22	-	20318119	20318749	0.415	0.511	1	0.404	0.524	1	0.389	0.538	1
ENSG00000250069		chr5	+	140200163	140203187	1.22	0.261	1	1.39	0.198	1	1	0.357	1
ENSG00000128185	DGCR6L	chr22	-	20314238	20320080	0.178	0.551	1	0.234	0.434	1	0.13	0.664	1
ENSG00000236499	LINC00896	chr22	+	20206380	20208524	0.824	0.898		0.0424	0.995		-0.174	0.978	
ENSG00000099904	ZDHHC8	chr22	+	20129456	20148007	0.266	0.109	1	0.384	0.0205	1	0.52	0.00165	1
ENSG00000093010	COMT	chr22	+	19941371	19969975	0.0635	0.79	1	0.276	0.247	1	0.095	0.69	1
ENSG00000184470	TXNRD2	chr22	-	19875517	19941820	0.014	0.956	1	0.407	0.107	1	0.197	0.435	1
ENSG00000289960		chr22	+	19854972	19867419	0.432	0.565	1	0.579	0.442	1	0.729	0.328	1
ENSG00000215012	RTL10	chr22	-	19846138	19854896	-0.0459	0.701	1	0.128	0.286	1	-0.0519	0.664	1
ENSG00000184058	TBX1	chr22	+	19756703	19783593	-0.137	0.975		3.72	0.389		2.55	0.559	
ENSG00000123560	PLP1	chrX	+	103773718	103792619	-0.0593	0.719	1	0.0195	0.906	1	-0.09	0.585	1
ENSG00000230537	LINC02937	chr9	-	91104327	91213046	-0.321	0.643	1	0.234	0.733	1	-0.217	0.753	1
ENSG00000184702	SEPTIN5	chr22	+	19714503	19724224	0.793	0.113	1	0.907	0.0703	1	0.724	0.148	1
ENSG00000184113	CLDN5	chr22	-	19523024	19527545	0.032	0.969	1	-0.34	0.686	1	0.78	0.348	1
ENSG00000283064		chr6	-	26160765	26172802	3.03	0.26	1	1.88	0.503	1	2.9	0.283	1
ENSG00000093009	CDC45	chr22	+	19479457	19520612	0.134	0.31	1	0.132	0.318	1	0.0214	0.871	1
ENSG00000273212		chr22	+	19456503	19456962	0.0739	0.969	1	0.629	0.738	1	-0.234	0.903	1
ENSG00000266289	LINC02933	chr8	-	103383078	103383854	-0.59	0.678	1	-1.75	0.241	1	-1.43	0.326	1
ENSG00000273300		chr22	+	19454179	19454605	-1.72	0.284	1	0.0337	0.982	1	-0.769	0.607	1
ENSG00000185608	MRPL40	chr22	+	19432545	19436075	-0.0681	0.79	1	0.146	0.569	1	-0.0691	0.787	1
ENSG00000070371	CLTCL1	chr22	-	19179473	19291719	-0.134	0.484	1	-0.0579	0.763	1	0.1	0.6	1
ENSG00000289481		chr22	-	19170816	19171614	2.3	0.396	1	1	0.724	1	0.788	0.782	1
ENSG00000100056	ESS2	chr22	-	19130279	19144684	0.137	0.452	1	0.241	0.186	1	0.135	0.46	1
ENSG00000272682		chr22	-	19124309	19128449	-4.16	0.175		-3.02	0.325		-3.24	0.292	
ENSG00000281530		chr22	-	19061041	19061843	0.0164	0.982	1	0.349	0.632	1	0.664	0.354	1
ENSG00000070413	DGCR2	chr22	-	19036282	19122454	0.126	0.387	1	0.268	0.0653	1	0.114	0.433	1
ENSG00000288596	C8orf44	chr8	+	66667615	66685564	-0.0782	0.754	1	-0.107	0.671	1	-0.143	0.567	1
ENSG00000273032	DGCR5	chr22	+	18970439	19031242	-0.0807	0.758	1	0.0543	0.836	1	0.229	0.378	1
ENSG00000284294		chr22	+	18936411	18947741	-0.399	0.64	1	-0.891	0.296	1	0.725	0.395	1
ENSG00000197180	ATP6AP1-DT	chrX	-	154424378	154428526	-0.0551	0.926	1	-0.00684	0.991	1	-0.425	0.481	1
ENSG00000023318	ERP44	chr9	-	99979185	100099052	0.0418	0.65	1	-0.0633	0.494	1	-0.0721	0.435	1
ENSG00000275793	RIMBP3	chr22	-	18605815	18611919	0.657	0.388	1	0.924	0.224	1	0.633	0.405	1
ENSG00000247199	FBXO38-DT	chr5	-	148088125	148383907	-0.208	0.504	1	-0.23	0.461	1	-0.192	0.536	1
ENSG00000260368		chr8	-	100913247	100914388	0.799	0.415	1	0.888	0.365	1	-0.387	0.705	1
ENSG00000183785	TUBA8	chr22	+	18110100	18146683	0.248	0.663	1	0.136	0.812	1	-0.0785	0.891	1
ENSG00000225335		chr22	-	18076527	18078884	1.01	0.467	1	1.2	0.388	1	0.614	0.662	1
ENSG00000235445		chr22	-	17983205	17983619	-0.137	0.962		1.91	0.494	1	1.72	0.539	1
ENSG00000099968	BCL2L13	chr22	+	17628855	17730855	-0.0521	0.636	1	-0.136	0.218	1	0.00396	0.971	1
ENSG00000131100	ATP6V1E1	chr22	-	17592136	17628749	-0.0201	0.899	1	-0.115	0.47	1	-0.00914	0.954	1
ENSG00000198939	ZFP2	chr5	+	178895898	178933212	0.047	0.87	1	-0.293	0.31	1	0.17	0.551	1
ENSG00000236754		chr22	-	17580157	17589192	2.31	0.446		1.01	0.749		2.56	0.394	
ENSG00000182902	SLC25A18	chr22	+	17563450	17590995	-0.104	0.817	1	-0.081	0.858	1	-0.197	0.662	1
ENSG00000093072	ADA2	chr22	-	17178790	17258235	-0.00528	0.973	1	-0.183	0.249	1	0.0328	0.836	1
ENSG00000185837	HDHD5-AS1	chr22	+	17159351	17165447	-1.46	0.248	1	-0.417	0.729	1	-0.638	0.595	1
ENSG00000069998	HDHD5	chr22	-	17137511	17165287	0.104	0.517	1	0.269	0.0934	1	0.189	0.238	1
ENSG00000235478	LINC01664	chr22	+	17121530	17132105	-1.49	0.185	1	0.625	0.54	1	0.643	0.526	1
ENSG00000273203		chr22	+	17067821	17070675	-0.306	0.783	1	0.0445	0.968	1	-0.496	0.658	1
ENSG00000290931		chr22	+	17036570	17060825	1.29	0.154	1	1.16	0.201	1	-0.00446	0.996	1
ENSG00000288571		chr9	+	36764896	36777347	0.825	0.836		3.26	0.399		0.788	0.843	
ENSG00000236643		chr9	+	124770123	124772927	-0.137	0.963		1.91	0.503	1	-0.174	0.953	
ENSG00000237689		chr22	+	16869478	16871126	-1.66	0.673	1	-3.4	0.395		-1.86	0.639	1
ENSG00000290418	TPTEP1	chr22	+	16601887	16698742	0.465	0.698	1	-0.547	0.664	1	-0.193	0.875	1
ENSG00000163666	HESX1	chr3	-	57197838	57227606	0.0492	0.853	1	0.0114	0.966	1	-0.128	0.631	1
ENSG00000106588	PSMA2	chr7	-	42916828	42932185	0.0757	0.718	1	0.14	0.505	1	-0.0231	0.912	1
ENSG00000130997	POLN	chr4	-	2071918	2242121	-0.0524	0.907	1	0.64	0.147	1	0.358	0.418	1
ENSG00000223692	DIP2A-IT1	chr21	+	46462471	46469306	-1.19	0.75	1	-3.4	0.375		-2.65	0.488	1
ENSG00000160305	DIP2A	chr21	+	46458891	46570015	-0.112	0.43	1	-0.0652	0.646	1	0.0225	0.874	1
ENSG00000228137		chr21	+	46246890	46247682	-2.32	0.182	1	-0.554	0.716	1	-1.37	0.386	1
ENSG00000160294	MCM3AP	chr21	-	46235133	46286297	-0.0436	0.705	1	0.0198	0.864	1	0.0337	0.77	1
ENSG00000169933	FRMPD4	chrX	+	11822423	12724523	0.79	0.657	1	-0.197	0.915	1	0.208	0.908	1
ENSG00000160285	LSS	chr21	-	46188141	46228824	0.0778	0.602	1	0.111	0.458	1	0.143	0.338	1
ENSG00000228404		chr21	+	46185079	46188941	3.09	0.272		1.95	0.504		2.96	0.293	1
ENSG00000160284	SPATC1L	chr21	-	46161148	46184476	0.46	0.0175	1	0.506	0.00912	1	0.462	0.0169	1
ENSG00000160282	FTCD	chr21	-	46136160	46155579	-0.307	0.52	1	0.0032	0.995	1	-0.405	0.396	1
ENSG00000196972	SMIM10L2B	chrX	-	135094985	135098712	0.116	0.696	1	0.208	0.483	1	0.412	0.162	1
ENSG00000224413		chr21	+	46037052	46039807	0.825	0.909		1.85	0.798		-0.173	0.981	
ENSG00000142156	COL6A1	chr21	+	45981770	46005050	0.28	0.342	1	-0.00334	0.991	1	0.297	0.315	1
ENSG00000289224		chr21	-	45975732	45977714	-0.361	0.785	1	0.444	0.733	1	1.36	0.285	1
ENSG00000183570	PCBP3	chr21	+	45643694	45942454	-0.0487	0.846	1	-0.124	0.623	1	-0.0608	0.808	1
ENSG00000286594		chr21	+	45607386	45609194	-1.31	0.374	1	-0.979	0.505	1	-1.43	0.335	1
ENSG00000164061	BSN	chr3	+	49554477	49671549	-0.411	0.0739	1	-0.286	0.214	1	-0.013	0.955	1
ENSG00000173638	SLC19A1	chr21	-	45493572	45573365	0.32	0.199	1	0.517	0.0376	1	0.289	0.245	1
ENSG00000182871	COL18A1	chr21	+	45405165	45513720	0.239	0.082	1	0.286	0.0369	1	0.341	0.0129	1
ENSG00000273796		chr21	-	45403809	45404943	-0.936	0.369	1	-0.758	0.467	1	-0.618	0.546	1
ENSG00000188778	ADRB3	chr8	-	37962990	37966599	0	1		1.93	0.781		2.56	0.71	
ENSG00000186866	POFUT2	chr21	-	45263928	45287898	0.128	0.24	1	0.247	0.0242	1	0.141	0.196	1
ENSG00000169314	C22orf15	chr22	+	23762990	23765863	0.448	0.445	1	0.456	0.438	1	-0.608	0.311	1
ENSG00000197381	ADARB1	chr21	+	45073853	45226560	-0.0324	0.841	1	0.0647	0.689	1	0.0427	0.792	1
ENSG00000160256	SLX9	chr21	+	44940025	44976973	-0.0134	0.951	1	-0.000261	0.999	1	-0.17	0.438	1
ENSG00000183250	LINC01547	chr21	-	44932814	44939941	0.317	0.354	1	0.296	0.389	1	0.352	0.303	1
ENSG00000160255	ITGB2	chr21	-	44885953	44931989	2.21	0.491		3.7	0.238		-0.173	0.958	
ENSG00000289009		chr21	+	44873985	44875807	0.644	0.309	1	0.0137	0.983	1	0.658	0.298	1
ENSG00000239775		chr7	+	44064908	44066079	-3.2	0.166	1	1.01	0.615	1	-0.0301	0.988	1
ENSG00000183255	PTTG1IP	chr21	-	44849585	44873903	0.0238	0.842	1	-0.0175	0.884	1	-0.0304	0.799	1
ENSG00000144847	IGSF11	chr3	-	118900557	119146068	0.238	0.411	1	0.209	0.472	1	0.248	0.392	1
ENSG00000184900	SUMO3	chr21	-	44805617	44818779	0.102	0.459	1	0.124	0.37	1	-0.0539	0.696	1
ENSG00000184787	UBE2G2	chr21	-	44768580	44801826	-0.0353	0.784	1	-0.0582	0.651	1	-0.0296	0.818	1
ENSG00000114315	HES1	chr3	+	194136148	194138732	0.24	0.184	1	0.394	0.0292	1	0.199	0.27	1
ENSG00000182912	TSPEAR-AS2	chr21	+	44517216	44525952	0.00327	0.996	1	-0.171	0.799	1	0.21	0.754	1
ENSG00000175894	TSPEAR	chr21	-	44497893	44711572	-0.811	0.361	1	-0.589	0.507	1	0.751	0.386	1
ENSG00000274225	HEPFAL	chr21	+	44477850	44478493	0.646	0.572	1	0.847	0.459	1	-0.0178	0.988	1
ENSG00000160233	LRRC3	chr21	+	44455510	44462196	0.132	0.544	1	0.269	0.217	1	0.105	0.628	1
ENSG00000229356	LRRC3-DT	chr21	-	44450986	44455284	-2.62	0.383	1	-3.4	0.257		-2.65	0.376	1
ENSG00000142185	TRPM2	chr21	+	44350163	44443081	-1.14	0.486	1	-0.222	0.889	1	-2.25	0.196	1
ENSG00000161267	BDH1	chr3	-	197509783	197573323	0.017	0.945	1	0.0429	0.861	1	0.171	0.485	1
ENSG00000184441		chr21	+	44331234	44335851	-0.194	0.63	1	0.0437	0.914	1	-0.347	0.39	1
ENSG00000188343	CIBAR1	chr8	+	93698561	93731527	0.177	0.277	1	0.0969	0.552	1	-0.0346	0.832	1
ENSG00000160226	CFAP410	chr21	-	44328944	44339402	0.333	0.211	1	0.589	0.0268	1	0.482	0.0697	1
ENSG00000241728		chr21	-	44328944	44330221	-0.907	0.427	1	-3.16	0.012	1	-0.756	0.507	1
ENSG00000141959	PFKL	chr21	+	44300051	44327376	0.231	0.0871	1	0.424	0.00168	1	0.328	0.015	1
ENSG00000275799		chr21	+	44244545	44244993	1.6	0.764		0	1		2.43	0.645	
ENSG00000249593		chr5	+	139012647	139051203	0.466	0.813	1	0.277	0.889	1	-2.65	0.236	1
ENSG00000278158		chr21	+	44241575	44242081	-0.137	0.971		3.18	0.383		-0.174	0.963	
ENSG00000160223	ICOSLG	chr21	-	44215382	44241446	0.0975	0.775	1	0.148	0.666	1	0.381	0.261	1
ENSG00000160221	GATD3	chr21	+	44133610	44210114	0.0616	0.673	1	0.0943	0.518	1	0.0829	0.569	1
ENSG00000241945	PWP2	chr21	+	44107373	44131181	-0.0101	0.935	1	0.0259	0.835	1	0.0915	0.459	1
ENSG00000160216	AGPAT3	chr21	+	43865223	43987592	0.205	0.562	1	0.247	0.484	1	0.18	0.61	1
ENSG00000235961	PNMA6A	chrX	+	153072454	153075019	0.706	0.0296	1	0.895	0.00584	1	0.804	0.013	1
ENSG00000215458	AATBC	chr21	-	43805758	43812567	2.26	0.455	1	1.87	0.543		1.85	0.546	
ENSG00000160214	RRP1	chr21	+	43789513	43805293	0.23	0.181	1	0.304	0.0768	1	0.147	0.391	1
ENSG00000160213	CSTB	chr21	-	43772511	43776330	0.155	0.423	1	0.125	0.519	1	-0.0647	0.739	1
ENSG00000160209	PDXK	chr21	+	43719094	43762307	0.0575	0.632	1	0.178	0.139	1	0.129	0.283	1
ENSG00000160208	RRP1B	chr21	+	43659560	43696079	-0.0988	0.504	1	-0.142	0.338	1	-0.0797	0.59	1
ENSG00000160207	HSF2BP	chr21	-	43529186	43659488	-0.959	0.0439	1	-0.773	0.104	1	-0.194	0.672	1
ENSG00000160202	CRYAA	chr21	+	43169008	43172805	-2.58	0.697		-0.00426	0.999		-2.62	0.693	
ENSG00000286549		chr21	+	43107942	43168646	0.885	0.666	1	0.489	0.815	1	0.572	0.782	1
ENSG00000160199	PKNOX1	chr21	+	42974510	43033931	-0.0959	0.457	1	-0.0809	0.532	1	-0.0932	0.47	1
ENSG00000106278	PTPRZ1	chr7	+	121873089	122062036	-0.0725	0.754	1	0.00954	0.967	1	-0.00358	0.988	1
ENSG00000233056	ERVH48-1	chr21	-	42916803	42925630	-0.411	0.651	1	-0.42	0.647	1	-0.383	0.673	1
ENSG00000160194	NDUFV3	chr21	+	42879644	42913304	-0.0491	0.744	1	-0.059	0.695	1	-0.0338	0.822	1
ENSG00000261826		chr3	-	140865075	140867783	-0.137	0.977		0.043	0.993		-0.174	0.971	
ENSG00000160193	WDR4	chr21	-	42843094	42879568	0.0516	0.801	1	0.187	0.361	1	0.183	0.369	1
ENSG00000225218		chr21	-	42831040	42836477	-0.137	0.969		0.0431	0.99		1.89	0.585	
ENSG00000163626	COX18	chr4	-	73052362	73069755	0.0428	0.817	1	-0.0187	0.92	1	0.000421	0.998	1
ENSG00000160191	PDE9A	chr21	+	42653621	42775509	-0.0169	0.912	1	0.2	0.192	1	0.143	0.348	1
ENSG00000235023		chr21	-	42648271	42651244	0.151	0.782	1	0.49	0.366	1	0.191	0.725	1
ENSG00000232891		chr6	+	150600834	150605850	-0.137	0.978		0.0434	0.993		0.788	0.873	
ENSG00000160190	SLC37A1	chr21	+	42496008	42581440	0.0836	0.703	1	0.12	0.586	1	0.286	0.189	1
ENSG00000172115	CYCS	chr7	-	25118656	25125260	-0.0272	0.872	1	-0.132	0.434	1	-0.0798	0.637	1
