gene_ID	hgnc_symbol	chr	strand	start	end	FEZF2_CE_log2FoldChange	FEZF2_CE_pvalue	FEZF2_CE_padj	FEZF2_KO_log2FoldChange	FEZF2_KO_pvalue	FEZF2_KO_padj	FEZF2_PTC_log2FoldChange	FEZF2_PTC_pvalue	FEZF2_PTC_padj
ENSG00000100385	IL2RB	chr22	-	37118666	37175118	-0.0284	0.972		-0.44	0.588	1	-0.168	0.835	1
ENSG00000100379	KCTD17	chr22	+	37051739	37063390	0.315	0.214	0.549	-0.0866	0.733	1	0.128	0.614	1
ENSG00000287236		chr22	+	37033124	37035513	4.16	0.1		3.42	0.18	1	3.4	0.183	1
ENSG00000145002	FAM86B2	chr8	-	12424411	12436406	-0.0193	0.973		0.195	0.73	1	0.521	0.354	1
ENSG00000128309	MPST	chr22	+	37019635	37029821	0.369	0.0709	0.382	0.0309	0.88	1	0.164	0.422	1
ENSG00000100362	PVALB	chr22	-	36800684	36819479	-1.27	0.258		-0.252	0.817	1	-1.05	0.35	1
ENSG00000134086	VHL	chr3	+	10141778	10153667	0.00842	0.941	0.98	0.0712	0.533	1	-0.0507	0.657	1
ENSG00000287773		chr22	-	36754086	36755731	1.28	0.651		-1.65	0.585		-0.698	0.814	1
ENSG00000253549	CA3-AS1	chr8	-	85440596	85464915	-0.0228	0.958		-0.226	0.604	1	-0.329	0.453	1
ENSG00000100348	TXN2	chr22	-	36467046	36481640	0.534	0.00484	0.169	0.213	0.262	1	0.384	0.0427	1
ENSG00000223695	MYH9-DT	chr22	+	36388626	36396517	-0.184	0.957		3.4	0.296	1	1.74	0.604	1
ENSG00000100345	MYH9	chr22	-	36281280	36388010	-0.193	0.16	0.49	-0.0716	0.603	1	-0.0847	0.539	1
ENSG00000100336	APOL4	chr22	-	36189124	36204840	0.676	0.566		-0.024	0.984	1	-0.863	0.488	1
ENSG00000100320	RBFOX2	chr22	-	35738736	36028824	-0.108	0.494	0.765	-0.0166	0.916	1	-0.0477	0.762	1
ENSG00000285761		chr6	+	29752573	29763295	-0.184	0.96		2.71	0.451		0.879	0.813	
ENSG00000221963	APOL6	chr22	+	35648446	35668404	3.02	0.0714		2.69	0.109	1	2.46	0.144	1
ENSG00000198125	MB	chr22	-	35606764	35637951	0.139	0.861		0.196	0.805	1	0.52	0.511	1
ENSG00000100302	RASD2	chr22	+	35540831	35553999	-0.547	0.542		0.439	0.62	1	0.102	0.908	1
ENSG00000100297	MCM5	chr22	+	35400134	35425431	0.185	0.331	0.652	-0.0634	0.739	1	0.0905	0.635	1
ENSG00000280029		chr5	-	141136683	141245380	0.835	0.686		0.807	0.697	1	0.586	0.779	1
ENSG00000100292	HMOX1	chr22	+	35380361	35394214	0.155	0.556		-0.169	0.525	1	0.446	0.0898	1
ENSG00000100281	HMGXB4	chr22	+	35257452	35295807	0.0372	0.688	0.874	-0.0142	0.878	1	-0.0197	0.832	1
ENSG00000164603	BMT2	chr7	-	112819147	112939875	0.0825	0.738	0.898	0.152	0.536	1	-0.0721	0.77	1
ENSG00000273082	LARGE1-AS1	chr22	+	33922422	33922766	0.82	0.685		1.21	0.546	1	0.59	0.773	1
ENSG00000133424	LARGE1	chr22	-	33162226	33922841	-0.128	0.403	0.706	-0.0199	0.896	1	0.0497	0.745	1
ENSG00000100234	TIMP3	chr22	+	32801705	32863041	0.129	0.811	0.928	0.197	0.715	1	0.502	0.352	1
ENSG00000100225	FBXO7	chr22	+	32474676	32498829	-0.099	0.353	0.672	-0.00669	0.95	1	-0.0684	0.522	1
ENSG00000273325		chr22	+	32284683	32285131	-1.23	0.448		0.53	0.732	1	-0.811	0.613	1
ENSG00000067177	PHKA1	chrX	-	72578814	72714319	-0.00867	0.969		0.0265	0.906	1	0.0657	0.771	1
ENSG00000180245	RRH	chr4	+	109827972	109849123	-1.1	0.378		-0.805	0.516	1	-0.972	0.436	1
ENSG00000242082	SLC5A4-AS1	chr22	+	32205115	32278382	-0.322	0.413		0.232	0.553	1	0.409	0.296	1
ENSG00000174780	SRP72	chr4	+	56467617	56503681	0.231	0.0725	0.384	0.0471	0.715	1	0.0419	0.745	1
ENSG00000100170	SLC5A1	chr22	+	32043261	32113029	-0.00846	0.993		0.186	0.852	1	0.154	0.878	1
ENSG00000144810	COL8A1	chr3	+	99638475	99799226	2.22	0.611		0.792	0.858		2.42	0.578	
ENSG00000128245	YWHAH	chr22	+	31944522	31957603	0.0975	0.52	0.781	-0.0585	0.7	1	-0.00408	0.979	1
ENSG00000100150	DEPDC5	chr22	+	31753867	31908033	-0.186	0.175	0.505	-0.00435	0.975	1	-0.0513	0.709	1
ENSG00000287817		chr22	+	31490150	31491022	0.439	0.543		0.464	0.52	1	0.206	0.777	1
ENSG00000198089	SFI1	chr22	+	31488688	31618588	-0.124	0.304	0.63	-0.0236	0.844	1	0.101	0.403	1
ENSG00000100105	PATZ1	chr22	-	31325804	31346346	0.0426	0.715	0.888	-0.00904	0.938	1	0.0119	0.919	1
ENSG00000184709	LRRC26	chr9	-	137168758	137170051	4.33	0.104		4.1	0.124	1	3.54	0.187	1
ENSG00000288793		chr3	+	76580318	76581804	-0.183	0.986		-0.168	0.988		2.92	0.786	
ENSG00000182541	LIMK2	chr22	+	31212239	31280080	0.104	0.349	0.669	0.0617	0.579	1	0.144	0.197	1
ENSG00000261236	BOP1	chr8	-	144262045	144291438	0.49	0.0271	0.279	0.125	0.574	1	0.248	0.265	1
ENSG00000138942	RNF185	chr22	+	31160182	31207019	0.259	0.0755	0.387	0.0394	0.787	1	0.0944	0.517	1
ENSG00000273387		chr22	-	31082156	31083565	0.428	0.358		0.0323	0.945	1	-0.0601	0.899	1
ENSG00000183963	SMTN	chr22	+	31064105	31104757	0.000609	0.998	1	-0.0819	0.711	1	-0.0359	0.871	1
ENSG00000253352	TUG1	chr22	+	30969245	30979395	-0.0939	0.547	0.798	-0.0157	0.92	1	-0.0496	0.75	1
ENSG00000235989	MORC2-AS1	chr22	+	30922308	30932449	-0.184	0.97		2.86	0.548	1	0.879	0.857	
ENSG00000184792	OSBP2	chr22	+	30693782	30907824	-0.193	0.645		0.323	0.436	1	0.164	0.693	1
ENSG00000197977	ELOVL2	chr6	-	10980759	11044305	0.526	0.289		-0.447	0.376	1	-0.0757	0.88	1
ENSG00000167065	DUSP18	chr22	-	30652051	30667887	-0.145	0.626		0.177	0.549	1	0.112	0.705	1
ENSG00000100036	SLC35E4	chr22	+	30635781	30669016	-0.122	0.706		-0.202	0.533	1	0.0477	0.882	1
ENSG00000100029	PES1	chr22	-	30576625	30607083	0.291	0.0403	0.321	0.0654	0.645	1	0.199	0.161	1
ENSG00000214491	SEC14L6	chr22	-	30522799	30546741	-0.26	0.432		-0.121	0.715	1	0.0507	0.878	1
ENSG00000247516	MIR4458HG	chr5	+	8450701	8486930	0.363	0.163		0.198	0.447	1	0.311	0.233	1
ENSG00000273428		chr22	+	30432686	30436066	-1.66	0.448		1.44	0.453	1	1.52	0.427	1
ENSG00000272689		chr22	-	30421206	30421536	-0.764	0.684		-0.194	0.915	1	-2.56	0.221	1
ENSG00000273350		chr22	+	30420512	30420912	-0.184	0.964		0.793	0.845		0.879	0.829	
ENSG00000289643		chr4	-	42285818	42292644	-1.35	0.0808		-0.235	0.76	1	-1.01	0.191	1
ENSG00000100003	SEC14L2	chr22	+	30396941	30425303	0.0373	0.9		-0.198	0.509	1	0.088	0.768	1
ENSG00000099999	RNF215	chr22	-	30368811	30421771	0.176	0.49		0.0169	0.947	1	0.165	0.517	1
ENSG00000268812	LIF-AS2	chr22	+	30246205	30246998	3.9	0.149		3.72	0.169	1	2.83	0.305	1
ENSG00000128342	LIF	chr22	-	30240453	30246759	-0.104	0.827		-0.133	0.78	1	0.0863	0.856	1
ENSG00000227117	HORMAD2-AS1	chr22	-	30008742	30080480	-1.02	0.176		-0.623	0.402	1	-1.04	0.169	1
ENSG00000279159		chr22	-	29978950	30028236	-0.546	0.206		0.0967	0.821	1	-0.0233	0.957	1
ENSG00000100330	MTMR3	chr22	+	29883169	30030868	-0.176	0.156	0.487	-0.0183	0.883	1	-0.0785	0.526	1
ENSG00000100325	ASCC2	chr22	-	29788609	29838304	-0.00879	0.953	0.984	0.0162	0.913	1	0.0056	0.97	1
ENSG00000100314	CABP7	chr22	+	29720003	29731833	-0.809	0.323		0.124	0.877	1	-0.00849	0.992	1
ENSG00000181195	PENK	chr8	-	56436674	56446671	4.26	0.0862		3.22	0.2	1	4.46	0.0717	1
ENSG00000253509		chr8	-	41275115	41277003	2.28	0.407		3.15	0.242	1	3.6	0.179	1
ENSG00000225465	RFPL1S	chr22	-	29436534	29478868	0.0625	0.92		0.237	0.702	1	-0.0129	0.983	1
ENSG00000100280	AP1B1	chr22	-	29327680	29388583	0.0301	0.806	0.926	0.04	0.745	1	0.1	0.414	1
ENSG00000135314	KHDC1	chr6	-	73241314	73310365	0.312	0.329		0.13	0.686	1	0.311	0.332	1
ENSG00000100276	RASL10A	chr22	-	29312933	29319679	2.29	0.417		2.22	0.433	1	2.26	0.425	
ENSG00000146674	IGFBP3	chr7	-	45912245	45921874	-0.301	0.552	0.801	0.249	0.622	1	0.18	0.722	1
ENSG00000185340	GAS2L1	chr22	+	29306618	29312787	0.588	0.368		0.38	0.562	1	0.142	0.83	1
ENSG00000182944	EWSR1	chr22	+	29268009	29300525	-0.154	0.121	0.449	-0.0594	0.55	1	-0.131	0.187	1
ENSG00000237015		chr22	+	29260889	29262037	-0.184	0.968		-0.169	0.97		-0.083	0.985	
ENSG00000100263	RHBDD3	chr22	-	29259872	29268209	0.0924	0.653		0.0343	0.868	1	0.259	0.206	1
ENSG00000186998	EMID1	chr22	+	29205896	29259597	-0.217	0.376		-0.108	0.659	1	-0.215	0.38	1
ENSG00000183762	KREMEN1	chr22	+	29073035	29168333	-0.365	0.33		0.163	0.662	1	-0.0111	0.976	1
ENSG00000183579	ZNRF3	chr22	+	28883572	29057488	0.176	0.242	0.578	0.104	0.492	1	0.159	0.293	1
ENSG00000226471		chr22	+	28800683	28848559	-0.524	0.334		-5.79e-05	1	1	-0.258	0.634	1
ENSG00000159873	CCDC117	chr22	+	28772674	28789301	-0.265	0.0109	0.21	-0.118	0.257	1	-0.261	0.0122	1
ENSG00000100154	TTC28	chr22	-	27978014	28679840	-0.237	0.315	0.638	-0.232	0.324	1	-0.197	0.404	1
ENSG00000235954	TTC28-AS1	chr22	+	27919376	28008581	-0.0526	0.719	0.889	0.0658	0.652	1	0.0624	0.669	1
ENSG00000163611	SPICE1	chr3	-	113442718	113515187	0.0423	0.767	0.909	0.0582	0.684	1	0.0356	0.803	1
ENSG00000180957	PITPNB	chr22	-	27851669	27920134	0.103	0.303	0.63	0.109	0.273	1	0.0586	0.557	1
ENSG00000181211	HECW1-IT1	chr7	+	43117896	43163187	-2.18	0.231		-1.75	0.323	1	-4.53	0.0239	
ENSG00000169184	MN1	chr22	-	27748277	27801756	-0.224	0.0803	0.391	-0.0725	0.571	1	-0.211	0.0994	1
ENSG00000100226	GTPBP1	chr22	+	38705742	38738299	-0.146	0.117	0.443	-0.0659	0.48	1	-0.105	0.26	1
ENSG00000107242	PIP5K1B	chr9	+	68705240	69009176	-0.00549	0.99		0.158	0.719	1	0.0146	0.974	1
ENSG00000227880		chr22	-	27457247	27460060	2.62	0.4		2.98	0.335	1	0.879	0.787	
ENSG00000257138	TAS2R38	chr7	-	141972631	141973773	-1.23	0.645		0.134	0.959		-0.112	0.966	1
ENSG00000113205	PCDHB3	chr5	+	141100473	141103827	-0.518	0.0843		-0.183	0.542	1	-0.292	0.329	1
ENSG00000235271		chr22	+	26903292	26920935	1.57	0.788		2.43	0.675		3.76	0.514	
ENSG00000223704	LINC01422	chr22	+	26858634	26968763	-0.879	0.0663		-0.416	0.38	1	-0.763	0.111	1
ENSG00000244625	MIATNB	chr22	+	26672747	26780893	-0.494	0.126		-0.254	0.43	1	-0.187	0.561	1
ENSG00000206028		chr22	-	26667693	26672654	0.975	0.419		-0.238	0.848	1	-0.112	0.928	1
ENSG00000196431	CRYBA4	chr22	+	26621963	26630669	0.263	0.731		-0.486	0.536	1	-0.15	0.847	1
ENSG00000286326		chr22	+	26597028	26611453	4.2	0.186		2.21	0.497	1	3.98	0.21	1
ENSG00000128294	TPST2	chr22	-	26521996	26596717	0.0607	0.731	0.895	0.112	0.525	1	0.216	0.221	1
ENSG00000261188	TFIP11-DT	chr22	+	26512503	26514568	0.15	0.471		0.0682	0.743	1	-0.0697	0.739	1
ENSG00000100109	TFIP11	chr22	-	26491225	26512505	0.165	0.238	0.575	0.036	0.797	1	0.047	0.738	1
ENSG00000128203	ASPHD2	chr22	+	26429260	26445015	0.00845	0.965		-0.0773	0.689	1	-0.046	0.812	1
ENSG00000100095	SEZ6L	chr22	+	26169462	26383597	1.36	0.213		1.08	0.327	1	2.05	0.0583	1
ENSG00000229770		chr22	-	26161905	26169341	0.213	0.932		0.875	0.72	1	1.95	0.417	1
ENSG00000272130		chr5	+	21569755	21570045	2.27	0.475		2.7	0.391	1	3.85	0.215	1
ENSG00000133454	MYO18B	chr22	+	25742144	26031045	1.89	0.236		1.93	0.225	1	1.64	0.307	1
ENSG00000234884	GRK3-AS1	chr22	-	25561117	25564719	-2.66	0.429		-2.65	0.431		-2.56	0.447	
ENSG00000291087		chr22	+	25448080	25520856	-0.376	0.0387	0.317	-0.111	0.54	1	-0.145	0.425	1
ENSG00000183696	UPP1	chr7	+	48088628	48108736	0.419	0.0174	0.244	0.265	0.133	1	0.394	0.0259	1
ENSG00000290796		chr22	-	25351418	25405377	-0.227	0.466		0.163	0.597	1	0.0204	0.948	1
ENSG00000233577		chr22	-	25279529	25282674	0.562	0.756		1.13	0.528	1	1.12	0.534	1
ENSG00000236641		chr22	+	25212085	25213826	-2.03	0.215		-0.433	0.78	1	-0.705	0.652	1
ENSG00000122008	POLK	chr5	+	75511845	75609991	-0.281	0.126	0.454	-0.0748	0.683	1	-0.187	0.308	1
ENSG00000167037	SGSM1	chr22	+	24806169	24927578	-0.205	0.376		-0.0229	0.921	1	-0.128	0.581	1
ENSG00000184571	PIWIL3	chr22	-	24719034	24774720	2.71	0.619		2.7	0.62	1	0.878	0.874	1
ENSG00000272361		chr7	-	16593626	16594224	3.29	0.21		2.58	0.334	1	-0.0833	0.976	
ENSG00000144596	GRIP2	chr3	-	14489107	14556075	-0.335	0.595		0.625	0.318	1	0.367	0.558	1
ENSG00000290697		chr22	+	24647699	24653356	-0.438	0.614		-1.33	0.141	1	-1.39	0.126	1
ENSG00000284070		chr22	-	24645171	24651657	2.61	0.666		-0.17	0.978		1.87	0.758	
ENSG00000100031	GGT1	chr22	+	24594811	24629005	0.323	0.417		0.205	0.608	1	0.178	0.656	1
ENSG00000010256	UQCRC1	chr3	-	48599002	48610976	0.265	0.0657	0.372	0.0599	0.677	1	0.13	0.367	1
ENSG00000138867	GUCD1	chr22	-	24540423	24555935	0.208	0.126	0.454	0.0229	0.867	1	0.16	0.242	1
ENSG00000178803	ADORA2A-AS1	chr22	-	24429206	24495074	-0.549	0.88		-0.708	0.846		-0.952	0.795	
ENSG00000161010	MRNIP	chr5	-	179835133	179862173	0.0337	0.834	0.94	-0.00286	0.986	1	0.136	0.396	1
ENSG00000128271	ADORA2A	chr22	+	24417879	24442357	-0.101	0.749		-0.116	0.713	1	-0.052	0.869	1
ENSG00000100014	SPECC1L	chr22	+	24270817	24417739	-0.111	0.367	0.682	-0.0675	0.584	1	-0.0898	0.467	1
ENSG00000099994	SUSD2	chr22	+	24181487	24189106	-0.175	0.776		0.837	0.17	1	0.697	0.255	1
ENSG00000232545		chr22	+	24101689	24103354	1.13	0.502		0.972	0.565	1	1.15	0.495	1
ENSG00000099977	DDT	chr22	-	23970542	23980525	0.124	0.444	0.732	-0.0488	0.765	1	0.124	0.446	1
ENSG00000099974	DDTL	chr22	+	23966888	23972556	-1.31	0.608		-3.23	0.232	1	-2.47	0.347	1
ENSG00000133433	GSTT2B	chr22	-	23957414	23961195	1.2	0.541		1.94	0.316	1	3.01	0.115	1
ENSG00000273295		chr22	-	23901432	23907068	-0.551	0.0753		-0.039	0.9	1	-0.291	0.346	1
ENSG00000011201	ANOS1	chrX	-	8528874	8732137	0.412	0.104	0.424	0.178	0.481	1	0.192	0.449	1
ENSG00000218537	MIF-AS1	chr22	-	23894426	23898930	-0.354	0.288		-0.306	0.359	1	-0.19	0.568	1
ENSG00000133460	SLC2A11	chr22	+	23856703	23886312	-0.458	0.0327		-0.0898	0.674	1	-0.166	0.439	1
ENSG00000099953	MMP11	chr22	+	23768226	23784316	0.318	0.288		0.282	0.345	1	0.326	0.276	1
ENSG00000250479	CHCHD10	chr22	-	23765834	23767972	0.0294	0.925		0.0611	0.844	1	0.211	0.497	1
ENSG00000187792	ZNF70	chr22	-	23738682	23751112	-0.242	0.148	0.477	-0.15	0.371	1	-0.107	0.523	1
ENSG00000290958		chr22	-	23638492	23640762	-0.0724	0.81		0.148	0.622	1	0.114	0.705	1
ENSG00000189269	DRICH1	chr22	-	23608452	23632321	3.47	0.136		4.07	0.0777	1	1.79	0.471	1
ENSG00000280623	PCAT14	chr22	+	23536881	23547797	-1.84	0.211		-0.46	0.749	1	-0.723	0.617	1
ENSG00000234928	LINC01659	chr22	+	23433518	23435071	3.25	0.236		2.77	0.317	1	4.16	0.126	1
ENSG00000290920		chr22	-	23390605	23402726	-0.041	0.964		0.688	0.444	1	0.268	0.769	1
ENSG00000128266	GNAZ	chr22	+	23070519	23125032	-0.06	0.735	0.897	0.0275	0.876	1	-0.0327	0.853	1
ENSG00000100218	RSPH14	chr22	-	23059415	23145021	-0.275	0.8		0.206	0.847	1	0.873	0.406	1
ENSG00000204618	RNF39	chr6	-	30070266	30075849	1.26	0.447		2.34	0.153	1	1.98	0.228	1
ENSG00000106714	CNTNAP3	chr9	-	39064710	39288315	-0.195	0.259	0.596	-0.0311	0.857	1	-0.113	0.513	1
ENSG00000100401	RANGAP1	chr22	-	41244779	41286187	0.195	0.226	0.56	0.0401	0.803	1	0.143	0.375	1
ENSG00000273230		chr7	-	1464497	1467522	-0.434	0.0803		-0.133	0.591	1	-0.0687	0.781	1
ENSG00000181135	ZNF707	chr8	+	143684452	143713898	-0.0431	0.823		-0.00809	0.966	1	-0.0961	0.619	1
ENSG00000049540	ELN	chr7	+	74027789	74069907	-0.113	0.77		0.0773	0.841	1	0.374	0.332	1
ENSG00000109472	CPE	chr4	+	165361194	165498547	0.632	0.00117	0.104	0.211	0.28	1	0.326	0.0948	1
ENSG00000136068	FLNB	chr3	+	58008398	58172251	-0.143	0.712	0.886	0.338	0.383	1	0.247	0.523	1
ENSG00000136270	TBRG4	chr7	-	45100100	45112047	0.422	0.0279	0.283	0.144	0.452	1	0.371	0.0535	1
ENSG00000211644	IGLV1-51	chr22	+	22322472	22322969	3.01	0.33		2.98	0.336	1	2.37	0.45	
ENSG00000211643	IGLV5-52	chr22	+	22318727	22319226	0.605	0.49		0.344	0.696	1	0.0446	0.96	1
ENSG00000274422		chr22	-	22283928	22287220	-0.297	0.413	0.711	0.177	0.626	1	-0.21	0.563	1
ENSG00000164684	ZNF704	chr8	-	80628451	80874781	-0.151	0.49	0.762	-0.107	0.624	1	-0.225	0.302	1
ENSG00000290600		chr7	+	149285281	149297312	-0.26	0.349		-0.0616	0.824	1	0.0116	0.967	1
ENSG00000224086	PPM1F-AS1	chr22	+	21938269	21977632	-0.0651	0.899		0.201	0.692	1	0.566	0.263	1
ENSG00000100030	MAPK1	chr22	-	21759657	21867680	-0.117	0.533	0.79	0.141	0.453	1	-0.0173	0.927	1
ENSG00000243004		chr7	-	19918981	20140453	-2.04	0.257		-1.12	0.522	1	-1.75	0.326	1
ENSG00000100027	YPEL1	chr22	-	21697536	21735794	-0.0914	0.463	0.744	-0.0549	0.659	1	-0.133	0.285	1
ENSG00000100023	PPIL2	chr22	+	21666000	21700015	-0.0359	0.73	0.894	0.0181	0.862	1	-0.00233	0.982	1
ENSG00000107371	EXOSC3	chr9	-	37759234	37832117	0.0215	0.854	0.947	-0.0747	0.525	1	0.0139	0.906	1
ENSG00000128228	SDF2L1	chr22	+	21642302	21644299	-0.0231	0.953		-0.0559	0.887	1	0.129	0.744	1
ENSG00000185651	UBE2L3	chr22	+	21549447	21624034	0.0231	0.858	0.948	-0.0252	0.845	1	-0.0429	0.74	1
ENSG00000169635	HIC2	chr22	+	21417371	21451463	-0.0948	0.376	0.689	-0.0374	0.727	1	-0.0588	0.583	1
ENSG00000099960	SLC7A4	chr22	-	21028718	21032840	0.239	0.824		0.469	0.659	1	0.314	0.77	1
ENSG00000284130	TUBA3FP	chr22	-	21008193	21014292	-0.256	0.588		-0.303	0.522	1	0.147	0.754	1
ENSG00000204839	MROH6	chr8	-	143566192	143572772	-0.197	0.632		-0.022	0.957	1	0.201	0.622	1
ENSG00000184436	THAP7	chr22	-	20999104	21002196	0.465	0.0424		-0.0474	0.837	1	0.458	0.0459	1
ENSG00000272829		chr22	-	20981351	20982233	0.044	0.964		-0.248	0.801	1	0.415	0.669	1
ENSG00000099940	SNAP29	chr22	+	20859007	20891214	-0.0935	0.508	0.774	-0.0861	0.542	1	-0.138	0.329	1
ENSG00000253978	TENM2-AS1	chr5	-	168229583	168269415	-0.504	0.577		-1.09	0.233	1	-0.574	0.526	1
ENSG00000241973	PI4KA	chr22	-	20707691	20859417	-0.123	0.403	0.706	-0.0808	0.583	1	-0.0653	0.657	1
ENSG00000056097	ZFR	chr5	-	32354350	32444740	0.102	0.443	0.732	0.0402	0.763	1	0.0127	0.924	1
ENSG00000290981		chr22	-	20616230	20656914	-2.11	0.0865		-0.816	0.483	1	-1.84	0.13	1
ENSG00000213886	UBD	chr6	-	29555515	29559732	-0.184	0.984		-0.169	0.985		-0.0826	0.993	
ENSG00000244486	SCARF2	chr22	-	20424584	20437826	0.362	0.6		-0.236	0.737	1	1.09	0.11	1
ENSG00000185252	ZNF74	chr22	+	20394115	20408461	-0.089	0.537	0.794	-0.127	0.38	1	-0.0609	0.673	1
ENSG00000290950		chr22	-	20350578	20372696	1.65	0.609		2.7	0.391		1.81	0.574	
ENSG00000273139		chr22	+	20320104	20321208	-0.597	0.536		0.0659	0.944	1	0.417	0.656	1
ENSG00000273343		chr22	-	20318119	20318749	-0.565	0.415		0.104	0.878	1	-0.422	0.542	1
ENSG00000250069		chr5	+	140200163	140203187	-1.3	0.109		-1.15	0.152	1	-0.189	0.807	1
ENSG00000128185	DGCR6L	chr22	-	20314238	20320080	0.278	0.353		0.0549	0.855	1	0.145	0.63	1
ENSG00000236499	LINC00896	chr22	+	20206380	20208524	-3.66	0.553		-2.97	0.629		-2.83	0.646	
ENSG00000099904	ZDHHC8	chr22	+	20129456	20148007	0.106	0.516	0.779	0.0194	0.905	1	0.213	0.192	1
ENSG00000093010	COMT	chr22	+	19941371	19969975	0.255	0.281	0.616	-0.0218	0.927	1	0.117	0.623	1
ENSG00000184470	TXNRD2	chr22	-	19875517	19941820	0.2	0.429		0.101	0.69	1	0.106	0.676	1
ENSG00000289960		chr22	+	19854972	19867419	-0.126	0.852		0.268	0.688	1	0.39	0.558	1
ENSG00000215012	RTL10	chr22	-	19846138	19854896	-0.0972	0.424	0.719	-0.0862	0.478	1	0.00697	0.954	1
ENSG00000184058	TBX1	chr22	+	19756703	19783593	-1.02	0.794		-3.23	0.423		-0.596	0.879	
ENSG00000123560	PLP1	chrX	+	103773718	103792619	-0.257	0.122	0.45	-0.0271	0.87	1	-0.38	0.0226	1
ENSG00000230537	LINC02937	chr9	-	91104327	91213046	-1.13	0.0993		-0.43	0.523	1	-0.731	0.282	1
ENSG00000184702	SEPTIN5	chr22	+	19714503	19724224	0.596	0.227		0.138	0.781	1	0.555	0.262	1
ENSG00000184113	CLDN5	chr22	-	19523024	19527545	0.158	0.848		0.174	0.833	1	0.676	0.409	1
ENSG00000283064		chr6	-	26160765	26172802	0.812	0.719		-1.65	0.505	1	1.25	0.577	1
ENSG00000093009	CDC45	chr22	+	19479457	19520612	0.188	0.16	0.49	-0.0847	0.528	1	0.0747	0.578	1
ENSG00000273212		chr22	+	19456503	19456962	-2.19	0.241		-0.359	0.836	1	-0.792	0.651	1
ENSG00000266289	LINC02933	chr8	-	103383078	103383854	-2.21	0.188		0.0383	0.98	1	-1.62	0.316	1
ENSG00000273300		chr22	+	19454179	19454605	0.124	0.927		0.32	0.813	1	-0.0926	0.946	1
ENSG00000185608	MRPL40	chr22	+	19432545	19436075	0.242	0.353		-0.0353	0.893	1	0.0666	0.799	1
ENSG00000070371	CLTCL1	chr22	-	19179473	19291719	-0.0178	0.926	0.973	0.272	0.158	1	0.167	0.387	1
ENSG00000289481		chr22	-	19170816	19171614	-0.178	0.938		1.69	0.442	1	1.33	0.547	1
ENSG00000100056	ESS2	chr22	-	19130279	19144684	0.128	0.481	0.755	-0.113	0.538	1	0.0799	0.662	1
ENSG00000272682		chr22	-	19124309	19128449	2.32	0.507		1.6	0.652		3.64	0.289	
ENSG00000281530		chr22	-	19061041	19061843	-1.52	0.0203		-0.59	0.351	1	-0.681	0.284	1
ENSG00000070413	DGCR2	chr22	-	19036282	19122454	0.2	0.168	0.499	0.0432	0.766	1	0.131	0.367	1
ENSG00000288596	C8orf44	chr8	+	66667615	66685564	-0.527	0.0344		-0.0657	0.79	1	-0.372	0.135	1
ENSG00000273032	DGCR5	chr22	+	18970439	19031242	-0.188	0.487		0.0873	0.746	1	0.224	0.405	1
ENSG00000284294		chr22	+	18936411	18947741	-0.581	0.496	0.765	0.533	0.532	1	0.343	0.687	1
ENSG00000197180	ATP6AP1-DT	chrX	-	154424378	154428526	-0.362	0.519		-0.789	0.165	1	-0.489	0.386	1
ENSG00000023318	ERP44	chr9	-	99979185	100099052	0.0573	0.541	0.796	-0.0124	0.895	1	-0.0208	0.825	1
ENSG00000275793	RIMBP3	chr22	-	18605815	18611919	-1.11	0.109		-1.25	0.0729	1	-1.43	0.0417	1
ENSG00000247199	FBXO38-DT	chr5	-	148088125	148383907	-0.734	0.0162		-0.282	0.351	1	-0.521	0.0868	1
ENSG00000260368		chr8	-	100913247	100914388	1.83	0.148		0.239	0.858	1	0.48	0.716	1
ENSG00000183785	TUBA8	chr22	+	18110100	18146683	0.169	0.767		0.464	0.414	1	-0.0403	0.944	1
ENSG00000225335		chr22	-	18076527	18078884	1.38	0.319		0.854	0.541	1	1.21	0.384	1
ENSG00000235445		chr22	-	17983205	17983619	-0.739	0.757		-0.17	0.942	1	-2.53	0.306	
ENSG00000099968	BCL2L13	chr22	+	17628855	17730855	-0.0853	0.439	0.729	-0.073	0.508	1	-0.0538	0.626	1
ENSG00000131100	ATP6V1E1	chr22	-	17592136	17628749	0.106	0.508	0.774	0.0619	0.699	1	0.136	0.396	1
ENSG00000198939	ZFP2	chr5	+	178895898	178933212	-0.205	0.494		0.225	0.451	1	-0.0619	0.836	1
ENSG00000236754		chr22	-	17580157	17589192	2.71	0.365		2.45	0.416		3.4	0.252	1
ENSG00000182902	SLC25A18	chr22	+	17563450	17590995	0.628	0.199		0.607	0.215	1	0.56	0.254	1
ENSG00000093072	ADA2	chr22	-	17178790	17258235	-0.171	0.28	0.614	-0.148	0.349	1	-0.165	0.297	1
ENSG00000185837	HDHD5-AS1	chr22	+	17159351	17165447	0.797	0.489		0.278	0.812	1	-0.1	0.932	1
ENSG00000069998	HDHD5	chr22	-	17137511	17165287	0.146	0.362	0.678	0.094	0.557	1	0.168	0.294	1
ENSG00000235478	LINC01664	chr22	+	17121530	17132105	0.856	0.438		0.758	0.493	1	0.94	0.395	1
ENSG00000273203		chr22	+	17067821	17070675	0.13	0.914		1.3	0.269	1	-1.42	0.275	1
