gene_ID	hgnc_symbol	chr	strand	start	end	MEF2C_CE_log2FoldChange	MEF2C_CE_pvalue	MEF2C_CE_padj	MEF2C_KO_log2FoldChange	MEF2C_KO_pvalue	MEF2C_KO_padj	MEF2C_PTC_log2FoldChange	MEF2C_PTC_pvalue	MEF2C_PTC_padj
ENSG00000166986	MARS1	chr12	+	57475445	57517569	0.299	0.0204	0.589	0.148	0.25	1	0.023	0.858	1
ENSG00000106484	MEST	chr7	+	130486171	130506465	0.165	0.0764	0.589	0.114	0.219	1	0.0312	0.736	1
ENSG00000175189	INHBC	chr12	+	57434784	57452062	0.479	0.824		0.195	0.928	1	0.214	0.921	1
ENSG00000122965	RBM19	chr12	-	113816738	113966325	-0.267	0.0833	0.591	-0.0643	0.675	1	0.0161	0.916	1
ENSG00000062716	VMP1	chr17	+	59707192	59842255	-0.382	0.161	0.632	-0.157	0.565	1	-0.156	0.566	1
ENSG00000275645		chr15	-	75346744	75347161	1.85	0.139	0.621	2.09	0.0888	1	1.62	0.194	1
ENSG00000248869	LINC02511	chr4	-	136795919	137212799	-0.257	0.758	0.928	-0.612	0.464	1	-1.06	0.211	1
ENSG00000188219	POTEE	chr2	+	131209536	131265278	-0.585	0.278	0.704	-0.241	0.641	1	0.129	0.798	1
ENSG00000133107	TRPC4	chr13	-	37632063	37869802	-0.643	0.457	0.802	0.62	0.468	1	0.196	0.819	1
ENSG00000140265	ZSCAN29	chr15	-	43358172	43371043	-0.125	0.284	0.707	0.00159	0.989	1	-0.0476	0.68	1
ENSG00000185482	STAC3	chr12	-	57243453	57251188	-0.0517	0.889	0.975	-0.0514	0.887	1	-0.0679	0.85	1
ENSG00000287918		chrX	-	151303384	151397142	0.326	0.7	0.913	-0.543	0.544	1	0.169	0.84	1
ENSG00000113578	FGF1	chr5	-	142592178	142698070	-0.438	0.491	0.822	0.416	0.513	1	0.233	0.714	1
ENSG00000247877	FAM174A-DT	chr5	-	100428124	100535262	-0.443	0.528	0.841	0.241	0.704	1	0.698	0.251	1
ENSG00000286756		chr11	+	65487884	65488896	-0.341	0.527	0.84	-0.581	0.282	1	-0.851	0.122	1
ENSG00000171451	DSEL	chr18	-	67506587	67516720	0.107	0.603	0.877	-0.238	0.249	1	-0.152	0.46	1
ENSG00000109332	UBE2D3	chr4	-	102794383	102868896	0.0689	0.311	0.723	0.00213	0.975	1	0.0205	0.763	1
ENSG00000182199	SHMT2	chr12	+	57229573	57234935	0.209	0.0196	0.589	0.245	0.00594	1	0.106	0.235	1
ENSG00000215186	GOLGA6B	chr15	+	72654697	72669599	0.697	0.428	0.787	-1.3	0.152	1	-0.6	0.501	1
ENSG00000271533		chrX	-	74209976	74213660	-0.358	0.0417	0.589	-0.278	0.113	1	-0.209	0.232	1
ENSG00000276727		chr12	-	57229498	57230198	-1.27	0.461	0.804	-0.656	0.679	1	-0.565	0.718	1
ENSG00000182379	NXPH4	chr12	+	57216794	57226449	-1.05	0.262	0.697	-0.571	0.513	1	-0.733	0.403	1
ENSG00000139547	RDH16	chr12	-	56951431	56959374	-0.182	0.711	0.917	-0.65	0.195	1	-0.0645	0.892	1
ENSG00000196418	ZNF124	chr1	-	247121975	247172020	-0.343	0.034	0.589	-0.165	0.306	1	-0.133	0.41	1
ENSG00000121858	TNFSF10	chr3	-	172505508	172523475	0.868	0.0367	0.589	-0.304	0.481	1	-0.178	0.677	1
ENSG00000198056	PRIM1	chr12	-	56730438	56752374	0.146	0.506	0.829	-0.252	0.255	1	-0.0988	0.652	1
ENSG00000289409		chr3	-	157088022	157088700	0	1		3.1	0.263	1	0.748	0.799	
ENSG00000285159		chr6	+	158853588	158864502	1.28	0.411	0.779	-0.156	0.925	1	0.0911	0.955	1
ENSG00000116996	ZP4	chr1	-	237877864	237890922	-1.72	0.207	0.66	0.241	0.813	1	-0.69	0.532	1
ENSG00000196531	NACA	chr12	-	56712305	56731628	0.408	0.0504	0.589	0.121	0.563	1	0.141	0.499	1
ENSG00000076108	BAZ2A	chr12	-	56595596	56636816	0.307	0.151	0.628	-0.0106	0.96	1	0.0476	0.824	1
ENSG00000114349	GNAT1	chr3	+	50191610	50197696	0.0302	0.984	0.996	-0.228	0.879	1	-3.14	0.0746	
ENSG00000196850	PPTC7	chr12	-	110533245	110583318	0.578	0.0681	0.589	0.00312	0.992	1	0.0201	0.95	1
ENSG00000135517	MIP	chr12	-	56449502	56469166	0.71	0.53	0.842	-0.341	0.777	1	-0.505	0.677	1
ENSG00000111602	TIMELESS	chr12	-	56416363	56449426	0.205	0.248	0.688	-0.0594	0.737	1	-0.0214	0.904	1
ENSG00000175193	PARL	chr3	-	183829271	183884933	0.146	0.137	0.62	0.23	0.0168	1	0.226	0.0185	1
ENSG00000276216		chr1	+	145281116	145281462	-0.337	0.229	0.673	-0.435	0.117	1	0.0629	0.815	1
ENSG00000157764	BRAF	chr7	-	140719327	140924929	0.474	0.166	0.636	-0.297	0.384	1	-0.123	0.72	1
ENSG00000276272		chr12	-	56411944	56413190	0.642	0.355	0.746	-0.0839	0.908	1	0.283	0.685	1
ENSG00000249639		chr5	+	135450613	135458697	-2.64	0.0999	0.597	-0.415	0.738	1	-1.09	0.405	1
ENSG00000235934		chr2	-	170814686	170818037	1.54	0.401		1.32	0.471	1	3.11	0.064	1
ENSG00000278071		chr14	+	103208100	103208876	0.206	0.778	0.936	0.0203	0.978	1	-0.0489	0.946	1
ENSG00000110944	IL23A	chr12	+	56334174	56340410	-1.15	0.131	0.613	0.0927	0.884	1	-1.14	0.115	1
ENSG00000123144	TRIR	chr19	-	12730640	12734684	0.26	0.0968	0.597	0.16	0.308	1	0.181	0.246	1
ENSG00000076382	SPAG5	chr17	-	28577565	28599025	0.136	0.295	0.714	0.0276	0.831	1	0.0924	0.475	1
ENSG00000135469	COQ10A	chr12	+	56266890	56270966	-0.0483	0.838	0.953	-0.287	0.226	1	-0.253	0.281	1
ENSG00000235488	JARID2-AS1	chr6	-	15247815	15248634	0.276	0.913	0.985	0.0979	0.969	1	-1.98	0.448	
ENSG00000139645	ANKRD52	chr12	-	56237807	56258384	-0.174	0.432	0.79	0.232	0.293	1	0.0933	0.673	1
ENSG00000287226		chr4	-	157929071	158094763	0.0748	0.91	0.983	0.681	0.271	1	0.569	0.359	1
ENSG00000132874	SLC14A2	chr18	+	45212995	45683688	0.241	0.795	0.938	0.108	0.907	1	0.098	0.914	1
ENSG00000258199		chr12	-	56162359	56190284	-2.56	0.00994	0.589	-1.06	0.175	1	-0.517	0.488	1
ENSG00000241468	ATP5MF	chr7	-	99448475	99466186	0.0654	0.477	0.813	0.204	0.0254	1	0.127	0.163	1
ENSG00000174428	GTF2IRD2B	chr7	+	75092573	75149817	0.0788	0.647	0.895	0.196	0.25	1	0.237	0.162	1
ENSG00000092841	MYL6	chr12	+	56158346	56163496	-0.18	0.449	0.797	0.196	0.411	1	0.152	0.523	1
ENSG00000073350	LLGL2	chr17	+	75525080	75575209	-0.386	0.343	0.741	0.242	0.552	1	0.0267	0.948	1
ENSG00000136925	TSTD2	chr9	-	97600080	97633368	-0.0197	0.855	0.959	-0.0494	0.644	1	-0.00822	0.938	1
ENSG00000163689	CFAP20DC	chr3	-	58717365	59050084	-0.514	0.223	0.67	-0.144	0.725	1	-0.161	0.693	1
ENSG00000125633	CCDC93	chr2	-	117915478	118014133	0.0223	0.832	0.95	-0.00543	0.959	1	-0.023	0.826	1
ENSG00000203326	ZNF525	chr19	+	53365693	53392217	0.168	0.444	0.795	-0.251	0.253	1	-0.0786	0.72	1
ENSG00000278175	GLIDR	chr9	-	39709535	39810128	-0.538	0.165	0.635	0.117	0.75	1	0.0246	0.946	1
ENSG00000107960	STN1	chr10	-	103856806	103918332	-0.18	0.35	0.744	0.0469	0.806	1	-0.0145	0.939	1
ENSG00000139641	ESYT1	chr12	+	56118250	56144674	-0.265	0.369	0.755	0.166	0.573	1	0.0337	0.909	1
ENSG00000125089	SH3TC1	chr4	+	8182072	8241803	0.983	0.128	0.611	-0.221	0.732	1	-0.0294	0.964	1
ENSG00000170515	PA2G4	chr12	+	56104537	56113910	0.418	0.0778	0.589	0.027	0.909	1	0.0691	0.771	1
ENSG00000135439	AGAP2	chr12	-	57723761	57742157	0.786	0.681	0.907	0.511	0.79	1	-1.13	0.59	1
ENSG00000065361	ERBB3	chr12	+	56076799	56103505	0.716	0.0973	0.597	-0.198	0.646	1	-0.0222	0.959	1
ENSG00000237232	ZNF295-AS1	chr21	+	42009194	42055130	0.0884	0.938	0.993	0.112	0.921	1	-0.128	0.911	1
ENSG00000197728	RPS26	chr12	+	56041351	56044697	0.687	0.00585	0.589	0.172	0.491	1	0.088	0.724	1
ENSG00000287160		chrX	+	130497785	130520309	-1.04	0.0648	0.589	-0.598	0.25	1	-0.408	0.421	1
ENSG00000141499	WRAP53	chr17	+	7686071	7703502	0.318	0.0638	0.589	0.203	0.233	1	0.335	0.047	1
ENSG00000123411	IKZF4	chr12	+	56007659	56038435	0.41	0.27	0.701	-0.219	0.558	1	0.00735	0.984	1
ENSG00000161835	TAMALIN	chr12	+	52006946	52015889	0.0239	0.974	0.994	-1.08	0.163	1	-0.181	0.806	1
ENSG00000139531	SUOX	chr12	+	55997180	56006641	0.457	0.132	0.614	-0.176	0.563	1	-0.0585	0.847	1
ENSG00000009780	FAM76A	chr1	+	27725961	27763116	0.434	0.144	0.625	-0.203	0.495	1	0.00746	0.98	1
ENSG00000254109	RBPMS-AS1	chr8	-	30382119	30385401	1.1	0.198	0.657	0.114	0.899	1	0.315	0.72	1
ENSG00000065357	DGKA	chr12	+	55927319	55954027	-0.396	0.169	0.637	0.0562	0.845	1	-0.0263	0.927	1
ENSG00000170473	PYM1	chr12	-	55901413	55932618	-0.0632	0.685	0.908	0.00315	0.984	1	0.0592	0.7	1
ENSG00000225077	ICMT-DT	chr1	+	6234692	6239444	0.484	0.384	0.764	0.275	0.62	1	0.31	0.572	1
ENSG00000163781	TOPBP1	chr3	-	133598175	133662380	0.00857	0.916	0.985	-0.0287	0.724	1	-0.013	0.873	1
ENSG00000273523		chr13	+	52128891	52132723	1.08	0.681		1.63	0.524		2.31	0.351	
ENSG00000152192	POU4F1	chr13	-	78598362	78603552	-0.131	0.862	0.964	0.331	0.636	1	0.842	0.209	1
ENSG00000267764		chr18	-	48826051	48834770	0.936	0.649	0.896	1.62	0.402	1	1.28	0.514	1
ENSG00000135424	ITGA7	chr12	-	55684568	55716404	-0.565	0.155	0.628	0.221	0.571	1	0.0492	0.9	1
ENSG00000262410		chr17	+	82745068	82745709	-0.344	0.589	0.87	-0.0842	0.892	1	-0.57	0.368	1
ENSG00000137760	ALKBH8	chr11	-	107502727	107565742	-0.0666	0.751	0.926	0.0389	0.852	1	0.0968	0.641	1
ENSG00000223685	LINC00571	chr13	-	38050817	38350259	-0.469	0.165	0.635	0.0235	0.941	1	-0.00777	0.98	1
ENSG00000261625		chr11	-	69000765	69002048	1.08	0.63		3.26	0.103		3.19	0.11	1
ENSG00000104320	NBN	chr8	-	89924515	90003228	-0.00584	0.948	0.993	-0.0349	0.697	1	0.0012	0.989	1
ENSG00000185024	BRF1	chr14	-	105209286	105315589	0.0838	0.534	0.845	0.0138	0.918	1	-0.0741	0.58	1
ENSG00000136100	VPS36	chr13	-	52412602	52450634	-0.134	0.468	0.809	0.0413	0.823	1	0.016	0.931	1
ENSG00000289103		chr1	-	155000799	155002108	0.283	0.618	0.883	-0.47	0.426	1	-0.444	0.447	1
ENSG00000154174	TOMM70	chr3	-	100363431	100401089	0.112	0.26	0.696	0.0899	0.366	1	0.0593	0.55	1
ENSG00000166405	RIC3	chr11	-	8106056	8169055	-0.255	0.248	0.688	-0.256	0.241	1	-0.182	0.401	1
ENSG00000164199	ADGRV1	chr5	+	90529344	91164437	0.541	0.289	0.709	-0.274	0.591	1	-0.0955	0.851	1
ENSG00000150722	PPP1R1C	chr2	+	181954241	182131398	-0.303	0.472	0.81	-0.169	0.68	1	0.167	0.678	1
ENSG00000133116	KL	chr13	+	33016423	33066143	0.81	0.163	0.633	0.0603	0.918	1	-0.208	0.725	1
ENSG00000261468		chr3	+	30697661	30699576	0.255	0.636	0.889	-0.702	0.194	1	-0.194	0.719	1
ENSG00000143355	LHX9	chr1	+	197911902	197935478	-0.846	0.79		1.52	0.619	1	-0.214	0.946	
ENSG00000289854		chr12	-	54358489	54359212	-2.28	0.218		-0.73	0.679	1	1.02	0.504	1
ENSG00000111481	COPZ1	chr12	+	54301202	54351846	0.142	0.164	0.635	0.153	0.132	1	0.109	0.282	1
ENSG00000221990	EXOC3-AS1	chr5	-	441498	443160	0.436	0.169	0.637	0.33	0.292	1	0.339	0.274	1
ENSG00000286563		chr12	+	67329014	67350924	-0.275	0.402	0.774	-0.549	0.0954	1	-0.392	0.223	1
ENSG00000230918	DPP4-DT	chr2	+	162073256	162078036	-0.052	0.954	0.993	-0.747	0.437	1	0.0556	0.949	1
ENSG00000130751	NPAS1	chr19	+	47019837	47045775	-0.523	0.394	0.77	0.686	0.253	1	0.354	0.556	1
ENSG00000168505	GBX2	chr2	-	236165236	236168386	1.75	0.27	0.701	-1.02	0.588	1	0.32	0.85	1
ENSG00000094916	CBX5	chr12	-	54230942	54280133	-0.14	0.406	0.777	0.0816	0.629	1	0.0663	0.695	1
ENSG00000257534		chr12	-	54162065	54164452	0.756	0.697	0.911	0.595	0.758	1	-0.12	0.953	1
ENSG00000236617	CHFR-DT	chr12	+	132887842	132888583	0.226	0.812	0.943	-0.814	0.436	1	0.102	0.913	1
ENSG00000117360	PRPF3	chr1	+	150321479	150353233	0.0695	0.649	0.896	-0.192	0.209	1	-0.0444	0.77	1
ENSG00000288187		chr21	-	6215291	6217681	-0.426	0.295	0.714	0.176	0.641	1	0.146	0.696	1
ENSG00000260470		chr12	-	54145069	54147225	-1.08	0.336	0.737	-0.796	0.448	1	-0.115	0.906	1
ENSG00000102699	PARP4	chr13	-	24420931	24512778	-0.266	0.335	0.737	0.121	0.66	1	-0.0206	0.941	1
ENSG00000006047	YBX2	chr17	-	7288263	7294639	-0.383	0.629	0.888	-0.504	0.52	1	0.354	0.621	1
ENSG00000132953	XPO4	chr13	-	20777329	20903048	0.243	0.126	0.61	-0.0968	0.543	1	-0.0915	0.565	1
ENSG00000136895	GARNL3	chr9	+	127224265	127393660	-0.955	0.000188	0.453	-0.236	0.324	1	-0.221	0.354	1
ENSG00000189319	FAM53B	chr10	-	124619292	124744378	0.0753	0.5	0.826	0.0645	0.561	1	0.0596	0.59	1
ENSG00000269486	ERVK9-11	chr19	-	38935297	38938632	-0.0294	0.975	0.994	-0.757	0.431	1	0.102	0.909	1
ENSG00000185272	RBM11	chr21	+	14216130	14228372	-0.121	0.791	0.938	-0.153	0.735	1	0.287	0.513	1
ENSG00000243224	TWF2-DT	chr3	+	52239256	52241104	-0.315	0.722	0.919	0.235	0.779	1	-0.108	0.899	1
ENSG00000197111	PCBP2	chr12	+	53452102	53481162	0.283	0.0202	0.589	0.0698	0.567	1	0.0904	0.458	1
ENSG00000170653	ATF7	chr12	-	53507856	53626410	-0.266	0.175	0.641	0.106	0.587	1	0.0443	0.821	1
ENSG00000189056	RELN	chr7	-	103471381	103989658	-0.23	0.713	0.917	-0.356	0.567	1	-0.173	0.778	1
ENSG00000167182	SP2	chr17	+	47896150	47928957	0.465	0.0697	0.589	-0.0181	0.944	1	-0.00175	0.995	1
ENSG00000182544	MFSD5	chr12	+	53251251	53254406	0.155	0.434	0.791	0.127	0.521	1	-0.0448	0.821	1
ENSG00000152822	GRM1	chr6	+	146027646	146437601	-0.748	0.279	0.705	-1.44	0.0518	1	-0.712	0.281	1
ENSG00000172819	RARG	chr12	-	53210567	53232980	-0.297	0.295	0.714	0.112	0.686	1	-0.0284	0.918	1
ENSG00000196967	ZNF585A	chr19	-	37106734	37172741	-0.344	0.0388	0.589	-0.154	0.349	1	-0.114	0.486	1
ENSG00000174173	TRMT10C	chr3	+	101561868	101566446	0.148	0.256	0.693	-0.0247	0.849	1	-0.00374	0.977	1
ENSG00000231473	RB1-DT	chr13	-	48296162	48303720	-0.151	0.876	0.969	0.74	0.392	1	1.16	0.164	1
ENSG00000117834	SLC5A9	chr1	+	48222685	48248644	2.08	0.367	0.754	-1.08	0.666		-0.214	0.932	
ENSG00000205221	VIT	chr2	+	36696690	36814794	0.155	0.607	0.879	0.127	0.669	1	-0.0541	0.856	1
ENSG00000170421	KRT8	chr12	-	52897187	52949954	0.49	0.0105	0.589	0.141	0.462	1	0.13	0.499	1
ENSG00000205420	KRT6A	chr12	-	52487176	52493257	0.927	0.725		0.669	0.8	1	1.21	0.636	
ENSG00000172534	HCFC1	chrX	-	153947557	153971818	0.235	0.0934	0.596	0.14	0.317	1	0.11	0.434	1
ENSG00000134899	ERCC5	chr13	+	102845831	102875995	0.0451	0.733	0.922	-0.146	0.269	1	-0.0479	0.716	1
ENSG00000286408		chr5	-	133051065	133051893	0.588	0.324	0.731	0.11	0.857	1	0.312	0.6	1
ENSG00000250988	SNHG21	chr15	+	82750564	82757206	-0.295	0.384	0.764	-0.421	0.211	1	-0.0801	0.808	1
ENSG00000132429	POPDC3	chr6	-	105157900	105180014	-0.722	0.447	0.796	-0.116	0.896	1	-0.112	0.899	1
ENSG00000155189	AGPAT5	chr8	+	6708642	6761503	0.0576	0.658	0.898	0.0831	0.521	1	-0.0654	0.614	1
ENSG00000151892	GFRA1	chr10	-	116056925	116276803	-0.455	0.392	0.769	0.315	0.548	1	0.481	0.357	1
ENSG00000167767	KRT80	chr12	-	52168996	52192014	0.792	0.095	0.597	-0.188	0.692	1	0.129	0.786	1
ENSG00000152778	IFIT5	chr10	+	89414568	89421605	0.262	0.312	0.723	-0.0607	0.815	1	-0.0353	0.892	1
ENSG00000100412	ACO2	chr22	+	41447830	41529273	0.405	0.0606	0.589	0.026	0.904	1	0.0418	0.847	1
ENSG00000164627	KIF6	chr6	-	39329990	39725408	-0.565	0.507	0.829	1.07	0.148	1	0.223	0.773	1
ENSG00000124942	AHNAK	chr11	-	62433542	62556235	-0.293	0.154	0.628	-0.0268	0.896	1	-0.0721	0.726	1
ENSG00000139567	ACVRL1	chr12	+	51906908	51923361	1.25	0.0698	0.589	0.46	0.507	1	0.25	0.718	1
ENSG00000168818	STX18	chr4	-	4415742	4542346	0.0187	0.906	0.982	-0.105	0.508	1	0.0174	0.912	1
ENSG00000259887	FIGNL2-DT	chr12	+	51848223	51852729	-2.41	0.411		-0.0113	0.997	1	-2.74	0.35	
ENSG00000162892	IL24	chr1	+	206897443	206904139	-0.227	0.879	0.971	-0.0575	0.968	1	-1.4	0.391	1
ENSG00000104894	CD37	chr19	+	49335171	49343335	-0.9	0.435	0.791	0.0637	0.95	1	-0.23	0.824	1
ENSG00000125991	ERGIC3	chr20	+	35542038	35557634	0.285	0.0985	0.597	0.052	0.763	1	0.00586	0.973	1
ENSG00000261308	FIGNL2	chr12	-	51817899	51848718	0.213	0.297	0.715	0.0755	0.711	1	0.0158	0.938	1
ENSG00000261586		chr12	+	51817899	51820150	-1.33	0.351	0.744	-0.544	0.673	1	-2.16	0.158	1
ENSG00000260473		chr12	+	51815043	51842106	-1.69	0.43		-0.0882	0.966	1	1.83	0.323	1
ENSG00000261204		chr19	-	637105	637537	-2.52	0.119	0.609	0.467	0.697	1	0.518	0.664	1
ENSG00000175216	CKAP5	chr11	-	46743048	46846308	0.524	0.0405	0.589	-0.0461	0.857	1	0.0072	0.978	1
ENSG00000133103	COG6	chr13	+	39655627	39791665	-0.0468	0.698	0.912	-0.0397	0.741	1	-0.0541	0.652	1
ENSG00000184227	ACOT1	chr14	+	73537143	73543796	0.802	0.036	0.589	0.134	0.727	1	0.222	0.562	1
ENSG00000232310	LINC03002	chr6	-	134520163	134689399	0.655	0.386	0.765	-0.133	0.861	1	0.295	0.696	1
ENSG00000183060	LYSMD4	chr15	-	99715697	99733561	-0.473	0.114	0.605	-0.134	0.65	1	0.00807	0.978	1
ENSG00000120158	RCL1	chr9	+	4792944	4885917	0.606	0.0431	0.589	0.11	0.713	1	0.0502	0.867	1
ENSG00000139610	CELA1	chr12	-	51328442	51346679	-2.74	0.209		0.55	0.775	1	-0.298	0.881	1
ENSG00000155792	DEPTOR	chr8	+	119873717	120050918	-0.024	0.974	0.994	0.0503	0.945	1	0.59	0.393	1
ENSG00000170545	SMAGP	chr12	-	51244558	51270415	0.37	0.206	0.66	0.0451	0.877	1	0.126	0.666	1
ENSG00000234710		chr7	+	9621764	9769518	-0.665	0.276	0.703	-0.0408	0.941	1	0.306	0.566	1
ENSG00000183283	DAZAP2	chr12	+	51238724	51271362	0.449	0.00928	0.589	0.141	0.414	1	0.0615	0.722	1
ENSG00000162694	EXTL2	chr1	-	100872372	100895179	0.0714	0.614	0.882	-0.112	0.426	1	-0.137	0.332	1
ENSG00000274156		chr12	-	50934942	50935464	-0.197	0.792	0.938	-0.815	0.293	1	-0.493	0.507	1
ENSG00000186452	TMPRSS12	chr12	+	50842920	50887884	3.86	0.0222	0.589	3.13	0.0691		2.63	0.134	1
ENSG00000066084	DIP2B	chr12	+	50504985	50748657	0.267	0.0429	0.589	-0.00151	0.991	1	-0.0183	0.89	1
ENSG00000106688	SLC1A1	chr9	+	4490468	4587469	-0.186	0.403	0.775	0.00456	0.983	1	0.00125	0.995	1
ENSG00000258102	MAP1LC3B2	chr12	+	116548105	116576606	0.0353	0.948	0.993	0.492	0.339	1	-0.0435	0.935	1
ENSG00000126218	F10	chr13	+	113122799	113149529	-0.281	0.731	0.921	-0.642	0.438	1	-1.6	0.0806	1
ENSG00000110881	ASIC1	chr12	+	50057548	50083611	0.34	0.505	0.829	-0.27	0.602	1	-0.361	0.486	1
ENSG00000148204	CRB2	chr9	+	123356170	123380324	-0.186	0.623	0.886	0.0978	0.794	1	0.307	0.41	1
ENSG00000172940	SLC22A13	chr3	+	38265812	38278757	-1.06	0.0192	0.589	-0.054	0.894	1	0.085	0.83	1
ENSG00000188185	LINC00265	chr7	+	39733430	39793092	-0.475	0.0218	0.589	-0.084	0.677	1	-0.246	0.223	1
ENSG00000118939	UCHL3	chr13	+	75549483	75606020	0.233	0.0639	0.589	0.118	0.348	1	0.0934	0.455	1
ENSG00000119414	PPP6C	chr9	-	125146573	125189939	0.198	0.101	0.598	0.0429	0.722	1	-0.00767	0.949	1
ENSG00000158553	POM121L2	chr6	-	27285903	27312273	1.1	0.728	0.921	-1.08	0.738		-0.214	0.947	
ENSG00000186666	BCDIN3D	chr12	-	49836043	49843106	-0.0712	0.766	0.931	-0.108	0.647	1	-0.11	0.638	1
ENSG00000178752	ERFE	chr2	+	238158970	238168900	0.0531	0.977	0.995	1.51	0.357	1	0.767	0.65	1
ENSG00000258057	BCDIN3D-AS1	chr12	+	49827913	49841143	0.282	0.702	0.913	-0.519	0.502	1	0.349	0.628	1
ENSG00000008130	NADK	chr1	-	1751232	1780457	0.442	0.0269	0.589	0.112	0.575	1	0.0556	0.781	1
ENSG00000187778	MCRS1	chr12	-	49556544	49568145	0.191	0.0373	0.589	0.205	0.0239	1	0.131	0.148	1
ENSG00000135519	KCNH3	chr12	+	49539030	49558337	1.48	0.506	0.829	1.02	0.654		0.717	0.754	1
ENSG00000166046	TCP11L2	chr12	+	106301929	106347003	0.515	0.187	0.649	-0.298	0.446	1	-0.093	0.812	1
ENSG00000123352	SPATS2	chr12	+	49366584	49527425	-0.209	0.308	0.721	0.142	0.484	1	0.0502	0.805	1
ENSG00000123416	TUBA1B	chr12	-	49127782	49131397	-0.00981	0.962	0.993	0.183	0.37	1	0.108	0.597	1
ENSG00000066557	LRRC40	chr1	-	70144805	70205579	-0.151	0.407	0.777	0.00797	0.965	1	-0.00724	0.968	1
ENSG00000258017	TUBA1B-AS1	chr12	+	49127782	49188484	-0.812	0.0484	0.589	-0.116	0.769	1	-0.168	0.67	1
ENSG00000139636	LMBR1L	chr12	-	49097136	49110900	-0.417	0.0169	0.589	0.0881	0.61	1	0.0278	0.872	1
ENSG00000167548	KMT2D	chr12	-	49018975	49060794	0.111	0.349	0.743	0.0642	0.589	1	0.038	0.749	1
ENSG00000257913	DDN-AS1	chr12	+	48998367	49019241	0.0545	0.914	0.985	0.118	0.809	1	0.216	0.652	1
ENSG00000125084	WNT1	chr12	+	48978322	48982620	0.74	0.399	0.773	-0.538	0.55	1	-1.25	0.176	1
ENSG00000120800	UTP20	chr12	+	101280105	101386618	-0.179	0.353	0.746	0.094	0.626	1	-0.014	0.942	1
ENSG00000258048	PPP1R12A-AS2	chr12	+	79690144	79778451	-1.43	0.205	0.659	-0.267	0.79	1	-0.685	0.502	1
ENSG00000064490	RFXANK	chr19	+	19192229	19201869	0.0806	0.639	0.891	0.0677	0.691	1	0.114	0.5	1
ENSG00000169884	WNT10B	chr12	-	48965340	48971735	0.55	0.24	0.681	0.0492	0.917	1	-0.252	0.593	1
ENSG00000260254		chr11	+	115638563	115646962	-1.89	0.0825	0.591	-1.04	0.273	1	-0.601	0.508	1
ENSG00000139537	CCDC65	chr12	+	48904110	48931840	-1.13	0.536	0.845	-0.585	0.731	1	-0.234	0.888	1
ENSG00000232093	DCST1-AS1	chr1	-	155045191	155046118	0.554	0.477	0.813	1.5	0.0339	1	1.03	0.154	1
ENSG00000168994	PXDC1	chr6	-	3722614	3751713	0.775	0.0459	0.589	0.071	0.855	1	0.0639	0.869	1
ENSG00000132965	ALOX5AP	chr13	+	30713478	30764426	-0.0812	0.93	0.99	1.2	0.176	1	0.759	0.393	1
ENSG00000167535	CACNB3	chr12	+	48813794	48828941	-0.274	0.24	0.681	0.0915	0.693	1	0.0919	0.692	1
ENSG00000205667	ARSH	chrX	+	3006546	3034111	0.115	0.972		-0.115	0.972		-0.214	0.947	
ENSG00000266900		chr18	+	62245810	62247412	-0.624	0.0224	0.589	-0.462	0.0785	1	-0.418	0.107	1
ENSG00000157833	GAREM2	chr2	+	26173088	26189663	-0.231	0.499	0.826	0.405	0.224	1	0.124	0.71	1
ENSG00000110931	CAMKK2	chr12	-	121237675	121298308	-0.171	0.524	0.839	0.222	0.407	1	0.0913	0.733	1
ENSG00000174405	LIG4	chr13	-	108207439	108218368	-0.129	0.503	0.828	-0.00649	0.973	1	-0.133	0.487	1
ENSG00000257660	ADCY6-DT	chr12	+	48789147	48790535	-1.77	0.292	0.712	0.767	0.558	1	0.332	0.804	1
ENSG00000253513	SQLE-DT	chr8	-	124996985	124998198	0.305	0.922	0.987	-0.908	0.774		-1.97	0.533	
ENSG00000240654	C1QTNF9	chr13	+	24307166	24322535	-0.501	0.676	0.906	-1.72	0.18	1	-1.41	0.256	1
ENSG00000213585	VDAC1	chr5	-	133971871	134004975	0.268	0.00172	0.589	0.16	0.0618	1	0.116	0.173	1
ENSG00000136111	TBC1D4	chr13	-	75283503	75482169	-0.03	0.874	0.968	0.0802	0.669	1	-0.0205	0.913	1
ENSG00000185924	RTN4RL1	chr17	-	1934677	2025334	1.32	0.0346	0.589	0.0941	0.886	1	0.486	0.446	1
ENSG00000138182	KIF20B	chr10	+	89701590	89774939	0.0545	0.769	0.932	-0.212	0.253	1	-0.111	0.548	1
ENSG00000157036	EXOG	chr3	+	38496127	38542161	-0.376	0.0357	0.589	-0.188	0.287	1	-0.217	0.216	1
ENSG00000288863		chr12	+	113361328	113362608	-1.1	0.00669	0.589	-0.297	0.417	1	-0.194	0.591	1
ENSG00000273765		chr12	+	48360920	48361377	-1.16	0.507	0.829	0.0368	0.981	1	-0.694	0.671	1
ENSG00000118596	SLC16A7	chr12	+	59596029	59789855	-0.271	0.384	0.764	0.255	0.41	1	0.0638	0.837	1
ENSG00000079387	SENP1	chr12	-	48039784	48106079	-0.0777	0.483	0.817	0.113	0.303	1	0.0445	0.684	1
