gene_ID	hgnc_symbol	chr	strand	start	end	NCOA3_CE_log2FoldChange	NCOA3_CE_pvalue	NCOA3_CE_padj	NCOA3_KO_log2FoldChange	NCOA3_KO_pvalue	NCOA3_KO_padj	NCOA3_PTC_log2FoldChange	NCOA3_PTC_pvalue	NCOA3_PTC_padj
ENSG00000083123	BCKDHB	chr6	+	80106647	80346270	-0.0994	0.566	0.927	-0.293	0.091	0.499	-0.0567	0.742	1
ENSG00000287811		chr6	+	79537185	79539976	1.07	0.00596	0.234	0.324	0.425	0.815	0.5	0.211	1
ENSG00000135338	LCA5	chr6	-	79484991	79537458	-0.0315	0.864	0.982	0.1	0.581	0.884	-0.116	0.531	1
ENSG00000104361	NIPAL2	chr8	-	98189826	98294393	-0.163	0.514	0.915	-0.266	0.297	0.737	-0.0349	0.889	1
ENSG00000231533		chr6	+	79420172	79529276	-0.473	0.472		-0.00106	0.999		-0.824	0.228	1
ENSG00000146247	PHIP	chr6	-	78934419	79078287	0.0881	0.395	0.878	0.137	0.182	0.637	0.0229	0.823	1
ENSG00000229495		chr6	-	78809715	78813303	-0.0283	0.993		-0.91	0.779		0.979	0.752	
ENSG00000271945		chr6	+	76774966	77097788	0.531	0.294		0.0738	0.889		0.391	0.444	1
ENSG00000112706	IMPG1	chr6	-	75921114	76072678	0.444	0.743		-0.203	0.891		-0.285	0.846	1
ENSG00000196586	MYO6	chr6	+	75749201	75919537	-0.0548	0.688	0.953	-0.00641	0.962	0.993	-0.0746	0.581	1
ENSG00000112701	SENP6	chr6	+	75601509	75718281	-0.0274	0.698	0.956	0.0201	0.774	0.951	-0.0168	0.811	1
ENSG00000118407	FILIP1	chr6	-	75291859	75493800	0.372	0.529	0.92	-0.181	0.761	0.949	0.114	0.848	1
ENSG00000225793	TMEM30A-DT	chr6	+	75284992	75317525	-0.00703	0.984	0.999	0.13	0.701	0.931	0.071	0.834	1
ENSG00000112695	COX7A2	chr6	-	75237675	75250323	-0.187	0.137	0.696	-0.163	0.193	0.649	-0.0856	0.493	1
ENSG00000119899	SLC17A5	chr6	-	73593379	73653992	-0.099	0.569	0.927	-0.246	0.156	0.601	0.00129	0.994	1
ENSG00000156508	EEF1A1	chr6	-	73489308	73525587	-0.0935	0.345	0.857	0.0388	0.692	0.929	-0.0519	0.597	1
ENSG00000229852	KHDC1-AS1	chr6	+	73263212	73301789	0.161	0.616	0.941	-0.32	0.339	0.767	0.0901	0.78	1
ENSG00000056998	GYG2	chrX	+	2828822	2882818	0.0141	0.92	0.989	-0.12	0.394	0.797	0.141	0.316	1
ENSG00000185760	KCNQ5	chr6	+	72621792	73198853	-0.297	0.418	0.884	-0.105	0.773	0.951	-0.194	0.594	1
ENSG00000285844	KCNQ5-DT	chr6	-	72614386	72622073	-3.61	0.122		-1.65	0.467		-3.32	0.15	
ENSG00000224349	FAM135A-AS1	chr6	-	70412828	70413950	-0.252	0.933		-0.0325	0.991		0.677	0.817	
ENSG00000287300		chr6	-	70345919	70351802	-3.99	0.0734		-2.7	0.221		-3.74	0.0904	
ENSG00000112280	COL9A1	chr6	-	70216040	70303084	0.191	0.853		-0.527	0.634		-1.3	0.289	1
ENSG00000082293	COL19A1	chr6	+	69866556	70212468	-0.0308	0.919	0.989	-0.166	0.582	0.885	0.0144	0.961	1
ENSG00000168216	LMBRD1	chr6	-	69672757	69867236	-0.0475	0.675	0.95	0.0022	0.984	0.997	0.00441	0.969	1
ENSG00000273820	USP27X	chrX	+	49879484	49882558	-0.0537	0.61	0.941	-0.158	0.133	0.567	0.0209	0.841	1
ENSG00000214558	ZC3H11C	chr6	+	65301476	65306574	-0.0968	0.678	0.95	-0.155	0.505	0.852	-0.0915	0.693	1
ENSG00000236345	SCAT8	chr6	+	63805797	63822699	-0.666	0.496		0.354	0.692		-0.29	0.758	1
ENSG00000285976		chr6	+	63572472	63583587	-1.43	0.144	0.705	-2.25	0.0205	0.272	-2.37	0.015	1
ENSG00000266680		chr6	-	63571005	63572408	0.183	0.623	0.941	-0.226	0.559	0.873	0.145	0.699	1
ENSG00000112245	PTP4A1	chr6	+	63521746	63583588	-0.106	0.392	0.876	-0.0481	0.694	0.929	-0.0225	0.854	1
ENSG00000198225	FKBP1C	chr6	+	63211446	63213024	0.13	0.826		0.262	0.655		0.741	0.193	1
ENSG00000287679		chr6	+	61870097	61893882	-0.516	0.868		-0.0907	0.976		0.636	0.832	
ENSG00000146143	PRIM2	chr6	+	57314805	57646850	0.055	0.581	0.931	0.0429	0.665	0.917	-0.00927	0.926	1
ENSG00000112208	BAG2	chr6	+	57172326	57189833	-0.285	0.106	0.651	-0.317	0.0702	0.447	-0.153	0.381	1
ENSG00000112200	ZNF451	chr6	+	57086844	57170305	0.114	0.207	0.765	0.0904	0.314	0.748	-0.0273	0.762	1
ENSG00000168116	KIAA1586	chr6	+	57046532	57055239	0.163	0.367	0.865	0.196	0.274	0.717	0.0273	0.879	1
ENSG00000151917	BEND6	chr6	+	56955107	57027346	0.172	0.447	0.894	0.123	0.585	0.886	0.183	0.417	1
ENSG00000146151	HMGCLL1	chr6	-	55434373	55579197	1.6	0.71		1.55	0.718		0	1	
ENSG00000124743	KLHL31	chr6	-	53647916	53665756	0.15	0.615	0.941	0.264	0.371	0.784	0.284	0.335	1
ENSG00000249379	GCLC-AS1	chr6	+	53503109	53507660	-0.402	0.575		-1.57	0.0571		-0.458	0.523	1
ENSG00000001084	GCLC	chr6	-	53497341	53616970	-0.018	0.817	0.974	0.0975	0.204	0.656	-0.108	0.162	1
ENSG00000012660	ELOVL5	chr6	-	53267398	53349179	0.0704	0.63	0.942	-0.0232	0.873	0.975	0.0368	0.8	1
ENSG00000170899	GSTA4	chr6	-	52977948	52995304	-0.109	0.559	0.927	0.206	0.266	0.714	-0.0412	0.824	1
ENSG00000291036		chr6	-	52939726	52973149	0.0513	0.928	0.99	1.22	0.0263	0.303	-0.105	0.852	1
ENSG00000244067	GSTA2	chr6	-	52750087	52763475	-0.622	0.656		-0.587	0.67		-0.287	0.831	
ENSG00000096092	TMEM14A	chr6	+	52671113	52686588	-0.118	0.58	0.931	-0.134	0.532	0.862	0.0257	0.904	1
ENSG00000225791	TRAM2-AS1	chr6	+	52576787	52643058	-0.0237	0.944	0.993	-0.249	0.465	0.836	-0.213	0.53	1
ENSG00000289276		chr6	+	52364084	52365145	0.526	0.286	0.821	0.496	0.312	0.746	-0.202	0.695	1
ENSG00000096093	EFHC1	chr6	+	52362123	52529886	0.44	0.00656	0.245	-0.00951	0.954	0.993	0.124	0.452	1
ENSG00000290685		chr9	-	93318199	93346414	0.282	0.67		1.08	0.0884		0.461	0.482	1
ENSG00000104518	GSDMD	chr8	+	143553207	143563062	0.0219	0.871	0.983	-0.0588	0.664	0.917	0.0407	0.763	1
ENSG00000170927	PKHD1	chr6	-	51615299	52087613	-0.563	0.544		-1.33	0.199		-0.0157	0.986	1
ENSG00000008196	TFAP2B	chr6	+	50818723	50847619	-0.637	0.325	0.849	0.225	0.717	0.937	-0.919	0.158	1
ENSG00000119397	CNTRL	chr9	+	121074660	121177729	0.141	0.468	0.898	0.048	0.805	0.96	0.0569	0.77	1
ENSG00000096006	CRISP3	chr6	-	49727376	49744437	-1.4	0.386		1.37	0.293		-0.212	0.883	
ENSG00000146085	MMUT	chr6	-	49430360	49463253	0.136	0.136	0.696	0.0349	0.704	0.933	0.0415	0.651	1
ENSG00000153294	ADGRF4	chr6	+	47685864	47722021	-0.395	0.248	0.8	-0.146	0.665	0.917	-0.544	0.111	1
ENSG00000270761	CD2AP-DT	chr6	-	47477208	47478160	0.566	0.476		0.922	0.232		0.972	0.207	1
ENSG00000146072	TNFRSF21	chr6	-	47231532	47309905	0.0665	0.395	0.877	0.147	0.0567	0.417	0.148	0.0563	1
ENSG00000153292	ADGRF1	chr6	-	46997708	47042350	-0.167	0.7		-0.261	0.549		-0.243	0.577	1
ENSG00000069122	ADGRF5	chr6	-	46852522	46954943	-0.0304	0.952		-0.181	0.724		-0.0812	0.873	1
ENSG00000128513	POT1	chr7	-	124822386	124929983	0.183	0.232	0.785	0.0321	0.834	0.967	-0.0427	0.781	1
ENSG00000164674	SYTL3	chr6	+	158650014	158764876	-0.00362	0.993	0.999	0.545	0.142	0.582	0.341	0.364	1
ENSG00000146070	PLA2G7	chr6	-	46704201	46735693	-0.279	0.701		-2.52	0.0107		-1.12	0.155	1
ENSG00000180113	TDRD6	chr6	+	46687875	46704319	0.954	0.545		0.585	0.718		-0.0162	0.992	
ENSG00000153291	SLC25A27	chr6	+	46652915	46678190	0.97	0.127		-0.278	0.696		1.09	0.0832	1
ENSG00000146233	CYP39A1	chr6	-	46549580	46652830	0.128	0.805		-1.02	0.0804		0.0166	0.975	1
ENSG00000172348	RCAN2	chr6	-	46220736	46491972	-0.937	0.108		-0.263	0.63		-0.661	0.246	1
ENSG00000001561	ENPP4	chr6	+	46129989	46146688	-0.0962	0.568	0.927	-0.212	0.212	0.665	-0.251	0.141	1
ENSG00000231769		chr6	-	46096004	46129857	0.797	0.836		0.94	0.806		2.75	0.459	
ENSG00000112782	CLIC5	chr6	-	45880827	46080348	-0.399	0.28	0.818	0.305	0.392	0.796	-0.0861	0.812	1
ENSG00000196284	SUPT3H	chr6	-	44809317	45377953	-0.045	0.799	0.971	-0.022	0.901	0.981	-0.06	0.734	1
ENSG00000146221	TCTE1	chr6	-	44278734	44297698	-0.746	0.574		0.675	0.554		-1.33	0.357	1
ENSG00000157593	SLC35B2	chr6	-	44254096	44257890	-0.141	0.184	0.747	-0.233	0.0276	0.308	0.0155	0.883	1
ENSG00000262179	MYMX	chr6	+	44216926	44218234	-0.0518	0.983		-0.0234	0.992		0.558	0.811	
ENSG00000137216	TMEM63B	chr6	+	44126914	44155519	0.0105	0.905	0.987	0.133	0.126	0.559	0.157	0.0706	1
ENSG00000287562		chr6	-	44090787	44095585	-0.103	0.637	0.944	-0.279	0.206	0.658	-0.0839	0.699	1
ENSG00000290319		chr7	+	129780410	129783855	-1.02	0.643		-0.42	0.841		-1.02	0.639	
ENSG00000289609		chr6	+	43990798	43999561	-0.275	0.625	0.942	0.448	0.404		-0.133	0.809	1
ENSG00000237686	SCIRT	chr6	-	43931572	44074655	0.974	0.423		0.905	0.453		0.17	0.892	
ENSG00000272114		chr6	-	43770429	43770616	1.28	0.254		0.00985	0.994		0.32	0.787	
ENSG00000198963	RORB	chr9	+	74497335	74693177	-0.661	0.179		0.207	0.654		-0.0964	0.838	1
ENSG00000172426	RSPH9	chr6	+	43645036	43672600	-0.646	0.681		1.41	0.271		0.373	0.788	
ENSG00000124688	MAD2L1BP	chr6	+	43629540	43640941	-0.0239	0.87	0.983	-0.064	0.661	0.916	-0.0776	0.595	1
ENSG00000172432	GTPBP2	chr6	-	43605316	43629264	0.028	0.748	0.962	0.109	0.207	0.659	-0.0492	0.571	1
ENSG00000124571	XPO5	chr6	-	43522334	43576038	-0.125	0.0824	0.604	-0.116	0.106	0.529	-0.0443	0.536	1
ENSG00000171453	POLR1C	chr6	+	43509702	43562419	-0.0834	0.371	0.867	-0.0169	0.856	0.972	-0.0202	0.827	1
ENSG00000171462	DLK2	chr6	-	43450352	43456632	-0.578	0.545		0.0184	0.984		-0.845	0.39	
ENSG00000124574	ABCC10	chr6	+	43427366	43450427	0.0617	0.625	0.942	-0.0453	0.719	0.937	0.0696	0.579	1
ENSG00000156735	BAG4	chr8	+	38176533	38213301	-0.0781	0.511	0.914	0.0296	0.801	0.958	-0.106	0.371	1
ENSG00000287055		chr6	+	43370026	43425283	-0.609	0.77		-0.836	0.685		-0.794	0.7	
ENSG00000171467	ZNF318	chr6	-	43307134	43369647	0.213	0.232	0.786	0.108	0.541	0.866	0.129	0.466	1
ENSG00000146216	TTBK1	chr6	+	43243481	43288258	-1.63	0.367		-0.137	0.932		-2.31	0.218	
ENSG00000112659	CUL9	chr6	+	43182184	43224587	0.106	0.587	0.932	0.212	0.275	0.718	0.00445	0.982	1
ENSG00000112651	MRPL2	chr6	-	43054029	43059438	0.205	0.0875	0.613	0.126	0.295	0.736	0.197	0.0993	1
ENSG00000137171	KLC4	chr6	+	43040777	43075095	0.113	0.518	0.916	0.0724	0.677	0.922	-0.012	0.945	1
ENSG00000044090	CUL7	chr6	-	43037617	43053943	0.163	0.0886	0.617	0.183	0.0543	0.408	0.0707	0.458	1
ENSG00000272223		chr6	-	43033897	43034405	-0.515	0.69		-0.0157	0.99		-1.04	0.462	1
ENSG00000124541	RRP36	chr6	+	43021623	43034156	-0.0333	0.737	0.961	-0.105	0.288	0.731	0.0308	0.755	1
ENSG00000124733	MEA1	chr6	-	43011143	43016868	-0.000793	0.995	0.999	-0.0867	0.486	0.844	0.0607	0.624	1
ENSG00000124713	GNMT	chr6	+	42960754	42963880	-1.46	0.106		-0.399	0.62		-1.32	0.143	1
ENSG00000137161	CNPY3	chr6	+	42929480	42939294	-0.0946	0.335	0.853	-0.043	0.659	0.915	-0.0231	0.813	1
ENSG00000112624	BICRAL	chr6	+	42782052	42868558	-0.0302	0.835	0.977	0.0652	0.649	0.911	-0.0845	0.558	1
ENSG00000024048	UBR2	chr6	+	42564029	42693505	0.0315	0.647	0.946	-0.0101	0.883	0.977	0.0377	0.583	1
ENSG00000137221	TJAP1	chr6	+	43477523	43506556	0.128	0.204	0.762	0.0902	0.372	0.784	0.101	0.317	1
ENSG00000124496	TRERF1	chr6	-	42224931	42452051	-0.13	0.419	0.884	-0.359	0.0254	0.298	-0.126	0.433	1
ENSG00000048544	MRPS10	chr6	-	42206807	42217861	-0.103	0.383	0.871	-0.0741	0.527	0.862	0.0316	0.787	1
ENSG00000112599	GUCA1B	chr6	-	42183284	42194956	0.429	0.202	0.761	0.365	0.277	0.72	-0.00561	0.987	1
ENSG00000188112	C6orf132	chr6	-	42092233	42142620	-0.115	0.541	0.922	-0.125	0.506	0.852	0.0202	0.914	1
ENSG00000137413	TAF8	chr6	+	42050513	42087461	-0.0134	0.893	0.985	-0.0666	0.503	0.85	-0.0348	0.725	1
ENSG00000127081	ZNF484	chr9	-	92844182	92878038	0.169	0.409	0.881	0.22	0.282	0.725	0.136	0.509	1
ENSG00000112576	CCND3	chr6	-	41934934	42050357	-0.447	0.000145	0.0358	-0.692	3.31e-09	5.65e-06	-0.196	0.0913	1
ENSG00000124641	MED20	chr6	-	41905354	41921139	0.0494	0.662	0.947	0.0565	0.616	0.899	0.0832	0.459	1
ENSG00000096088	PGC	chr6	-	41736711	41754109	-0.217	0.303	0.831	-0.152	0.468	0.838	-0.196	0.35	1
ENSG00000112561	TFEB	chr6	-	41683978	41736259	-0.274	0.0234	0.407	-0.42	0.000464	0.0355	-0.168	0.16	1
ENSG00000112559	MDFI	chr6	+	41636882	41654244	-0.106	0.407	0.881	-0.149	0.239	0.691	-0.0348	0.783	1
ENSG00000124731	TREM1	chr6	-	41267926	41286682	0.619	0.0608	0.557	0.49	0.134	0.567	0.0905	0.782	1
ENSG00000290034		chr6	+	41154450	41177857	4.17	0.00333		2.85	0.0604		3.17	0.0326	
ENSG00000290554	ADCY10P1	chr6	+	41101034	41140835	0.669	0.0639	0.564	-0.0524	0.892	0.98	0.356	0.338	1
ENSG00000001167	NFYA	chr6	+	41072974	41102403	0.034	0.656	0.946	0.0402	0.596	0.891	-0.00882	0.908	1
ENSG00000124701	APOBEC2	chr6	+	41053202	41064891	-0.926	0.000528	0.0651	-0.178	0.495	0.848	-0.58	0.0273	1
ENSG00000236256	DIAPH2-AS1	chrX	-	97431286	97642589	-0.362	0.933		-0.0455	0.992		1.64	0.7	
ENSG00000156564	LRFN2	chr6	-	40391591	40587364	0.531	0.802		-1.86	0.409		-0.0482	0.982	
ENSG00000235033	DAAM2-AS1	chr6	-	39881804	39900071	0.546	0.314		0.174	0.754		-0.0559	0.921	1
ENSG00000146122	DAAM2	chr6	+	39792298	39904877	-0.395	0.101	0.645	-0.0919	0.697	0.93	-0.359	0.133	1
ENSG00000164626	KCNK5	chr6	-	39188971	39229475	-0.253	0.104	0.649	-0.393	0.0122	0.215	-0.183	0.238	1
ENSG00000112175	BMP5	chr6	-	55753653	55875590	-1.76	0.621		-0.897	0.799		-1.84	0.602	
ENSG00000112167	SAYSD1	chr6	-	39104063	39115193	-0.107	0.485	0.906	0.0659	0.665	0.917	0.0581	0.702	1
ENSG00000124767	GLO1	chr6	-	38675925	38703145	-0.0372	0.627	0.942	-0.068	0.37	0.783	-0.0296	0.697	1
ENSG00000156639	ZFAND3	chr6	+	37819727	38154624	-0.177	0.119	0.671	-0.0869	0.439	0.822	-0.159	0.159	1
ENSG00000112139	MDGA1	chr6	-	37630679	37699306	0.0815	0.885	0.984	0.969	0.0656		0.321	0.56	1
ENSG00000198937	CCDC167	chr6	-	37482938	37499893	-0.119	0.549	0.925	-0.381	0.0573	0.418	-0.069	0.727	1
ENSG00000112130	RNF8	chr6	+	37353979	37394734	-0.0912	0.613	0.941	-0.303	0.0966	0.512	-0.131	0.469	1
ENSG00000065491	TBC1D22B	chr6	+	37257772	37332970	-0.133	0.149	0.716	-0.0629	0.493	0.846	-0.00735	0.936	1
ENSG00000286105	TMEM217B	chr6	-	37212181	37258144	-2.32	0.667		-0.0376	0.994		-2.01	0.708	
ENSG00000172738	TMEM217	chr6	-	37212180	37258155	-0.0338	0.945		-0.489	0.337		0.138	0.778	1
ENSG00000137193	PIM1	chr6	+	37170152	37175428	-0.0616	0.54	0.922	0.03	0.764	0.95	0.0353	0.723	1
ENSG00000137409	MTCH1	chr6	-	36965807	36986298	-0.136	0.0639	0.564	-0.0359	0.621	0.901	-0.06	0.409	1
ENSG00000198663	C6orf89	chr6	+	36871870	36928964	0.0405	0.656	0.946	0.0337	0.71	0.934	0.0557	0.538	1
ENSG00000137168	PPIL1	chr6	-	36854827	36874803	-0.0749	0.673	0.95	-0.114	0.519	0.859	0.0357	0.84	1
ENSG00000287891		chr6	-	36841430	36844427	0.712	0.874		-0.0202	0.996		0.906	0.838	
ENSG00000285888		chr6	+	36768485	36774651	2.82	0.24		-0.00719	0.998		2.87	0.228	
ENSG00000124772	CPNE5	chr6	-	36740775	36839444	1.44	3.36e-05	0.0161	1.08	0.0021	0.0871	1.06	0.0026	1
ENSG00000255587	RAB44	chr6	+	36697826	36733184	0.212	0.872		0.265	0.839		-1.03	0.499	
ENSG00000185002	RFX6	chr6	+	116877212	116932161	0.886	0.69		2.48	0.224		2.21	0.282	
ENSG00000285244	DINOL	chr6	-	36677609	36678559	1.74	0.358		1.41	0.455		2.23	0.218	
ENSG00000179165	PXT1	chr6	-	36390551	36442854	-1.32	0.497		-1.59	0.424		-1.12	0.558	
ENSG00000165246	NLGN4Y	chrY	+	14522573	14845654	0.00312	0.986	0.999	0.0215	0.9	0.981	0.00943	0.956	1
ENSG00000010030	ETV7	chr6	-	36354091	36387800	-0.247	0.665		-0.463	0.431		0.229	0.682	1
ENSG00000286084		chr6	+	105403207	105589073	0.167	0.83		0.101	0.897		-1.77	0.0753	1
ENSG00000180316	PNPLA1	chr6	+	36243203	36313955	0.359	0.827		1.01	0.522		0.982	0.534	1
ENSG00000096070	BRPF3	chr6	+	36196744	36232790	0.0515	0.589	0.932	-0.0492	0.604	0.894	0.0451	0.634	1
ENSG00000246982	BRPF3-AS1	chr6	-	36146698	36197205	0.172	0.866		0.361	0.718		-0.00462	0.996	1
ENSG00000156711	MAPK13	chr6	+	36127809	36144524	-0.0113	0.912	0.987	0.0758	0.452	0.828	0.00807	0.936	1
ENSG00000112062	MAPK14	chr6	+	36027782	36111236	0.034	0.665	0.948	-0.0281	0.72	0.938	0.00394	0.96	1
ENSG00000112053	SLC26A8	chr6	-	35943516	36024868	-1.2	0.411		-0.226	0.865		-0.469	0.728	
ENSG00000230663	FAM224B	chrY	-	17552800	17579754	-14.6	1.26e-08		1.87	0.414		0.208	0.93	
ENSG00000228559		chr6	+	35539838	35546573	0.393	0.179	0.743	-0.19	0.529	0.862	-0.0908	0.762	1
ENSG00000112039	FANCE	chr6	+	35452338	35467104	-0.273	0.0362	0.477	-0.00577	0.964	0.994	-0.139	0.281	1
ENSG00000065029	ZNF76	chr6	+	35258909	35295985	0.22	0.0818	0.604	0.125	0.325	0.756	0.0749	0.556	1
ENSG00000146197	SCUBE3	chr6	+	35213956	35253079	-0.17	0.443	0.894	0.0333	0.879	0.977	-0.134	0.539	1
ENSG00000064999	ANKS1A	chr6	+	34889255	35091406	0.136	0.521	0.918	0.231	0.268	0.715	-0.0192	0.927	1
ENSG00000064995	TAF11	chr6	-	34877462	34889192	0.0441	0.623	0.941	-0.0516	0.566	0.877	0.0302	0.735	1
ENSG00000065060	BLTP3A	chr6	+	34792083	34877514	0.128	0.119	0.671	0.192	0.0181	0.254	0.106	0.194	1
ENSG00000124562	SNRPC	chr6	+	34757505	34773857	-0.0749	0.443	0.894	-0.0884	0.363	0.78	0.0429	0.657	1
ENSG00000196821	ILRUN	chr6	-	34587288	34696859	-0.0801	0.428	0.888	0.0234	0.815	0.963	-0.112	0.265	1
ENSG00000124664	SPDEF	chr6	-	34537802	34556333	0.104	0.859	0.981	0.545	0.34		0.541	0.344	1
ENSG00000124614	RPS10	chr6	-	34417454	34426069	-0.206	0.0394	0.488	-0.0713	0.47	0.839	-0.05	0.613	1
ENSG00000137309	HMGA1	chr6	+	34236873	34246231	-0.119	0.26	0.808	-0.212	0.043	0.367	-0.00344	0.974	1
ENSG00000124493	GRM4	chr6	-	34018643	34155622	0.325	0.562	0.927	0.999	0.0591		0.142	0.8	1
ENSG00000161896	IP6K3	chr6	-	33721662	33746905	0.192	0.881		1.98	0.0797		1	0.401	1
ENSG00000030110	BAK1	chr6	-	33572547	33580293	-0.29	0.14	0.698	-0.44	0.0259	0.3	-0.087	0.655	1
ENSG00000213588	ZBTB9	chr6	+	33453970	33457544	0.123	0.516	0.915	0.0366	0.847	0.969	0.0212	0.911	1
ENSG00000237649	KIFC1	chr6	+	33391823	33409896	0.301	0.0923	0.628	0.405	0.0222	0.279	0.186	0.296	1
ENSG00000183808	RBM12B	chr8	-	93728155	93741017	0.18	0.142	0.703	0.148	0.224	0.677	0.0434	0.722	1
ENSG00000204209	DAXX	chr6	-	33318558	33323016	0.019	0.884	0.984	0.085	0.513	0.856	0.0785	0.545	1
ENSG00000236104	ZBTB22	chr6	-	33314406	33317942	0.307	0.0918	0.628	0.618	0.000561	0.0396	0.213	0.24	1
ENSG00000289100		chr6	+	33299479	33301090	-0.0968	0.724	0.96	0.431	0.101	0.521	-0.267	0.34	1
ENSG00000227057	WDR46	chr6	-	33279108	33289247	-0.0686	0.385	0.873	-0.0802	0.308	0.744	-0.00958	0.903	1
ENSG00000231500	RPS18	chr6	+	33272075	33276511	-0.134	0.279	0.816	0.0793	0.518	0.859	-0.0789	0.52	1
ENSG00000272217		chr6	-	33246075	33246856	0.463	0.639		-0.287	0.789		-0.331	0.758	1
ENSG00000204227	RING1	chr6	+	33208500	33212722	-0.164	0.0825	0.604	-0.0714	0.447	0.825	-0.0974	0.301	1
ENSG00000227518	MIR1302-9HG	chr9	+	27657	30891	-1.48	0.337		0.282	0.828		0.865	0.486	1
ENSG00000204231	RXRB	chr6	-	33193588	33200665	0.00727	0.955	0.994	0.062	0.629	0.902	0.0293	0.819	1
ENSG00000204248	COL11A2	chr6	-	33162681	33192499	-0.2	0.676	0.95	0.353	0.452	0.828	-0.596	0.213	1
ENSG00000291111		chr6	+	33112440	33119163	-1.03	0.315		-1.51	0.17		-0.561	0.566	1
ENSG00000204252	HLA-DOA	chr6	-	33004182	33009591	-0.3	0.587		-0.459	0.41		-0.0895	0.869	1
ENSG00000204256	BRD2	chr6	+	32968594	32981505	-0.178	0.0603	0.556	-0.107	0.252	0.701	-0.0853	0.362	1
ENSG00000242574	HLA-DMB	chr6	-	32934629	32941028	1.37	0.344		0.928	0.539		0.286	0.857	
ENSG00000240065	PSMB9	chr6	+	32844136	32859851	0.294	0.84		-1.13	0.501		-3.04	0.0867	
ENSG00000204261	PSMB8-AS1	chr6	+	32844078	32846500	-1.58	0.677		-0.0491	0.989		-1.54	0.683	
ENSG00000204267	TAP2	chr6	-	32821833	32838739	-0.367	0.313	0.842	-0.667	0.0656	0.439	-0.0617	0.864	1
ENSG00000241106	HLA-DOB	chr6	-	32812763	32820466	-1.07	0.18		-0.518	0.488		0.221	0.749	1
ENSG00000101938	CHRDL1	chrX	-	110673856	110795819	0.327	0.794		0.52	0.675		0.233	0.854	
ENSG00000175445	LPL	chr8	+	19901717	19967259	-0.139	0.806	0.972	-0.044	0.937	0.989	-0.0845	0.88	1
ENSG00000160908	ZNF394	chr7	-	99473877	99504857	-0.241	0.018	0.371	-0.138	0.171	0.622	-0.11	0.275	1
ENSG00000196126	HLA-DRB1	chr6	-	32577902	32589848	-0.188	0.818		0.555	0.474		-0.00244	0.998	1
ENSG00000273333		chr6	-	32184733	32185882	-0.631	0.493		-1.4	0.162		-1.49	0.139	1
ENSG00000204305	AGER	chr6	-	32180968	32184322	0.224	0.52	0.918	0.37	0.285	0.728	-0.0457	0.897	1
ENSG00000286078		chr9	-	129503461	129506433	-0.0833	0.983		-0.0126	0.997		-0.0318	0.993	
ENSG00000203875	SNHG5	chr6	-	85650491	85678932	-0.0159	0.878	0.984	-0.0772	0.454	0.829	-0.00584	0.955	1
ENSG00000204308	RNF5	chr6	+	32178405	32180793	-0.047	0.686	0.953	-0.029	0.802	0.959	-0.0115	0.921	1
ENSG00000204310	AGPAT1	chr6	-	32168212	32178096	-0.0662	0.58	0.931	-0.134	0.26	0.71	0.0232	0.845	1
ENSG00000284954		chr6	-	32152802	32154365	0.869	0.28		0.857	0.282		0.444	0.588	1
ENSG00000204314	PRRT1	chr6	-	32148359	32153083	1.07	0.378		1.83	0.114		0.666	0.596	1
ENSG00000107077	KDM4C	chr9	+	6720863	7175648	0.15	0.0844	0.609	0.0832	0.338	0.766	0.0391	0.653	1
ENSG00000168477	TNXB	chr6	-	32041153	32115334	-0.0373	0.895	0.985	0.167	0.548	0.871	-0.238	0.398	1
ENSG00000231852	CYP21A2	chr6	+	32038327	32041644	0.337	0.686		0.17	0.838		-0.76	0.397	1
ENSG00000233627	C4A-AS1	chr6	-	31999976	32003521	-0.261	0.944		-0.995	0.785		-0.089	0.981	
ENSG00000284418		chr9	-	22703516	23438700	-3.22	0.0391		-0.0113	0.992		-0.356	0.775	1
ENSG00000204344	STK19	chr6	+	31971091	31982821	-0.177	0.173	0.739	-0.138	0.287	0.73	-0.0162	0.899	1
ENSG00000204356	NELFE	chr6	-	31952087	31959038	-0.0188	0.825	0.975	0.104	0.215	0.667	0.0454	0.59	1
ENSG00000112299	VNN1	chr6	-	132680849	132714055	0.131	0.837		-0.0999	0.877		-0.296	0.654	1
ENSG00000204371	EHMT2	chr6	-	31879759	31897698	0.0455	0.704	0.956	0.0563	0.636	0.906	0.159	0.181	1
ENSG00000204386	NEU1	chr6	-	31857659	31862905	-0.186	0.0366	0.478	-0.136	0.124	0.556	0.0185	0.834	1
ENSG00000289637		chr6	-	31821149	31821964	-0.718	0.609		-1.01	0.484		-1.62	0.3	
ENSG00000198853	RUSC2	chr9	+	35490111	35561898	0.149	0.336	0.853	0.202	0.192	0.647	0.0994	0.522	1
ENSG00000204389	HSPA1A	chr6	+	31815543	31817946	-0.119	0.691	0.954	0.56	0.0596	0.424	-0.106	0.723	1
ENSG00000204396	VWA7	chr6	-	31765590	31777328	0.917	0.226		-0.524	0.547		0.726	0.342	1
ENSG00000235663	SAPCD1-AS1	chr6	-	31764310	31765588	-0.818	0.846		-0.948	0.82		-0.92	0.825	
ENSG00000213722	DDAH2	chr6	-	31727038	31730617	-0.0292	0.861	0.981	-0.0472	0.777	0.952	-0.254	0.131	1
